Nested Sampling Global Log-Evidence           :   -0.109887866983274076E+02  +/-    0.355908171662026984E+00
Nested Importance Sampling Global Log-Evidence:   -0.154840261232554468E+02  +/-    0.446859000474905677E-01

Dim No.       Mean        Sigma
   1    0.661240711998485747E-01    0.386725782334671406E-01
   2   -0.366335162887970327E+02    0.348781885900640853E+01
   3    0.811322661703263059E+00    0.131124231571776356E+00
   4    0.151918906949371957E+01    0.334233472339828808E+00
   5    0.131964120856736360E-01    0.299675006132044727E-02
   6    0.155561350469174164E+01    0.315142264714611320E+00
   7   -0.176537708128199622E+01    0.429514634999106359E+00
   8   -0.758056740373628107E-01    0.593008512222467227E-01
   9   -0.532026589841286857E+01    0.325854980397171312E+01
  10   -0.167440417783567969E+00    0.136992125148497013E+00
  11   -0.312755384262504710E-01    0.154391244510844017E+00
  12   -0.223428338794056658E+00    0.158486553171665739E+00
  13   -0.858641617222104664E-01    0.209162045904706800E+00
  14   -0.104859981146027925E+01    0.444852587608686872E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.791515992044980465E-03
   2   -0.416289952062981925E+02
   3    0.583944272496998318E+00
   4    0.175249960167067798E+01
   5    0.118587611639664643E-01
   6    0.115598046230775897E+01
   7   -0.177616116447894101E+01
   8   -0.129357392845002833E+00
   9   -0.147717635703852435E+01
  10   -0.190253786399143476E+00
  11   -0.763991584803505874E-01
  12   -0.348889434572933088E+00
  13    0.516621394551552982E-02
  14   -0.102198454260288241E+01

MAP Parameters
Dim No.        Parameter
   1    0.791515992044980465E-03
   2   -0.416289952062981925E+02
   3    0.583944272496998318E+00
   4    0.175249960167067798E+01
   5    0.118587611639664643E-01
   6    0.115598046230775897E+01
   7   -0.177616116447894101E+01
   8   -0.129357392845002833E+00
   9   -0.147717635703852435E+01
  10   -0.190253786399143476E+00
  11   -0.763991584803505874E-01
  12   -0.348889434572933088E+00
  13    0.516621394551552982E-02
  14   -0.102198454260288241E+01
