         MJD         m       dm     uJy  duJy F  err  chi/N       RA      Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs     Mask  uJy_offset
57277.552922 19.696897      NaN   -24.0    16 c    0   1.12 85.37225 16.76212  7029.18  5536.00 3.80 3.54 -80.1 -0.444    19.36 21.18 02a57277o0472c 0xc00800       -11.0
57277.574761 19.401649      NaN    13.0    13 c    0   1.53 85.37225 16.76212  7025.89  5538.81 3.78 3.47 -78.1 -0.443    19.38 21.20 02a57277o0503c 0xc00800       -11.0
57277.579033 19.631075      NaN   -12.0    17 c    0   1.19 85.37225 16.76212  8474.84  4081.72 3.83 3.64  68.1 -0.451    19.39 21.21 02a57277o0509c 0xc00800       -11.0
57313.554494 19.529530      NaN    -9.0    18 c    0   1.03 85.37225 16.76212  3900.36  6701.23 4.24 3.57 -60.3 -0.455    19.37 21.29 02a57313o0428c 0xc00900       -11.0
57313.588991 19.142275      NaN    15.0    18 c    0   0.86 85.37225 16.76212  3896.34  6710.88 4.22 3.63 -59.5 -0.447    19.37 21.29 02a57313o0479c 0xc00800       -11.0
57313.612108 19.226921      NaN    15.0    16 c    0   1.21 85.37225 16.76212  5282.14  5365.55 4.01 3.73 -58.8 -0.441    19.36 21.26 02a57313o0511c 0xc00800       -11.0
57313.644425 19.014394      NaN     1.0    26 c    0   1.01 85.37225 16.76212  5274.15  5369.86 3.96 3.67 -51.3 -0.454    18.87 20.23 02a57313o0556c 0xc00800       -11.0
57341.496399 18.776955      NaN    35.0    22 c    0   0.98 85.37225 16.76212  3903.05  6744.56 5.23 4.95 -67.2 -0.353    19.13 21.33 02a57341o0366c 0xc00800       -11.0
57341.534634 19.454622      NaN   -25.0    20 c    0   1.22 85.37225 16.76212  3903.04  6756.02 4.80 4.51 -65.6 -0.365    19.07 21.16 02a57341o0418c 0xc00800       -11.0
57342.498963 19.696897      NaN   -17.0    16 c    0   0.97 85.37225 16.76212  3904.93  6746.82 3.84 3.61 -71.3 -0.402    19.53 21.41 02a57342o0378c 0xc00800       -11.0
57342.534645 19.491430      NaN    -4.0    17 c    0   0.81 85.37225 16.76212  6867.02  3951.55 3.77 3.72  -0.2 -0.394    19.45 21.30 02a57342o0431c 0xc00800       -11.0
57342.556970 19.351140      NaN     7.0    16 c    0   0.96 85.37225 16.76212  5390.29  5396.81 3.75 3.59 -75.2 -0.398    19.47 21.32 02a57342o0464c 0xc00800       -11.0
57342.591558 19.089302      NaN    22.0    17 c    0   1.00 85.37225 16.76212  5383.70  5399.74 3.75 3.60 -76.4 -0.399    19.37 21.11 02a57342o0515c 0xc00800       -11.0
57390.295174 19.256669      NaN     4.0    19 c    0   0.94 85.37225 16.76212  3622.63  7023.76 4.21 3.94 -58.7 -0.421    19.38 21.32 02a57390o0163c 0xc00800       -11.0
57390.312130 19.318728      NaN     3.0    18 c    0   0.94 85.37225 16.76212  3328.39  6444.74 4.12 3.82 -55.9 -0.434    19.44 21.39 02a57390o0190c 0xc00900       -11.0
57390.329306 19.631075      NaN   -56.0    17 c    0   1.07 85.37225 16.76212  4191.22  7617.13 4.13 3.83 -72.0 -0.426    19.43 21.40 02a57390o0217c 0xc00800       -11.0
57390.346524 19.569016      NaN   -23.0    18 c    0   0.69 85.37225 16.76212  4493.32  5881.71 3.95 3.65 -71.9 -0.419    19.50 21.43 02a57390o0244c 0xc00800       -11.0
57391.288781 19.569016      NaN   -43.0    18 c    0   1.02 85.37225 16.76212  3620.59  7020.22 4.34 3.97 -17.8 -0.411    19.36 21.33 02a57391o0158c 0xc00800       -11.0
57391.305768 19.510313      NaN   -49.0    19 c    0   0.86 85.37225 16.76212  3326.06  6442.23 4.06 3.77 -49.1 -0.440    19.45 21.37 02a57391o0185c 0xc00800       -11.0
57391.322774 19.529530      NaN    -3.0    16 c    0   1.10 85.37225 16.76212  4189.97  7615.10 3.96 3.72 -64.9 -0.442    19.47 21.39 02a57391o0212c 0xc00800       -11.0
57391.339347 19.491430      NaN    -4.0    17 c    0   0.85 85.37225 16.76212  4492.36  5880.52 3.86 3.55 -72.7 -0.427    19.54 21.45 02a57391o0238c 0xc00800       -11.0
57400.400262 19.569016      NaN     1.0    14 c    0   0.95 85.37225 16.76212  7039.51  3549.11 3.70 3.60   1.5 -0.418    19.59 21.52 02a57400o0330c 0xc00800       -11.0
57400.417830 19.491430      NaN     5.0    14 c    0   1.17 85.37225 16.76212  7363.88  4143.57 3.65 3.54  76.2 -0.419    19.59 21.50 02a57400o0354c 0xc00900       -11.0
