Nested Sampling Global Log-Evidence           :   -0.196526480430309817E+03  +/-    0.550460865113576836E+00
Nested Importance Sampling Global Log-Evidence:   -0.202256807083800226E+03  +/-    0.321592917305795548E-01

Dim No.       Mean        Sigma
   1   -0.456759837976361029E-02    0.301257477751399431E-01
   2   -0.643271753514931888E+01    0.126625594573812839E+01
   3    0.872375960629030556E+00    0.521688997155141179E-01
   4    0.148951158898790426E+01    0.121591834964905915E+00
   5    0.864170019177724555E-02    0.386312388839827421E-02
   6    0.126430850102146120E+01    0.210971322871457312E+00
   7   -0.178288948702472183E+01    0.451991978977540954E+00
   8   -0.175382699332475966E+00    0.364242361351564126E-01
   9   -0.127737009178818148E+02    0.192920710748193902E+01
  10   -0.302945355249089714E-01    0.619987941534957260E-01
  11   -0.217372923229757938E-01    0.112828447824866104E+00
  12   -0.280679484513318478E+00    0.209907847834291034E+00
  13   -0.221454267484145512E+00    0.195102390699545825E+00
  14   -0.106966782044059694E+01    0.623190806777199485E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1   -0.496870374869348014E-01
   2   -0.725803818297874770E+01
   3    0.891437352846585096E+00
   4    0.160655577190519949E+01
   5    0.114939917133860797E-02
   6    0.135565243776182065E+01
   7   -0.133073745010405053E+01
   8   -0.207827805581670161E+00
   9   -0.157556428841092249E+02
  10   -0.116621752765307035E+00
  11   -0.897985263181265980E-01
  12   -0.266415814092389625E+00
  13   -0.307203794634990257E+00
  14   -0.116201201613692473E+01

MAP Parameters
Dim No.        Parameter
   1   -0.496870374869348014E-01
   2   -0.725803818297874770E+01
   3    0.891437352846585096E+00
   4    0.160655577190519949E+01
   5    0.114939917133860797E-02
   6    0.135565243776182065E+01
   7   -0.133073745010405053E+01
   8   -0.207827805581670161E+00
   9   -0.157556428841092249E+02
  10   -0.116621752765307035E+00
  11   -0.897985263181265980E-01
  12   -0.266415814092389625E+00
  13   -0.307203794634990257E+00
  14   -0.116201201613692473E+01
