         MJD         m       dm   uJy  duJy F  err  chi/N     RA      Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs  __tmp_SN
57222.339464 19.076453      NaN    13    24 o    0   0.96 253.49 -9.70757 10363.83  2952.27 3.88 3.31  73.9 -0.504    19.16 20.77 02a57222o0062o  0.541667
57222.351697 19.063754      NaN     5    27 o    0   0.81 253.49 -9.70757 10361.48  2957.61 3.88 3.20  79.0 -0.485    19.18 20.80 02a57222o0078o  0.185185
57228.316656 18.582238      NaN    26    36 o    0   1.01 253.49 -9.70757  7551.07 10409.58 3.64 3.32   0.0 -0.457    18.65 19.82 02a57228o0095o  0.722222
57229.302066 18.389700      NaN    28    44 o    0   0.94 253.49 -9.70757   777.52   732.81 4.17 3.58 -40.3 -0.459    18.50 19.50 02a57229o0094o  0.636364
57229.327130 18.174913      NaN    69    42 o    0   1.17 253.49 -9.70757   778.86   739.43 4.26 3.67 -39.0 -0.445    18.49 19.47 02a57229o0128o  1.642857
57229.340347 18.796518      NaN     2    36 o    0   0.97 253.49 -9.70757  9075.63  2217.60 3.76 3.50  76.5 -0.478    18.54 19.57 02a57229o0144o  0.055556
57229.377656 18.094452      NaN    84    42 o    0   1.11 253.49 -9.70757  9083.02  2225.44 3.63 3.30  82.9 -0.497    18.50 19.43 02a57229o0191o  2.000000
57256.254515 17.081147      NaN   -26   178 o    0   0.89 253.49 -9.70757 10284.73   961.05 4.08 3.21  30.4 -0.534    17.48 18.22 02a57256o0011o -0.146067
57256.258719 17.392139      NaN    56   115 o    0   0.94 253.49 -9.70757   510.28   960.90 4.81 3.47 -38.0 -0.471    17.65 18.32 02a57256o0018o  0.486957
57288.211945 17.093415      NaN  -116   176 o    0   0.98 253.49 -9.70757 10305.86   975.36 4.01 3.57  84.9 -0.497    17.47 17.66 02a57288o0004o -0.659091
57288.217496 17.555452      NaN   120    75 o    0   1.04 253.49 -9.70757 10308.01   967.53 3.87 3.45  75.5 -0.502    18.11 18.86 02a57288o0013o  1.600000
57288.228052 18.186107      NaN    49    48 o    0   0.97 253.49 -9.70757  8838.27  2447.51 3.85 3.41  78.5 -0.538    18.45 19.49 02a57288o0030o  1.020833
57288.233134 18.376212      NaN    21    47 o    0   1.15 253.49 -9.70757   532.07   958.82 5.05 3.67 -39.2 -0.466    18.41 19.45 02a57288o0038o  0.446809
57288.245177 18.261819      NaN    21    53 o    0   0.89 253.49 -9.70757  8835.48  2445.52 3.65 3.28  69.5 -0.500    18.40 19.38 02a57288o0057o  0.396226
57288.251078 18.304885      NaN    17    52 o    0   1.02 253.49 -9.70757   530.58   956.28 5.09 3.60 -39.9 -0.468    18.35 19.36 02a57288o0066o  0.326923
57289.210887 17.016042      NaN  -128   189 o    0   0.62 253.49 -9.70757 10298.00   974.07 3.86 3.52  52.5 -0.491    17.65 18.10 02a57289o0028o -0.677249
57289.216423 17.976960      NaN   -86    78 o    0   1.34 253.49 -9.70757 10300.18   971.59 4.02 3.55  51.7 -0.463    18.15 18.94 02a57289o0037o -1.102564
57289.228076 16.731331      NaN   323   138 o    0   1.22 253.49 -9.70757  8830.76  2452.76 3.87 3.58  34.6 -0.644    16.84 17.38 02a57289o0055o  2.340580
57289.238783 16.343929      NaN  -347   351 o    0   1.14 253.49 -9.70757   526.14   964.18 5.07 3.55 -33.0 -0.537    16.03 16.36 02a57289o0072o -0.988604
57289.245416 14.576278      NaN   915  1483 o    0   1.08 253.49 -9.70757  8832.68  2450.67 3.74 3.31  79.3 -0.539    15.37 15.38 02a57289o0082o  0.616993
57297.258143 18.356290      NaN   -45    55 o    0   0.91 253.49 -9.70757 10283.82   956.66 4.65 3.83  42.1 -0.479    18.74 20.19 02a57297o0071o -0.818182
57298.249284 17.990970      NaN    60    57 o    0   1.28 253.49 -9.70757 10283.52   963.07 5.01 3.14  25.4 -0.530    18.67 20.02 02a57298o0074o  1.052632
57438.659235 18.748255      NaN    16    33 o    0   0.83 253.49 -9.70757  3797.87   306.78 4.32 3.38  -7.9 -0.524    18.90 20.21 02a57438o0751o  0.484848
57472.614309 17.833722      NaN   -49    89 o    0   0.89 253.49 -9.70757   160.28  1333.84 3.86 3.58 -37.6 -0.483    17.80 19.06 02a57472o0735o -0.550562
57472.625897 17.797727      NaN   -66    92 o    0   0.95 253.49 -9.70757  9919.64  1335.22 4.98 3.04 -64.9 -0.412    17.85 19.10 02a57472o0753o -0.717391
57472.643924 18.336727      NaN     0    56 o    0   0.99 253.49 -9.70757  6639.96 10417.68 3.64 3.49  35.2 -0.465    18.08 18.66 02a57472o0780o  0.000000
57472.648452 18.034118      NaN  -127    74 o    0   1.17 253.49 -9.70757  9623.23   755.73 4.35 3.49  28.7 -0.557    18.02 18.52 02a57472o0786o -1.716216
57472.653153 17.215145      NaN   121   117 o    0   0.99 253.49 -9.70757  1004.53   181.61 5.51 3.52 -23.0 -0.544    17.67 17.96 02a57472o0794o  1.034188
57493.536637 19.089302      NaN   -30    28 o    0   1.20 253.49 -9.70757 10406.38  9598.31 4.25 3.39  82.5 -0.472    19.02 20.47 02a57493o0620o -1.071429
57493.552005 18.729535      NaN    33    28 o    0   1.02 253.49 -9.70757   615.82  9583.26 3.95 3.80 -21.2 -0.463    18.98 20.40 02a57493o0648o  1.178571
57493.571952 18.776955      NaN    10    34 o    0   1.15 253.49 -9.70757  9706.97   487.67 4.29 3.48  22.9 -0.516    18.99 20.37 02a57493o0682o  0.294118
