         MJD         m       dm    uJy  duJy F  err   chi/N        RA      Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs   __tmp_SN
57222.339464 19.212347      NaN    -24    25 o    0    0.87 253.48661 -9.70619 10370.41  2954.89 3.88 3.31  73.9 -0.504    19.16 20.77 02a57222o0062o  -0.960000
57222.351697 19.169763      NaN    -26    26 o    0    0.95 253.48661 -9.70619 10368.06  2960.23 3.88 3.20  79.0 -0.485    19.18 20.80 02a57222o0078o  -1.000000
57228.316656 18.757738      NaN    -20    38 o    0    0.85 253.48661 -9.70619  7557.61 10412.31 3.64 3.32   0.0 -0.457    18.65 19.82 02a57228o0095o  -0.526316
57229.302066 18.598565      NaN    -37    44 o    0    0.91 253.48661 -9.70619   784.10   735.63 4.17 3.58 -40.3 -0.459    18.50 19.50 02a57229o0094o  -0.840909
57229.327130 18.330283      NaN     43    42 o    0    1.07 253.48661 -9.70619   785.44   742.25 4.26 3.67 -39.0 -0.446    18.49 19.47 02a57229o0128o   1.023810
57229.340347 18.526952      NaN     36    35 o    0    1.26 253.48661 -9.70619  9082.16  2220.22 3.76 3.50  76.5 -0.478    18.54 19.57 02a57229o0144o   1.028571
57229.377656 18.675237      NaN    -36    41 o    0    1.01 253.48661 -9.70619  9089.56  2228.07 3.63 3.30  82.9 -0.497    18.50 19.43 02a57229o0191o  -0.878049
57256.254515 17.150406      NaN    -59   167 o    0    0.98 253.48661 -9.70619 10291.32   963.66 4.08 3.21  30.4 -0.534    17.48 18.22 02a57256o0011o  -0.353293
57256.258719 17.707197      NaN    -54   100 o    0    1.29 253.48661 -9.70619   516.87   963.72 4.81 3.47 -38.0 -0.471    17.65 18.32 02a57256o0018o  -0.540000
57288.211945 17.118376      NaN   -355   172 o    0    0.96 253.48661 -9.70619 10312.45   977.97 4.01 3.57  84.9 -0.497    17.47 17.66 02a57288o0004o  -2.063953
57288.217496 17.976960      NaN    -39    78 o    0    1.03 253.48661 -9.70619 10314.60   970.15 3.87 3.45  75.4 -0.502    18.11 18.86 02a57288o0013o  -0.500000
57288.228052 18.249822      NaN     35    49 o    0    1.05 253.48661 -9.70619  8844.80  2450.14 3.85 3.41  78.4 -0.538    18.45 19.49 02a57288o0030o   0.714286
57288.233134 18.459772      NaN    -26    50 o    0    0.95 253.48661 -9.70619   538.66   961.64 5.05 3.67 -39.3 -0.466    18.41 19.45 02a57288o0038o  -0.520000
57288.245177 18.382935      NaN      8    51 o    0    0.96 253.48661 -9.70619  8842.00  2448.16 3.65 3.28  69.5 -0.500    18.40 19.38 02a57288o0057o   0.156863
57288.251078 18.336727      NaN    -89    56 o    0    0.98 253.48661 -9.70619   537.17   959.09 5.09 3.60 -39.9 -0.468    18.35 19.36 02a57288o0066o  -1.589286
57289.210887 16.862717      NaN    104   183 o    0    0.88 253.48661 -9.70619 10304.59   976.69 3.86 3.52  52.5 -0.491    17.65 18.10 02a57289o0028o   0.568306
57289.216423 17.527492      NaN     84    90 o    0    1.17 253.48661 -9.70619 10306.77   974.20 4.02 3.55  51.7 -0.463    18.15 18.94 02a57289o0037o   0.933333
57289.228076 17.154749      NaN     91   136 o    0    1.10 253.48661 -9.70619  8837.28  2455.40 3.87 3.58  34.7 -0.644    16.84 17.38 02a57289o0055o   0.669118
57289.238783 16.280840      NaN   -212   372 o    0    0.93 253.48661 -9.70619   532.73   967.00 5.06 3.54 -33.0 -0.537    16.03 16.36 02a57289o0072o  -0.569892
