         MJD         m       dm   uJy  duJy F  err  chi/N        RA      Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs   __tmp_SN
57222.339464 18.921935      NaN    20    26 o    0   0.82 253.48661 -9.69951 10370.44  2967.92 3.88 3.31  74.0 -0.504    19.16 20.77 02a57222o0062o   0.769231
57222.351697 19.256669      NaN    -1    24 o    0   1.24 253.48661 -9.69951 10368.09  2973.26 3.88 3.19  79.0 -0.484    19.18 20.80 02a57222o0078o  -0.041667
57228.316656 18.826541      NaN     2    35 o    0   0.83 253.48661 -9.69951  7557.73 10425.47 3.64 3.32  -0.0 -0.458    18.65 19.82 02a57228o0095o   0.057143
57229.302066 18.757738      NaN     0    38 o    0   1.18 253.48661 -9.69951   784.13   748.77 4.17 3.58 -40.4 -0.459    18.50 19.50 02a57229o0094o   0.000000
57229.327130 18.356290      NaN    48    39 o    0   1.22 253.48661 -9.69951   785.47   755.39 4.26 3.67 -39.1 -0.446    18.49 19.47 02a57229o0128o   1.230769
57229.340347 18.474346      NaN    28    40 o    0   1.04 253.48661 -9.69951  9082.16  2233.25 3.76 3.50  76.7 -0.478    18.54 19.57 02a57229o0144o   0.700000
57229.377656 18.649074      NaN    18    36 o    0   1.17 253.48661 -9.69951  9089.56  2241.09 3.63 3.30  82.9 -0.497    18.50 19.43 02a57229o0191o   0.500000
57256.254515 16.922529      NaN   150   156 o    0   1.33 253.48661 -9.69951 10291.28   976.80 4.08 3.21  30.4 -0.534    17.48 18.22 02a57256o0011o   0.961538
57256.258719 17.334149 0.292610   423   114 o    0   0.88 253.48661 -9.69951   516.89   976.85 4.80 3.47 -38.0 -0.472    17.65 18.32 02a57256o0018o   3.710526
57288.211945 17.170087      NaN  -449   164 o    0   1.19 253.48661 -9.69951 10312.41   991.11 4.01 3.57  84.8 -0.497    17.47 17.66 02a57288o0004o  -2.737805
57288.217496 17.963129      NaN  -152    79 o    0   0.95 253.48661 -9.69951 10314.55   983.29 3.87 3.45  75.5 -0.502    18.11 18.86 02a57288o0013o  -1.924051
57288.228052 18.623526      NaN   -48    43 o    0   1.26 253.48661 -9.69951  8844.80  2463.15 3.85 3.41  78.4 -0.538    18.45 19.49 02a57288o0030o  -1.116279
57288.233134 18.226218      NaN    36    50 o    0   0.91 253.48661 -9.69951   538.68   974.77 5.05 3.67 -39.3 -0.467    18.41 19.45 02a57288o0038o   0.720000
57288.245177 18.286218      NaN    17    53 o    0   0.85 253.48661 -9.69951  8842.01  2461.17 3.65 3.28  69.6 -0.499    18.40 19.38 02a57288o0057o   0.320755
57288.251078 18.058851      NaN    79    46 o    0   1.35 253.48661 -9.69951   537.19   972.23 5.09 3.60 -39.9 -0.469    18.35 19.36 02a57288o0066o   1.717391
57289.210887 16.628787      NaN   267   181 o    0   1.10 253.48661 -9.69951 10304.54   989.83 3.86 3.52  52.7 -0.492    17.65 18.10 02a57289o0028o   1.475138
57289.216423 17.212847      NaN   191    94 o    0   0.97 253.48661 -9.69951 10306.73   987.34 4.02 3.55  51.8 -0.463    18.15 18.94 02a57289o0037o   2.031915
57289.228076 17.341877      NaN   -41   140 o    0   0.95 253.48661 -9.69951  8837.29  2468.41 3.87 3.58  35.0 -0.643    16.84 17.38 02a57289o0055o  -0.292857
57289.238783 16.280840      NaN   -68   372 o    0   0.88 253.48661 -9.69951   532.75   980.13 5.06 3.54 -33.0 -0.536    16.03 16.36 02a57289o0072o  -0.182796
57289.245416 14.475818      NaN  1318  1522 o    0   0.92 253.48661 -9.69951  8839.21  2466.32 3.74 3.31  79.3 -0.540    15.37 15.38 02a57289o0082o   0.865966
57297.258143 18.376212      NaN   -75    54 o    0   0.83 253.48661 -9.69951 10290.37   972.42 4.65 3.83  42.3 -0.478    18.74 20.19 02a57297o0071o  -1.388889
57298.249284 18.396507      NaN    -8    53 o    0   1.22 253.48661 -9.69951 10290.07   978.83 5.00 3.15  25.5 -0.529    18.67 20.02 02a57298o0074o  -0.150943
57438.659235 19.014394      NaN   -22    30 o    0   1.05 253.48661 -9.69951  3791.29   290.95 4.32 3.38  -7.9 -0.524    18.90 20.21 02a57438o0751o  -0.733333
57472.614309 17.883650      NaN   -20    85 o    0   1.09 253.48661 -9.69951   166.88  1349.78 3.86 3.58 -37.5 -0.485    17.80 19.06 02a57472o0735o  -0.235294
57472.625897 17.762888      NaN   -54    95 o    0   0.96 253.48661 -9.69951  9926.17  1350.94 4.97 3.04 -65.0 -0.413    17.85 19.10 02a57472o0753o  -0.568421
57472.643924 18.343209      NaN    14    51 o    0   1.36 253.48661 -9.69951  6646.53 10433.55 3.65 3.49  34.6 -0.465    18.08 18.66 02a57472o0780o   0.274510
57472.648452 17.875167      NaN    23    78 o    0   1.04 253.48661 -9.69951  9629.75   771.49 4.34 3.49  28.9 -0.557    18.02 18.52 02a57472o0786o   0.294872
57472.653153 17.633737      NaN  -137   107 o    0   1.23 253.48661 -9.69951  1011.15   197.62 5.50 3.52 -23.0 -0.544    17.67 17.96 02a57472o0794o  -1.280374
57493.536637 19.128787      NaN    -9    27 o    0   1.22 253.48661 -9.69951 10399.74  9582.31 4.25 3.38  82.5 -0.472    19.02 20.47 02a57493o0620o  -0.333333
57493.552005 18.921935      NaN     8    30 o    0   0.95 253.48661 -9.69951   609.29  9567.50 3.95 3.80 -21.8 -0.463    18.98 20.40 02a57493o0648o   0.266667
57493.571952 18.424171      NaN    53    34 o    0   0.87 253.48661 -9.69951  9713.48   503.45 4.29 3.48  23.0 -0.517    18.99 20.37 02a57493o0682o   1.558824
57493.597375 18.757738      NaN   -48    38 o    0   0.65 253.48661 -9.69951  1162.34    95.61 5.09 3.44 -23.1 -0.530    19.02 20.42 02a57493o0727o  -1.263158
57495.464088 18.657725      NaN     2    41 o    0   0.86 253.48661 -9.69951 10025.49  9567.87 4.46 3.53  81.7 -0.454    18.62 19.78 02a57495o0493o   0.048780
57495.466093 18.376212      NaN    42    40 o    0   0.88 253.48661 -9.69951   256.69  9567.50 4.15 3.72 -53.3 -0.464    18.61 19.76 02a57495o0497o   1.050000
57495.478944 18.847027      NaN   -29    35 o    0   1.02 253.48661 -9.69951 10040.52  9610.77 4.35 3.39  81.7 -0.468    18.72 19.89 02a57495o0523o  -0.828571
57495.480866 18.615142      NaN    25    35 o    0   1.13 253.48661 -9.69951   269.81  9608.15 4.14 3.66 -55.1 -0.471    18.69 19.84 02a57495o0527o   0.714286
57495.493032 18.796518      NaN    20    30 o    0   1.44 253.48661 -9.69951  9976.26  9532.37 4.28 3.32  83.7 -0.475    18.75 19.94 02a57495o0552o   0.666667
57495.494993 18.729535      NaN     6    37 o    0   0.89 253.48661 -9.69951   208.18  9531.52 4.10 3.63 -58.0 -0.474    18.73 19.90 02a57495o0556o   0.162162
57495.507227 18.657725      NaN    29    32 o    0   1.08 253.48661 -9.69951  9957.14  9651.43 4.16 3.27  81.8 -0.486    18.79 19.96 02a57495o0581o   0.906250
57495.509173 18.944322      NaN   -47    32 o    0   1.20 253.48661 -9.69951   184.49  9651.88 4.06 3.67 -55.0 -0.473    18.77 19.93 02a57495o0585o  -1.468750
57498.465047 18.226218      NaN   -18    62 o    0   0.86 253.48661 -9.69951 10028.90  9564.21 4.56 3.47  84.7 -0.470    18.22 19.01 02a57498o0503o  -0.290323
57498.470964 17.909502      NaN    78    57 o    0   1.01 253.48661 -9.69951   258.15  9563.05 4.20 3.74 -55.4 -0.461    18.26 19.05 02a57498o0515o   1.368421
57498.479335 18.417189      NaN   -58    52 o    0   1.02 253.48661 -9.69951 10044.12  9603.86 4.48 3.37  86.0 -0.479    18.28 19.08 02a57498o0532o  -1.115385
57498.485238 18.220396      NaN    34    51 o    0   1.17 253.48661 -9.69951   272.82  9603.03 4.45 3.84 -53.4 -0.446    18.27 19.11 02a57498o0544o   0.666667
57498.493615 18.438271      NaN   -12    51 o    0   1.08 253.48661 -9.69951  9981.02  9525.73 4.44 3.38  84.1 -0.473    18.30 19.12 02a57498o0561o  -0.235294
57498.499560 17.949472      NaN    78    54 o    0   1.04 253.48661 -9.69951   212.86  9526.08 4.36 3.79 -58.3 -0.454    18.32 19.16 02a57498o0573o   1.444444
57498.508128 17.905150      NaN   109    47 o    0   1.35 253.48661 -9.69951  9960.28  9645.99 4.45 3.43  83.0 -0.471    18.32 19.16 02a57498o0590o   2.319149
57498.514289 18.438271      NaN     0    51 o    0   1.04 253.48661 -9.69951   185.90  9645.73 4.49 3.86 -59.8 -0.433    18.32 19.20 02a57498o0602o   0.000000
57500.509927 17.755295      NaN    26    87 o    0   1.03 253.48661 -9.69951 10011.10  9571.87 4.41 3.51  83.2 -0.478    17.90 18.34 02a57500o0562o   0.298851
57500.520305 17.922662      NaN   -53    82 o    0   0.94 253.48661 -9.69951   245.33  9567.79 4.18 3.78 -54.4 -0.473    18.04 18.58 02a57500o0582o  -0.646341
57500.524157 17.755295      NaN    65    74 o    0   1.41 253.48661 -9.69951 10040.32  9609.72 4.33 3.44  80.8 -0.486    17.98 18.44 02a57500o0590o   0.878378
57500.545090 17.896499      NaN    48    68 o    0   1.17 253.48661 -9.69951   264.83  9603.35 4.32 3.78 -53.4 -0.460    18.06 18.62 02a57500o0631o   0.705882
57500.546526 18.079051      NaN   -73    71 o    0   1.33 253.48661 -9.69951  9978.27  9528.70 4.30 3.40  83.7 -0.478    18.01 18.50 02a57500o0634o  -1.028169
57500.579431 17.718109      NaN    -4    99 o    0   1.35 253.48661 -9.69951   594.04   902.86 3.87 3.03  75.6 -0.537    17.55 18.59 02a57500o0686o  -0.040404
57500.595697 16.308428      NaN   518   190 o    0   0.97 253.48661 -9.69951 10369.19   902.72 4.99 2.32 -35.2 -0.528    17.58 18.74 02a57500o0710o   2.726316
57552.394795 18.729535      NaN    24    31 o    0   1.22 253.48661 -9.69951  2445.37  1196.30 5.23 3.53 -12.4 -0.499    18.84 20.33 02a57552o0272o   0.774194
57552.408501 18.910912      NaN     9    30 o    0   1.37 253.48661 -9.69951  2436.52  1157.55 4.71 3.43 -15.8 -0.521    18.94 20.34 02a57552o0298o   0.300000
57552.422494 18.878500      NaN   -38    34 o    0   1.07 253.48661 -9.69951  2479.79  1245.86 4.73 3.46 -14.0 -0.516    18.93 20.36 02a57552o0324o  -1.117647
57552.436524 19.051202      NaN   -33    29 o    0   1.24 253.48661 -9.69951  2498.59  1131.60 4.75 3.50 -16.4 -0.529    18.97 20.39 02a57552o0350o  -1.137931
57552.450862 18.729535      NaN    21    32 o    0   1.03 253.48661 -9.69951  2460.08  1189.82 4.83 3.60 -17.5 -0.520    18.98 20.47 02a57552o0376o   0.656250
57555.373814 17.243105      NaN   112   116 o    0   1.14 253.48661 -9.69951  9242.68  9718.84 4.43 3.47  83.5 -0.476    17.69 18.22 02a57555o0279o   0.965517
57555.382137 17.349660      NaN   -17   139 o    0   0.52 253.48661 -9.69951  2453.33    51.18 5.18 3.50  -8.4 -0.519    17.85 18.55 02a57555o0294o  -0.122302
57555.386477 15.216283      NaN  1094   627 o    0   0.15 253.48661 -9.69951  1311.76   788.57 4.97 3.43 -19.6 -0.557    17.70 18.22 02a57555o0302o   1.744817
57555.394818 18.094452      NaN    -7    70 o    0   1.22 253.48661 -9.69951  8101.00 10458.68 3.95 3.75  59.7 -0.442    17.85 18.47 02a57555o0317o  -0.100000
57555.400401 17.389435      NaN    39   121 o    0   1.01 253.48661 -9.69951  1371.44   872.03 5.41 3.66 -23.3 -0.516    17.45 18.04 02a57555o0326o   0.322314
