         MJD         m       dm   uJy  duJy F  err  chi/N      RA      Dec        x        y   maj  min   phi  apfit  mag5sig   Sky            Obs     Mask
57227.520706 19.454622      NaN   -11    20 o    0   1.37 7.01028 -4.55466  5127.28  1211.17  3.67 3.45 -12.8 -0.488    19.19 20.81 02a57227o0266o 0xc00800
57227.542228 19.454622      NaN     6    18 o    0   1.74 7.01028 -4.55466  5135.58  1213.73  3.68 3.44  -8.8 -0.479    19.26 20.91 02a57227o0296o 0xc00800
57229.517654 19.351140      NaN    -6    22 o    0   0.99 7.01028 -4.55466  6571.05  9344.36  3.67 3.44 -73.5 -0.456    19.17 20.81 02a57229o0366o 0xc00800
57229.532123 19.454622      NaN   -16    20 o    0   1.06 7.01028 -4.55466  6575.01  9346.98  3.61 3.41 -73.8 -0.456    19.21 20.84 02a57229o0386o 0xc00800
57229.543089 19.384550      NaN     1    21 o    0   1.23 7.01028 -4.55466  8050.33  7894.71  3.85 3.48 -86.7 -0.438    19.19 20.89 02a57229o0401o 0xc00800
57229.569659 18.900000      NaN    40    20 o    0   1.50 7.01028 -4.55466  8054.03  7895.33  3.67 3.25 -87.3 -0.456    19.25 20.88 02a57229o0438o 0xc00800
57318.266792 18.598565      NaN   -44    44 o    0   1.39 7.01028 -4.55466  6623.80  9357.27  4.56 3.06 -81.3 -0.453    18.27 19.38 02a57318o0113o 0xc00800
57318.287528 18.542463      NaN    10    43 o    0   1.21 7.01028 -4.55466  6625.54  9360.18  4.45 3.12 -81.3 -0.453    18.37 19.52 02a57318o0145o 0xc00800
57318.303160 18.396507      NaN    18    47 o    0   1.00 7.01028 -4.55466  8092.17  7910.70  4.60 3.05 -85.6 -0.456    18.39 19.56 02a57318o0169o 0xc00800
57318.326357 18.403357      NaN    20    46 o    0   1.02 7.01028 -4.55466  8086.19  7917.04  4.56 3.12 -86.4 -0.457    18.41 19.60 02a57318o0205o 0xc00800
57330.356083 18.115332      NaN    98    36 o    0   3.13 7.01028 -4.55466  4099.20  1291.94  6.64 4.72 -15.5 -0.474    18.85 20.59 02a57330o0253o 0xc00a00
57330.386757 18.376212      NaN    51    37 o    0   1.43 7.01028 -4.55466  4096.83  1292.65  6.87 4.89 -14.7 -0.431    18.85 20.64 02a57330o0300o 0xc00800
57351.345442 18.261819      NaN   -86    60 o    0   2.39 7.01028 -4.55466  4089.96  1300.50  4.43 3.80 -16.2 -0.464    18.08 18.76 02a57351o0089o 0xc00800
57353.198149 18.878500      NaN    -8    34 o    0   0.90 7.01028 -4.55466  3401.01  7248.35  4.01 3.62 -78.5 -0.453    18.61 20.08 02a57353o0044o 0xc00800
57353.198779 18.504094      NaN    45    33 o    0   1.15 7.01028 -4.55466  3400.97  7247.99  4.22 3.83 -80.9 -0.452    18.58 20.10 02a57353o0045o 0xc00900
57353.199411 18.542463      NaN    28    37 o    0   1.02 7.01028 -4.55466  3400.96  7247.77  4.28 3.91 -78.6 -0.454    18.57 20.14 02a57353o0046o 0xc00800
57353.296961 18.459772      NaN  -185    50 o    0   3.69 7.01028 -4.55466  4099.75  1285.82  4.40 3.60 -17.6 -0.505    18.38 19.35 02a57353o0196o 0xc00900
57353.305274 18.504094      NaN  -150    48 o    0   3.86 7.01028 -4.55466  4099.34  1289.45  4.37 3.57 -20.0 -0.507    18.39 19.32 02a57353o0209o 0xc00900
57353.313577 18.267867      NaN    41    46 o    0   1.70 7.01028 -4.55466  4098.85  1289.99  4.31 3.49 -18.5 -0.522    18.37 19.26 02a57353o0222o 0xc00800
57353.321990 18.317510      NaN   -59    57 o    0   2.95 7.01028 -4.55466  4098.21  1290.76  4.56 3.67 -17.7 -0.496    18.24 19.12 02a57353o0235o 0xc00800
57354.198844 18.757738      NaN    15    33 o    0   0.86 7.01028 -4.55466  1427.87  7247.38  3.95 3.71 -75.5 -0.436    18.71 20.21 02a57354o0044o 0xc00800
57354.199481 18.806434      NaN    19    30 o    0   1.20 7.01028 -4.55466  1427.78  7247.70  4.01 3.74 -80.9 -0.427    18.72 20.22 02a57354o0045o 0xc00800
57354.200118 18.582238      NaN    47    29 o    0   1.42 7.01028 -4.55466  1427.59  7247.59  4.01 3.69 -79.4 -0.435    18.49 19.98 02a57354o0046o 0xc00900
57354.295677 17.732831      NaN    77    72 o    0   1.06 7.01028 -4.55466  4097.10  1293.02  4.23 3.52 -18.6 -0.505    17.98 18.76 02a57354o0196o 0xc00800
57354.303956 17.927085      NaN    26    73 o    0   1.07 7.01028 -4.55466  4098.32  1295.20  4.34 3.54 -17.3 -0.510    17.90 18.64 02a57354o0209o 0xc00800
57354.312253 17.386737      NaN     7   132 o    0   1.17 7.01028 -4.55466  4098.15  1295.64  4.19 3.47 -20.3 -0.534    17.25 17.67 02a57354o0222o 0xc00800
57354.320549 16.791918      NaN   178   173 o    0   1.02 7.01028 -4.55466  4098.07  1295.45  4.35 3.51 -17.4 -0.512    16.96 17.44 02a57354o0235o 0xc00802
57356.318635 19.169763      NaN  -106    26 o    0  10.87 7.01028 -4.55466  4095.98  1295.75  4.64 3.76 -17.6 -0.458    19.11 20.75 02a57356o0147o 0xc00801
57356.326989 18.921935      NaN     8    30 o    0   1.28 7.01028 -4.55466  4095.31  1296.90  4.65 3.76 -17.5 -0.460    19.00 20.54 02a57356o0160o 0xc00800
57356.335221 19.089302      NaN   -86    28 o    0   7.88 7.01028 -4.55466  4095.27  1297.59  4.66 3.79 -17.8 -0.458    18.92 20.40 02a57356o0173o 0xc00800
57356.343460 19.089302      NaN   -23    28 o    0   2.13 7.01028 -4.55466  4096.44  1297.90  4.83 3.94 -17.9 -0.440    18.84 20.31 02a57356o0186o 0xc00800
57357.184279 16.066951      NaN  -152   453 o    0   1.65 7.01028 -4.55466  6737.97  7252.89  4.00 3.50  80.8 -0.511    17.11 16.88 02a57357o0020o 0xc00802
57357.184922 16.266343      NaN   -39   377 o    0   1.51 7.01028 -4.55466  6738.09  7252.47  4.00 3.55  75.4 -0.505    17.19 17.05 02a57357o0021o 0xc00802
