Nested Sampling Global Log-Evidence           :   -0.143435668719471963E+02  +/-    0.406839641555735876E+00
Nested Importance Sampling Global Log-Evidence:   -0.189881538966610712E+02  +/-    0.865493286637165210E-01

Dim No.       Mean        Sigma
   1    0.862340327302218573E-01    0.306117430966400920E-01
   2   -0.261969551627690400E+02    0.254623134180243005E+01
   3    0.887354589125208260E+00    0.143054672629366109E+00
   4    0.123427026224430536E+01    0.272776887160320225E+00
   5    0.887040536838193047E-02    0.367030428417022912E-02
   6    0.222728445843343170E+01    0.330236776498727541E-01
   7   -0.176593051459778572E+01    0.418871541155138138E+00
   8   -0.488037465932250267E-01    0.399139618350411660E-01
   9   -0.313552871595115246E+01    0.341357848000291364E+01
  10   -0.151653198896022245E+00    0.151999466889311735E+00
  11   -0.740606323080826578E-01    0.159545476006033998E+00
  12   -0.265828865100079248E+00    0.214368080297886010E+00
  13   -0.261556989331498346E+00    0.724420319647094274E-01
  14   -0.106002126997887181E+01    0.519785053894060295E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.113206506102397200E+00
   2   -0.242149672707218926E+02
   3    0.982198927880795658E+00
   4    0.164995986952764162E+01
   5    0.920571802036524063E-02
   6    0.225032898704541351E+01
   7   -0.813508455742793624E+00
   8   -0.896927810592256236E-01
   9   -0.208297332369924248E+01
  10   -0.290761815960028480E+00
  11   -0.212213027600264253E+00
  12   -0.269395431341931668E+00
  13   -0.362307343768855761E+00
  14   -0.100949785841479356E+01

MAP Parameters
Dim No.        Parameter
   1    0.113206506102397200E+00
   2   -0.242149672707218926E+02
   3    0.982198927880795658E+00
   4    0.164995986952764162E+01
   5    0.920571802036524063E-02
   6    0.225032898704541351E+01
   7   -0.813508455742793624E+00
   8   -0.896927810592256236E-01
   9   -0.208297332369924248E+01
  10   -0.290761815960028480E+00
  11   -0.212213027600264253E+00
  12   -0.269395431341931668E+00
  13   -0.362307343768855761E+00
  14   -0.100949785841479356E+01
