         MJD         m       dm  uJy  duJy F  err  chi/N        RA     Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs     Mask
57399.513689 18.910912      NaN   -8    33 c    0   1.13 153.44378 -0.9153  8795.30  2455.51 3.83 3.55  27.8 -0.423    19.64 21.60 02a57399o0516c 0xc00800
57399.529987 18.566153      NaN   49    29 c    0   1.13 153.44378 -0.9153  8484.52  1858.48 3.93 3.62  28.0 -0.436    19.66 21.65 02a57399o0540c 0xc00800
57399.554731 19.652575      NaN    8    14 c    0   1.93 153.44378 -0.9153  1216.36  7427.74 3.90 3.65 -65.6 -0.428    19.68 21.67 02a57399o0577c 0xc00800
57399.571426 19.719755      NaN    2    15 c    0   1.64 153.44378 -0.9153   933.20  9191.55 3.94 3.82 -70.9 -0.416    19.68 21.69 02a57399o0602c 0xc00800
57421.576120 19.419021      NaN   14    16 c    0   1.25 153.44378 -0.9153  1359.62  8707.68 3.77 3.74 -67.6 -0.425    19.46 21.27 02a57421o0631c 0xc00800
57421.599889 19.766969      NaN   -8    15 c    0   1.91 153.44378 -0.9153  1070.88  8124.10 3.94 3.77 -65.9 -0.426    19.35 21.10 02a57421o0670c 0xc00800
57421.623560 19.401649      NaN  -34    21 c    0   0.89 153.44378 -0.9153  2248.25  7541.20 4.05 3.80 -69.6 -0.393    19.22 20.99 02a57421o0709c 0xc00900
57421.644266 19.401649      NaN  -67    21 c    0   1.19 153.44378 -0.9153  2176.76  7501.27 4.06 3.80 -66.7 -0.400    19.10 20.82 02a57421o0743c 0xc00900
57422.572768 19.115465      NaN   28    18 c    0   1.24 153.44378 -0.9153  1142.33  8766.46 4.30 3.90 -63.5 -0.403    19.49 21.48 02a57422o0625c 0xc00800
57422.596421 19.510313      NaN  -30    19 c    0   1.54 153.44378 -0.9153   855.35  8182.28 4.16 3.73 -63.8 -0.421    19.43 21.32 02a57422o0664c 0xc00900
57422.620098 19.454622      NaN  -49    20 c    0   1.16 153.44378 -0.9153  2034.89  7598.85 4.27 3.87 -64.3 -0.405    19.24 21.14 02a57422o0703c 0xc00900
57422.641330 19.454622      NaN  -27    20 c    0   1.25 153.44378 -0.9153  2178.52  7501.46 4.25 3.87 -61.9 -0.397    19.14 20.95 02a57422o0738c 0xc00900
57428.561629 19.419021      NaN   14    16 c    0   1.17 153.44378 -0.9153  1356.81  8775.80 3.97 3.64 -59.5 -0.427    19.65 21.64 02a57428o0593c 0xc00800
57428.585491 19.631075      NaN  -36    17 c    0   1.11 153.44378 -0.9153  1105.25  8194.26 4.09 3.64 -59.4 -0.440    19.62 21.61 02a57428o0632c 0xc00900
57428.609387 19.631075      NaN  -47    17 c    0   1.11 153.44378 -0.9153  2317.70  7610.83 3.98 3.59 -60.4 -0.431    19.53 21.50 02a57428o0671c 0xc00800
