Nested Sampling Global Log-Evidence           :   -0.314430136867785981E+00  +/-                         NaN
Nested Importance Sampling Global Log-Evidence:   -0.919892227249247907E+00  +/-    0.890934863747982198E-01

Dim No.       Mean        Sigma
   1    0.776194748371429877E-01    0.119217041008293028E-02
   2   -0.102019300088962090E+02    0.106319091151431372E+00
   3    0.709200315716883911E+00    0.957990232483383122E-02
   4    0.155096355280145759E+01    0.258087910918169657E-02
   5    0.988193457053879176E-02    0.241446647490452915E-03
   6    0.138659830575293741E+01    0.337194981328339154E-02
   7   -0.180052965092342965E+01    0.457046315989873483E-01
   8   -0.396198327204547937E-01    0.181590495557066786E-02
   9   -0.352744437620366247E+01    0.188765951748302047E+00
  10   -0.141481446347920314E+00    0.753406954020839365E-02
  11    0.161158514259682369E-01    0.183404618963324008E-02
  12   -0.138144850115102302E+00    0.143512246606611882E-01
  13   -0.145380250093470442E+00    0.341429845201367092E-02
  14   -0.110514665224252528E+01    0.904741230764987379E-02

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.801666168373803278E-01
   2   -0.101993585833066280E+02
   3    0.714448142257542163E+00
   4    0.155165817796677019E+01
   5    0.985064003014904897E-02
   6    0.138703429198856099E+01
   7   -0.189678856651006100E+01
   8   -0.383854970425016248E-01
   9   -0.361883820411516322E+01
  10   -0.135912205574342415E+00
  11    0.190626199642687545E-01
  12   -0.134510021420725601E+00
  13   -0.144029557788926010E+00
  14   -0.109851295862599763E+01

MAP Parameters
Dim No.        Parameter
   1    0.757716102397576474E-01
   2   -0.103295250748412144E+02
   3    0.707494136868209056E+00
   4    0.154825023820139718E+01
   5    0.101411633949977289E-01
   6    0.138779978975588780E+01
   7   -0.172552047759153426E+01
   8   -0.412461843250415128E-01
   9   -0.349734462976116234E+01
  10   -0.151633808052844266E+00
  11    0.134254871818897219E-01
  12   -0.137111328864297999E+00
  13   -0.144953473259769205E+00
  14   -0.110484504022571484E+01
