         MJD         m       dm    uJy  duJy F  err  chi/N        RA      Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs     Mask  uJy_offset
57396.558586 19.696897      NaN   -5.0    16 c    0   0.95 192.34112 48.00286  1904.38  4719.74 4.30 3.80 -33.1 -0.410    19.60 21.66 02a57396o0559c 0xc00800        -2.0
57396.578172 19.491430      NaN    8.0    16 c    0   0.85 192.34112 48.00286  1592.37  4128.47 4.29 3.67 -38.1 -0.418    19.67 21.69 02a57396o0591c 0xc00800        -2.0
57396.592221 19.569016      NaN    7.0    15 c    0   1.01 192.34112 48.00286  2441.16  5324.26 4.01 3.68 -50.9 -0.399    19.66 21.69 02a57396o0614c 0xc00800        -2.0
57396.606288 19.631075      NaN    1.0    16 c    0   0.74 192.34112 48.00286  2705.44  3586.25 4.09 3.64 -33.5 -0.415    19.67 21.65 02a57396o0637c 0xc00900        -2.0
57424.564304 19.384550      NaN   20.0    14 c    0   1.16 192.34112 48.00286  2404.51  4074.52 4.30 3.69 -37.4 -0.411    19.74 21.83 02a57424o0585c 0xc00800        -2.0
57424.581120 19.589310      NaN    9.0    14 c    0   0.97 192.34112 48.00286  2677.78  4657.57 4.04 3.68 -40.6 -0.408    19.74 21.85 02a57424o0609c 0xc00800        -2.0
57424.594910 19.696897      NaN    4.0    14 c    0   1.07 192.34112 48.00286  8972.27  5284.15 3.92 3.52  75.2 -0.425    19.70 21.81 02a57424o0628c 0xc00800        -2.0
57424.618704 19.569016      NaN   10.0    14 c    0   1.19 192.34112 48.00286  9065.89  5200.40 3.94 3.54  74.5 -0.431    19.69 21.80 02a57424o0663c 0xc00800        -2.0
57448.505300 19.631075      NaN  -19.0    17 c    0   1.45 192.34112 48.00286  2077.13  4266.47 4.01 3.60 -34.7 -0.428    19.31 20.92 02a57448o0429c 0xc00800        -2.0
57448.524698 19.510313      NaN  -10.0    19 c    0   1.09 192.34112 48.00286  2369.19  4861.19 4.13 3.70 -26.9 -0.414    19.23 20.86 02a57448o0464c 0xc00800        -2.0
57448.550287 19.318728      NaN   12.0    18 c    0   1.07 192.34112 48.00286  9451.19  5299.56 4.16 3.60  76.3 -0.436    19.17 20.79 02a57448o0509c 0xc00800        -2.0
57448.572228 19.256669      NaN  -33.0    24 c    0   1.18 192.34112 48.00286  9208.42  5385.32 4.61 4.16  76.8 -0.398    18.83 20.54 02a57448o0548c 0xc00800        -2.0
57449.500199 19.631075      NaN  -34.0    17 c    0   0.89 192.34112 48.00286  2324.48  4235.76 4.01 3.61 -31.7 -0.427    19.54 21.37 02a57449o0583c 0xc00800        -2.0
57449.518890 19.491430      NaN    2.0    18 c    0   0.79 192.34112 48.00286  2616.28  4829.29 3.92 3.59 -37.2 -0.413    19.46 21.24 02a57449o0616c 0xc00800        -2.0
57449.543408 19.631075      NaN   -9.0    17 c    0   0.75 192.34112 48.00286  9206.22  5328.43 3.92 3.32  77.7 -0.448    19.41 21.13 02a57449o0660c 0xc00800        -2.0
57449.551110 19.367717      NaN   15.0    16 c    0   1.05 192.34112 48.00286  9214.73  5382.08 3.87 3.29  79.6 -0.455    19.41 21.11 02a57449o0674c 0xc00900        -2.0
57458.483080 19.766969      NaN   -4.0    15 c    0   0.92 192.34112 48.00286  2398.95  4084.31 4.31 3.79 -29.2 -0.404    19.67 21.79 02a57458o0558c 0xc00800        -2.0
57458.495675 19.841877      NaN  -15.0    14 c    0   1.07 192.34112 48.00286  2705.28  4676.48 4.22 3.79 -31.5 -0.398    19.66 21.78 02a57458o0580c 0xc00900        -2.0
57458.519181 19.766969      NaN   -7.0    15 c    0   1.08 192.34112 48.00286  9111.15  5477.12 4.16 3.62  77.1 -0.419    19.61 21.69 02a57458o0623c 0xc00800        -2.0
57458.544693 19.766969      NaN   -4.0    15 c    0   0.91 192.34112 48.00286  9199.62  5383.78 4.09 3.52  77.7 -0.428    19.63 21.66 02a57458o0667c 0xc00900        -2.0
57488.411489 19.271854      NaN   27.0    14 c    0   1.36 192.34112 48.00286  8087.78  6498.63 4.02 3.41  83.2 -0.445    19.61 21.60 02a57488o0344c 0xc00900        -2.0
57488.417389 19.696897      NaN    1.0    15 c    0   0.93 192.34112 48.00286  7798.13  5908.74 3.96 3.46  83.5 -0.440    19.60 21.61 02a57488o0355c 0xc00800        -2.0
57488.439115 19.696897      NaN   -6.0    16 c    0   0.88 192.34112 48.00286  8947.14  5361.14 4.12 3.47  78.8 -0.452    19.61 21.64 02a57488o0396c 0xc00800        -2.0
57488.450662 19.549093      NaN    5.0    16 c    0   1.04 192.34112 48.00286  9186.63  5377.45 4.14 3.51  77.3 -0.451    19.58 21.58 02a57488o0416c 0xc00800        -2.0
