Nested Sampling Global Log-Evidence           :   -0.482030458048712660E+02  +/-    0.703375005695345834E+00
Nested Importance Sampling Global Log-Evidence:   -0.538540278532688390E+02  +/-    0.318220714454442791E-01

Dim No.       Mean        Sigma
   1    0.145780094279784556E+00    0.123588131814699621E-01
   2   -0.199142243275418060E+02    0.877019459614220231E+00
   3    0.885397344140011366E+00    0.384745234100897712E-01
   4    0.174956771891629348E+01    0.664461377364155698E-01
   5    0.136200446451747136E-01    0.514464297189661836E-03
   6    0.124626986822279329E+01    0.528522705519667013E-01
   7   -0.170125072756713092E+01    0.454318116701074082E+00
   8    0.121600770676648165E-01    0.144877561434258832E-01
   9   -0.130955281390746925E+01    0.150628772750582773E+01
  10   -0.308412641801598053E+00    0.582910327090516781E-01
  11    0.243777264957134969E-01    0.750242162065662549E-01
  12    0.140578425463185643E-01    0.200061418631052729E-01
  13   -0.233943449676997900E+00    0.703672528168762107E-01
  14   -0.106429328766636377E+01    0.592698794856185429E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.171130046556928650E+00
   2   -0.184490636665130836E+02
   3    0.947364321549381883E+00
   4    0.167027316928517688E+01
   5    0.145670726967942199E-01
   6    0.127896997290359615E+01
   7   -0.146863783448739627E+01
   8   -0.701595688747642943E-02
   9   -0.144877387545688019E+01
  10   -0.333546000059829373E+00
  11    0.933848196028478628E-01
  12   -0.436084525409635715E-03
  13   -0.267242039197231440E+00
  14   -0.100651149620925828E+01

MAP Parameters
Dim No.        Parameter
   1    0.171130046556928650E+00
   2   -0.184490636665130836E+02
   3    0.947364321549381883E+00
   4    0.167027316928517688E+01
   5    0.145670726967942199E-01
   6    0.127896997290359615E+01
   7   -0.146863783448739627E+01
   8   -0.701595688747642943E-02
   9   -0.144877387545688019E+01
  10   -0.333546000059829373E+00
  11    0.933848196028478628E-01
  12   -0.436084525409635715E-03
  13   -0.267242039197231440E+00
  14   -0.100651149620925828E+01
