Nested Sampling Global Log-Evidence           :   -0.272572757485247230E+02  +/-    0.441760006984273701E+00
Nested Importance Sampling Global Log-Evidence:   -0.325604973894135270E+02  +/-    0.396579218357504190E-01

Dim No.       Mean        Sigma
   1    0.146299742808453953E+00    0.247626922195323500E-01
   2   -0.278670373980575228E+02    0.437409915839554664E+01
   3    0.133658980126626381E+01    0.577974206594970216E-01
   4    0.111380295338668556E+01    0.335855521453346684E+00
   5    0.108645506987243429E-01    0.348075633864301792E-02
   6    0.163047870877613921E+01    0.109076233102610581E+00
   7   -0.165090883553944745E+01    0.404201755205795543E+00
   8   -0.196331772348966038E+00    0.424323647493324296E-01
   9   -0.448189808341794915E+01    0.311061360602129300E+01
  10   -0.113544299991947012E+00    0.967351718497032470E-01
  11   -0.114674078859776665E+00    0.146396036213708225E+00
  12   -0.254505298897773902E+00    0.247899534414933953E+00
  13   -0.286065902171525499E+00    0.140706816746746510E+00
  14   -0.106523603091804442E+01    0.541395561154303304E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.187222663802910139E+00
   2   -0.262817603077476463E+02
   3    0.129858633647280253E+01
   4    0.101027147793962868E+01
   5    0.128768178040881680E-01
   6    0.163072496268799227E+01
   7   -0.162586824759713267E+01
   8   -0.247453315626231907E+00
   9   -0.953841664335347694E+01
  10   -0.243654716118441306E+00
  11    0.150969269059281416E-01
  12    0.248709712190690740E+00
  13   -0.936785962092637342E-01
  14   -0.100737872340767765E+01

MAP Parameters
Dim No.        Parameter
   1    0.187222663802910139E+00
   2   -0.262817603077476463E+02
   3    0.129858633647280253E+01
   4    0.101027147793962868E+01
   5    0.128768178040881680E-01
   6    0.163072496268799227E+01
   7   -0.162586824759713267E+01
   8   -0.247453315626231907E+00
   9   -0.953841664335347694E+01
  10   -0.243654716118441306E+00
  11    0.150969269059281416E-01
  12    0.248709712190690740E+00
  13   -0.936785962092637342E-01
  14   -0.100737872340767765E+01
