Nested Sampling Global Log-Evidence           :   -0.933460708185482559E+02  +/-    0.577999972676405238E+00
Nested Importance Sampling Global Log-Evidence:   -0.986608925324173214E+02  +/-    0.307315256916832931E-01

Dim No.       Mean        Sigma
   1   -0.378215820413906967E-02    0.255837138238964763E-01
   2   -0.226813333955665790E+02    0.120514261768613617E+01
   3    0.846503891113252194E+00    0.679018294055739741E-01
   4    0.149015329658815565E+01    0.430795317177842599E-01
   5    0.356983029057632035E-02    0.223057535868837658E-02
   6    0.118323058100170964E+01    0.164951032364899802E+00
   7   -0.169559662853484272E+01    0.436989042030015873E+00
   8   -0.952055720285673451E-01    0.221274323028101509E-01
   9   -0.200841626283600361E+01    0.117606209016017793E+01
  10   -0.283497570278479660E+00    0.102123868001654516E+00
  11    0.136752772488238528E+00    0.431477701159380111E-01
  12   -0.341171079206199879E+00    0.221568785047715433E+00
  13    0.268214921717909675E-02    0.151143076551434496E+00
  14   -0.106168201726559630E+01    0.592331292270867130E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1   -0.397123466419360277E-01
   2   -0.229671947761308886E+02
   3    0.899233341711755396E+00
   4    0.146502637986665074E+01
   5    0.516474377697077880E-04
   6    0.129074124481312924E+01
   7   -0.114439687388070110E+01
   8   -0.739229549038110528E-01
   9   -0.196151714929779075E+01
  10   -0.367418973952205186E+00
  11    0.178822085713258555E+00
  12   -0.190941731344008936E+00
  13   -0.205621446741841435E+00
  14   -0.100617274512805621E+01

MAP Parameters
Dim No.        Parameter
   1   -0.397123466419360277E-01
   2   -0.229671947761308886E+02
   3    0.899233341711755396E+00
   4    0.146502637986665074E+01
   5    0.516474377697077880E-04
   6    0.129074124481312924E+01
   7   -0.114439687388070110E+01
   8   -0.739229549038110528E-01
   9   -0.196151714929779075E+01
  10   -0.367418973952205186E+00
  11    0.178822085713258555E+00
  12   -0.190941731344008936E+00
  13   -0.205621446741841435E+00
  14   -0.100617274512805621E+01
