Nested Sampling Global Log-Evidence           :   -0.205571923883245518E+02  +/-    0.372874062066956113E+00
Nested Importance Sampling Global Log-Evidence:   -0.257120809854332641E+02  +/-    0.370606485694971455E-01

Dim No.       Mean        Sigma
   1    0.570080386063972835E-01    0.313197960067077633E-01
   2   -0.118124476686024753E+02    0.178032665061519269E+01
   3    0.800404536693282820E+00    0.936497835734863143E-01
   4    0.132348559940339183E+01    0.303980151391371023E+00
   5    0.129845182490449032E-01    0.431589933249189837E-02
   6    0.156463297839830573E+01    0.217756518600502907E+00
   7   -0.166120035828918589E+01    0.413446301821511764E+00
   8   -0.555184081918475986E-01    0.490641813176742117E-01
   9   -0.246383629770037249E+01    0.196820750252507248E+01
  10   -0.592029546801289552E-01    0.100908182482731354E+00
  11   -0.221332630082026870E-02    0.141560428922337944E+00
  12   -0.145930418774467802E+00    0.184460297805162377E+00
  13   -0.677815416225764217E-01    0.199860520940577241E+00
  14   -0.104767867107312473E+01    0.422591929515312090E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.447942134650259824E-01
   2   -0.127549877358495927E+02
   3    0.714956298375960864E+00
   4    0.123125219369508265E+01
   5    0.121133859086594159E-01
   6    0.134077788991444713E+01
   7   -0.152387347028099240E+01
   8   -0.937362937561839332E-01
   9   -0.186209137893899257E+01
  10   -0.343958413051689282E-01
  11    0.160997576925725888E+00
  12   -0.275885406057903571E+00
  13    0.161725218291883299E+00
  14   -0.113381162931750712E+01

MAP Parameters
Dim No.        Parameter
   1    0.447942134650259824E-01
   2   -0.127549877358495927E+02
   3    0.714956298375960864E+00
   4    0.123125219369508265E+01
   5    0.121133859086594159E-01
   6    0.134077788991444713E+01
   7   -0.152387347028099240E+01
   8   -0.937362937561839332E-01
   9   -0.186209137893899257E+01
  10   -0.343958413051689282E-01
  11    0.160997576925725888E+00
  12   -0.275885406057903571E+00
  13    0.161725218291883299E+00
  14   -0.113381162931750712E+01
