Nested Sampling Global Log-Evidence           :   -0.382970600655672513E+02  +/-    0.487409266738815072E+00
Nested Importance Sampling Global Log-Evidence:   -0.431544867634112208E+02  +/-    0.370121607587223234E-01

Dim No.       Mean        Sigma
   1    0.848021438219648122E-01    0.397018065651574964E-01
   2   -0.193379656719889397E+02    0.450877621680147200E+01
   3    0.112397184583899112E+01    0.155681887488528098E+00
   4    0.163921547692325054E+01    0.597255622106382528E-01
   5    0.122163516613788027E-01    0.186655474036417327E-02
   6    0.821081089124425234E+00    0.180840054088880792E+00
   7   -0.167096057412973154E+01    0.408921988995457120E+00
   8   -0.147272242671094150E+00    0.473466068233372520E-01
   9   -0.263865079238218048E+01    0.375190051932484625E+01
  10   -0.121524520792322621E+00    0.168543017202454792E+00
  11    0.315638521069477249E-01    0.540975859413161952E-01
  12   -0.136154834073719644E+00    0.839321630693661141E-01
  13   -0.233869377249201864E-01    0.184179777859911298E+00
  14   -0.106064801541971510E+01    0.530719778985257393E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.533361077242323206E-01
   2   -0.226445351362552643E+02
   3    0.922961260231529690E+00
   4    0.168501992345596574E+01
   5    0.109928728164858467E-01
   6    0.481729297573751269E+00
   7   -0.153775240579913874E+01
   8   -0.130289962681547272E+00
   9   -0.192788926141508377E+01
  10    0.246917868566706583E+00
  11   -0.111166063994167369E-01
  12   -0.134779438134722651E+00
  13    0.530532727792081049E+00
  14   -0.104302576693021232E+01

MAP Parameters
Dim No.        Parameter
   1    0.533361077242323206E-01
   2   -0.226445351362552643E+02
   3    0.922961260231529690E+00
   4    0.168501992345596574E+01
   5    0.109928728164858467E-01
   6    0.481729297573751269E+00
   7   -0.153775240579913874E+01
   8   -0.130289962681547272E+00
   9   -0.192788926141508377E+01
  10    0.246917868566706583E+00
  11   -0.111166063994167369E-01
  12   -0.134779438134722651E+00
  13    0.530532727792081049E+00
  14   -0.104302576693021232E+01
