Nested Sampling Global Log-Evidence           :   -0.526854849162501893E+01  +/-    0.169504131478704079E+00
Nested Importance Sampling Global Log-Evidence:   -0.993806229729858082E+01  +/-    0.979464531953546519E-01

Dim No.       Mean        Sigma
   1    0.684573306451463498E-01    0.437530555650021760E-01
   2   -0.168910638087276403E+02    0.880891282927931840E+01
   3    0.941434166323830035E+00    0.333436864634370389E+00
   4    0.155315977547671058E+01    0.472271538460853679E+00
   5    0.914299538416294549E-02    0.436289335415502178E-02
   6    0.198623194981651952E+01    0.340553288606721516E+00
   7   -0.174180210865506990E+01    0.443510133459492140E+00
   8   -0.733436971084665962E-01    0.760363802807501321E-01
   9   -0.362475376880777089E+01    0.370215608896702975E+01
  10   -0.153906925338694878E+00    0.156612297187997962E+00
  11   -0.311556256507545884E-01    0.158329114795386111E+00
  12   -0.234811290176518861E+00    0.221931607472774184E+00
  13    0.661202756435073317E-02    0.231865381513275459E+00
  14   -0.106439876409103018E+01    0.537792242926331335E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1   -0.222955618756595503E-01
   2   -0.214478884243930565E+02
   3    0.127564648961497262E+01
   4    0.146815717514442001E+01
   5    0.101411483274075533E-01
   6    0.233108644772949880E+01
   7   -0.176025795677064556E+01
   8   -0.730450761634600376E-01
   9   -0.663795845144609320E+01
  10    0.498865778436849427E-02
  11    0.554641987813418239E-01
  12   -0.341204103495775068E+00
  13    0.401427158578851084E+00
  14   -0.102213491023685843E+01

MAP Parameters
Dim No.        Parameter
   1   -0.222955618756595503E-01
   2   -0.214478884243930565E+02
   3    0.127564648961497262E+01
   4    0.146815717514442001E+01
   5    0.101411483274075533E-01
   6    0.233108644772949880E+01
   7   -0.176025795677064556E+01
   8   -0.730450761634600376E-01
   9   -0.663795845144609320E+01
  10    0.498865778436849427E-02
  11    0.554641987813418239E-01
  12   -0.341204103495775068E+00
  13    0.401427158578851084E+00
  14   -0.102213491023685843E+01
