Nested Sampling Global Log-Evidence           :   -0.733524997022887426E+01  +/-    0.275098368290256468E+00
Nested Importance Sampling Global Log-Evidence:   -0.122538630306349159E+02  +/-    0.620051207419416231E-01

Dim No.       Mean        Sigma
   1    0.808276662340490365E-01    0.355771438819318456E-01
   2   -0.195600748147734294E+02    0.207769876853774926E+01
   3    0.855503449204951361E+00    0.133555860818223848E+00
   4    0.154428961707299650E+01    0.296195549192233509E+00
   5    0.997121821943323591E-02    0.348932927301378974E-02
   6    0.150843404988900454E+01    0.294715505344631257E+00
   7   -0.166009671923331759E+01    0.416884188886358198E+00
   8   -0.488530546246480762E-01    0.433194028322123614E-01
   9   -0.250396916718514184E+01    0.280791163620083628E+01
  10   -0.205583006268650004E+00    0.139247602436801010E+00
  11   -0.336933888788307212E-01    0.137471062075679773E+00
  12   -0.246729790832582507E+00    0.223860973349399084E+00
  13   -0.241190340094740330E+00    0.195511942117261306E+00
  14   -0.106165395769146786E+01    0.510914297947405102E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.450440474669318650E-01
   2   -0.206404903094867436E+02
   3    0.773496497067965194E+00
   4    0.146515654022583175E+01
   5    0.812933721965651904E-02
   6    0.161934286470179867E+01
   7   -0.162401884976498878E+01
   8   -0.458974961122443625E-01
   9   -0.271135357480489958E+01
  10   -0.138327643192821786E+00
  11   -0.887684263244441912E-02
  12   -0.470166788204135044E+00
  13   -0.423864954224365820E-01
  14   -0.114116993211403805E+01

MAP Parameters
Dim No.        Parameter
   1    0.450440474669318650E-01
   2   -0.206404903094867436E+02
   3    0.773496497067965194E+00
   4    0.146515654022583175E+01
   5    0.812933721965651904E-02
   6    0.161934286470179867E+01
   7   -0.162401884976498878E+01
   8   -0.458974961122443625E-01
   9   -0.271135357480489958E+01
  10   -0.138327643192821786E+00
  11   -0.887684263244441912E-02
  12   -0.470166788204135044E+00
  13   -0.423864954224365820E-01
  14   -0.114116993211403805E+01
