          MJD  MJDbin           uJy         duJy         stdev        x2  Nclip  Ngood  Nexcluded     Mask         m       dm
 57232.299952 57232.5         -21.5        258.0           NaN       NaN      0      1          1 0x800000 16.678148      NaN
          NaN 57876.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 57877.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 57878.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
 57879.500182 57879.5      5.124025    11.730196     20.033306   1.00312      0      3          3 0x800000 19.886344      NaN
 57880.484131 57880.5      5.791791     12.33755      41.11265  2.726171      0      4          4 0x800000 19.821278      NaN
          NaN 57881.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
 57882.459393 57882.5     18.884778     9.939765      5.737305  0.078127      0      4          4 0x800000 19.681087      NaN
 57883.487369 57883.5     -6.338666    27.161679     12.020815  0.097339      0      2          2 0x800000 19.122305      NaN
 57884.469227 57884.5      4.817547      11.9556     32.321304  1.863134      0      4          4 0x800000 19.876432      NaN
          NaN 57885.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 57886.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
 57887.465741 57887.5     -3.763747     9.809745     19.482898  1.103506      0      4          4 0x800000 20.228053      NaN
          NaN 57888.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 57889.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 57890.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
 57891.452387 57891.5     24.534958     8.277558      6.291529  0.125844      0      4          4 0x800000 19.666394      NaN
 57892.449382 57892.5      7.626831      6.56204     21.275965  2.676413      0      4          4 0x800000 20.309078      NaN
          NaN 57893.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 57894.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
 57895.443585 57895.5      8.654905     8.150651     16.070159  1.181939      0      4          4 0x800000 20.100205      NaN
 57896.432136 57896.5     10.246505     9.271225     71.130748  0.946606      0      4          4 0x800000 19.948823      NaN
          NaN 57897.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 57898.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
 57899.427022 57899.5     16.799534     6.272954     14.271183  1.306197      0      4          4 0x800000 20.020814      NaN
 57900.424599 57900.5      3.685911       7.5441     25.747168  2.928399      0      4          4 0x800000 20.349359      NaN
          NaN 57901.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 57902.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
 57903.420515 57903.5     21.726833     7.461098      1.154701   0.00852      1      3          4 0x800000 19.788654      NaN
  57904.42352 57904.5    -38.435551    10.943058      1.414214  0.008316      1      2          3 0x800000 20.109350      NaN
          NaN 57905.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
 57906.478417 57906.5          18.5         13.0           NaN       NaN      0      1          1 0x800000 19.500830      NaN
 57907.405327 57907.5      3.040389     7.689364     16.145175  1.153911      0      4          4 0x800000 20.358046      NaN
 57908.403412 57908.5   -125.452964   231.536144    181.020027  0.152999      0      4          4 0x800000 16.795650      NaN
          NaN 57909.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
 57910.429218 57910.5     37.426347     7.591662     26.243094  2.242755      0      5          5 0x800000 19.967056 0.220234
 57911.396177 57911.5      3.251502    11.438473     24.906492  1.287783      0      4          4 0x800000 19.962986      NaN
 57912.404973 57912.5     21.654725    18.115575     34.596483  0.741075      0      4          4 0x800000 19.197945      NaN
          NaN 57913.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
  57914.40363 57914.5     24.222787     9.243685     13.509256  0.425519      0      5          5 0x800000 19.610956      NaN
 57915.400358 57915.5      1.635124    10.531015     23.466288  1.272239      0      4          4 0x800000 20.096234      NaN
 57916.364121 57916.5     -2.170478     7.737911     21.868928  1.998221      0      4          4 0x800000 20.485638      NaN
          NaN 57917.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 57918.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 57919.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 57920.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 57921.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
 57922.388654 57922.5     41.759444   104.320005    279.825392  0.232542      0      4          4 0x800000 17.525287      NaN
          NaN 57923.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 57924.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
 57925.388619 57925.5       2.38009     5.232166      4.654747  0.196106      0      4          4 0x800000 20.757209      NaN
          NaN 57926.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
 57927.379496 57927.5      4.130989     4.058055      9.215024  1.290034      0      4          4 0x800000 20.869188      NaN
          NaN 57928.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
 57929.378584 57929.5     12.784024     5.862326     16.317169  1.849195      0      4          4 0x800000 20.193852      NaN
          NaN 57930.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 57931.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 57932.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
 57933.368542 57933.5     13.035452      6.52698      5.859465  0.279951      1      3          4 0x800000 20.116410      NaN
          NaN 57934.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 57935.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 57936.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
 57937.349775 57937.5       7.93909     9.078152     21.960191   1.60037      0      4          4 0x800000 20.034460      NaN
          NaN 57938.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
 57939.365225 57939.5         -16.5         19.0           NaN       NaN      0      1          1 0x800000 19.510313      NaN
          NaN 57940.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
 57941.338816 57941.5     40.608785    11.318482     25.289985  1.222231      0      4          4 0x800000 19.878450 0.302616
          NaN 57942.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
 57943.306593 57943.5     57.320486    42.865595     94.752309  0.472079      1      2          3 0x800000 18.226701      NaN
          NaN 57944.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
 57945.304294 57945.5      -3.07405    10.360213     21.633308  1.489307      0      3          3 0x800000 20.168775      NaN
          NaN 57946.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 57947.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 57948.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
 57949.302472 57949.5      18.48195     6.471061     19.737865  2.546588      0      4          4 0x800000 19.953541      NaN
          NaN 57950.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 57951.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 57952.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
 57953.299814 57953.5    -19.194538     7.775769     13.124405  0.634908      0      4          4 0x800000 20.480339      NaN
          NaN 57954.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
 57955.287131 57955.5     18.187306     5.668105     11.441882  0.984238      0      4          4 0x800000 20.750579 0.338372
          NaN 57956.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
 57957.281765 57957.5      0.929991     8.575955     22.750458  1.678668      0      4          4 0x800000 20.335437      NaN
          NaN 57958.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
 57959.275446 57959.5     15.954317     4.962396     13.784049  1.434351      0      4          4 0x800000 20.892804 0.337705
          NaN 57960.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 57961.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 57962.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 57963.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 57964.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
 57965.268032 57965.5     17.171659    13.778473     30.148245  0.378925      0      4          4 0x800000 19.481979      NaN
          NaN 57966.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
 57967.268363 57967.5     26.604827     6.163709      8.286535  0.297874      0      4          4 0x800000 20.337599 0.251539
          NaN 57968.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 57969.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 57970.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 57971.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
 57972.260678 57972.5      3.843579     10.02426       8.80814  0.199436      0      4          4 0x800000 20.073977      NaN
          NaN 57973.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
 57974.265434 57974.5     14.966034    10.177978     44.402515  2.825916      0      4          4 0x800000 19.754972      NaN
          NaN 57975.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
 57976.254728 57976.5      0.667731     4.812389     14.753531  2.299814      0      4          4 0x800000 20.952205      NaN
          NaN 57977.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
 57978.261391 57978.5     17.511227     6.838927     17.146428   1.47361      0      4          4 0x800000 19.949741      NaN
          NaN 57979.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
 57980.258649 57980.5      8.038462      5.18901     11.633286  1.355796      0      4          4 0x800000 20.467467      NaN
          NaN 57981.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
 57982.249996 57982.5     16.593882       7.5441      24.34988   2.58682      0      4          4 0x800000 19.916060      NaN
          NaN 57983.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 57984.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 57985.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 57986.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 57987.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 57988.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 57989.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
 57990.241468 57990.5     -21.10177    10.536074      4.242641  0.079646      0      2          2 0x800000 20.150500      NaN
          NaN 57991.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 57992.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 57993.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 57994.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 57995.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
 57996.262117 57996.5     33.729961    13.774989     33.941125  3.027595      0      2          2 0x800000 19.211552      NaN
          NaN 57997.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 57998.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 57999.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58000.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58001.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58002.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58003.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58004.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58005.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58006.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58007.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58008.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58009.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58010.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58011.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58012.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58013.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58014.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58015.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58016.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58017.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58018.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58019.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58020.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58021.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58022.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58023.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58024.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58025.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58026.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58027.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
 58028.216079 58028.5     23.696492    15.119198     66.960187  0.739091      0      7          7 0x800000 19.302027      NaN
          NaN 58029.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58030.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58031.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58032.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58033.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58034.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58035.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58036.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58037.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58038.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58039.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58040.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58041.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58042.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58043.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58044.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58045.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58046.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58047.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58048.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58049.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58050.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58051.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58052.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58053.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58054.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58055.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58056.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58057.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58058.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58059.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58060.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58061.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58062.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58063.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58064.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58065.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58066.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58067.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58068.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58069.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58070.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58071.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58072.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58073.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58074.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58075.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58076.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58077.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58078.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58079.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58080.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58081.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58082.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58083.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58084.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58085.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58086.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58087.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58088.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58089.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58090.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58091.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58092.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58093.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58094.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58095.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58096.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58097.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58098.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58099.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58100.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58101.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58102.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58103.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58104.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58105.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58106.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58107.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58108.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58109.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58110.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58111.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58112.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58113.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58114.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58115.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58116.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58117.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58118.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58119.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
 58120.673445 58120.5         105.5        146.0           NaN       NaN      0      1          1 0x800000 17.062001      NaN
          NaN 58121.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58122.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58123.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58124.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58125.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58126.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58127.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58128.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58129.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58130.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58131.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58132.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58133.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58134.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58135.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58136.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58137.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58138.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58139.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58140.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58141.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58142.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58143.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58144.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58145.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58146.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58147.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58148.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
 58149.529985 58149.5    -14.711302     5.877102     25.268558  2.337848      0      8          8 0x800000 20.784289      NaN
 58150.665891 58150.5    -44.894052     23.77872     50.204581  2.082197      0      2          2 0x800000 19.266726      NaN
          NaN 58151.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58152.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58153.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58154.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58155.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58156.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58157.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58158.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58159.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58160.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58161.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
 58162.654479 58162.5      2.914632     28.80313     68.589358  0.817534      1      2          3 0x800000 19.022579      NaN
          NaN 58163.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58164.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58165.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58166.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58167.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58168.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58169.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58170.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58171.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58172.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58173.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58174.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
          NaN 58175.5           NaN          NaN           NaN       NaN      0      0          0 0x800000       NaN      NaN
