         MJD         m       dm    uJy  duJy F  err  chi/N        RA      Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs     Mask  uJy_offset
57395.619681 19.631075      NaN    1.5    15 c    0   1.24 220.04175 42.77762  4245.90  5052.64 3.67 3.54 -65.1 -0.391    19.62 21.55 02a57395o0646c 0xc00900        -4.5
57395.637437 19.766969      NaN  -12.5    15 c    0   1.42 220.04175 42.77762  3937.39  4470.13 3.73 3.58 -54.5 -0.389    19.63 21.55 02a57395o0673c 0xc00800        -4.5
57395.653393 19.334813      NaN   20.5    14 c    0   2.03 220.04175 42.77762  4779.27  5640.75 3.64 3.47 -84.5 -0.394    19.63 21.53 02a57395o0698c 0xc00800        -4.5
57395.669025 19.302877      NaN    7.5    19 c    0   1.15 220.04175 42.77762  5040.52  3900.67 3.65 3.59 -58.5 -0.391    19.20 20.67 02a57395o0723c 0xc00900        -4.5
57448.547430 19.569016      NaN   -4.5    18 c    0   1.42 220.04175 42.77762  4372.63  4601.46 3.85 3.71 -35.0 -0.397    19.18 20.76 02a57448o0504c 0xc00800        -4.5
57448.569321 19.063754      NaN   24.5    19 c    0   1.28 220.04175 42.77762  4684.28  5182.21 3.95 3.80 -52.2 -0.389    19.15 20.77 02a57448o0543c 0xc00800        -4.5
57448.590200 19.510313      NaN  -20.5    19 c    0   1.30 220.04175 42.77762  3518.82  5751.89 3.92 3.70 -50.7 -0.392    19.21 20.83 02a57448o0581c 0xc00800        -4.5
57448.609734 19.631075      NaN  -12.5    17 c    0   1.50 220.04175 42.77762  3745.99  5661.57 3.73 3.52 -56.4 -0.413    19.25 20.82 02a57448o0616c 0xc00900        -4.5
57449.541312 19.841877      NaN  -16.5    14 c    0   1.91 220.04175 42.77762  4646.03  4551.15 3.66 3.49 -43.8 -0.407    19.42 21.11 02a57449o0656c 0xc00800        -4.5
57449.560966 19.334813      NaN   14.5    16 c    0   1.49 220.04175 42.77762  4927.46  5140.79 3.62 3.47 -62.0 -0.412    19.42 21.10 02a57449o0693c 0xc00800        -4.5
57449.584017 19.631075      NaN  -52.5    17 c    0   1.59 220.04175 42.77762  3762.95  5717.28 3.83 3.61 -36.3 -0.416    19.33 21.05 02a57449o0734c 0xc00800        -4.5
57449.599537 19.436675      NaN    8.5    16 c    0   1.53 220.04175 42.77762  3746.84  5658.45 3.68 3.46 -56.2 -0.415    19.42 21.10 02a57449o0761c 0xc00800        -4.5
57458.532063 19.766969      NaN   -7.5    15 c    0   1.27 220.04175 42.77762  4716.23  4407.56 3.82 3.65 -29.1 -0.393    19.68 21.73 02a57458o0645c 0xc00800        -4.5
57458.540617 19.569016      NaN    4.5    15 c    0   1.04 220.04175 42.77762  5009.01  4986.53 3.71 3.61 -52.2 -0.400    19.70 21.74 02a57458o0660c 0xc00800        -4.5
57458.562287 19.922338      NaN   -7.5    13 c    0   1.61 220.04175 42.77762  3858.23  5562.91 3.79 3.60 -54.5 -0.404    19.70 21.75 02a57458o0699c 0xc00800        -4.5
57458.587192 19.766969      NaN  -37.5    15 c    0   1.11 220.04175 42.77762  3756.53  5662.33 3.74 3.57 -56.1 -0.396    19.72 21.75 02a57458o0743c 0xc00900        -4.5
57488.447552 19.841877      NaN  -10.5    14 c    0   1.59 220.04175 42.77762  4845.97  4489.92 3.88 3.61 -34.4 -0.422    19.62 21.64 02a57488o0411c 0xc00800        -4.5
