Nested Sampling Global Log-Evidence           :   -0.130373889350971783E+01  +/-    0.179834623119735533E-01
Nested Importance Sampling Global Log-Evidence:   -0.229496150342065208E+01  +/-    0.131009276201056679E+00

Dim No.       Mean        Sigma
   1    0.857783561352163937E-01    0.156337703986767287E-01
   2   -0.871980558501692826E+01    0.167370598500566903E+01
   3    0.860308023032849922E+00    0.848072035945708069E-01
   4    0.158510178323361983E+01    0.156677273207565443E+00
   5    0.963168297317200210E-02    0.112182298918550496E-02
   6    0.165554425988351661E+01    0.219487717861227755E+00
   7   -0.185243244908857307E+01    0.107430307965933947E+00
   8   -0.131565773398521768E+00    0.103047819948762637E-01
   9   -0.195339210239921568E+00    0.141881621314221928E+01
  10   -0.180359361295597265E+00    0.596326040842487595E-01
  11    0.163681817244099859E-01    0.810805806892118813E-01
  12   -0.198620892972824037E+00    0.710784477698884337E-01
  13   -0.140448346681645353E+00    0.109005006151540504E+00
  14   -0.108216982337192125E+01    0.224454515971918150E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.957927855464727751E-01
   2   -0.650823913349990502E+01
   3    0.782971406926588287E+00
   4    0.148575653782244044E+01
   5    0.928896823142574303E-02
   6    0.167419075857127142E+01
   7   -0.186198274425660593E+01
   8   -0.117926641365725018E+00
   9   -0.166697654920618943E+00
  10   -0.208993759921162259E+00
  11    0.465229248141330320E-01
  12   -0.161738880597979390E+00
  13   -0.134107918089741207E+00
  14   -0.105703180346248682E+01

MAP Parameters
Dim No.        Parameter
   1    0.598923668320634206E-01
   2   -0.659358405578255091E+01
   3    0.739771538875127366E+00
   4    0.192487272046424751E+01
   5    0.929094556913390851E-02
   6    0.167640167761575243E+01
   7   -0.186970858347409297E+01
   8   -0.145397191577764345E+00
   9    0.349178402390649678E+00
  10   -0.120416366030875091E+00
  11    0.251998078044395502E+00
  12   -0.342748859740976242E+00
  13   -0.179904390211892196E+00
  14   -0.110408911396551446E+01
