Nested Sampling Global Log-Evidence           :   -0.134104410049213563E+02  +/-    0.372900793223780391E+00
Nested Importance Sampling Global Log-Evidence:   -0.181384795205814733E+02  +/-    0.316294277106873994E-01

Dim No.       Mean        Sigma
   1    0.346314654038158698E-01    0.376175893727658112E-01
   2   -0.157604733215519452E+02    0.806392674923779640E+00
   3    0.181135459547680594E+00    0.173882023410992737E+00
   4    0.159996909579636570E+01    0.400385375313424829E+00
   5    0.930466399399846461E-02    0.358223588144890564E-02
   6    0.152234555973910135E+01    0.379402489028023815E+00
   7   -0.168099161272339725E+01    0.438297506087358124E+00
   8   -0.261961044700726592E-01    0.439714582313140145E-01
   9   -0.123359528346127401E+01    0.851497944879047730E+00
  10   -0.239868751118553436E+00    0.149287896174392670E+00
  11   -0.365104850580419277E-01    0.153143768601976787E+00
  12   -0.192252693098577898E+00    0.189980097700993528E+00
  13   -0.145902157674675209E+00    0.237076701380845356E+00
  14   -0.106156094406771362E+01    0.529309696101997185E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1   -0.156864088285229020E-01
   2   -0.167767533375585778E+02
   3   -0.303694392662328116E-01
   4    0.149326939038468698E+01
   5    0.728334191242943282E-02
   6    0.139620776167509941E+01
   7   -0.182496896314420232E+01
   8    0.138005327667715949E-02
   9   -0.112944743748514931E+00
  10   -0.182338859748557042E+00
  11   -0.982774698118573098E-01
  12   -0.557836049425466718E+00
  13   -0.414255839318666830E+00
  14   -0.117321584014457825E+01

MAP Parameters
Dim No.        Parameter
   1   -0.156864088285229020E-01
   2   -0.167767533375585778E+02
   3   -0.303694392662328116E-01
   4    0.149326939038468698E+01
   5    0.728334191242943282E-02
   6    0.139620776167509941E+01
   7   -0.182496896314420232E+01
   8    0.138005327667715949E-02
   9   -0.112944743748514931E+00
  10   -0.182338859748557042E+00
  11   -0.982774698118573098E-01
  12   -0.557836049425466718E+00
  13   -0.414255839318666830E+00
  14   -0.117321584014457825E+01
