Nested Sampling Global Log-Evidence           :   -0.153192442754086358E+02  +/-    0.433482993153133211E+00
Nested Importance Sampling Global Log-Evidence:   -0.208503137953561080E+02  +/-    0.352608389528924482E-01

Dim No.       Mean        Sigma
   1    0.643043142397786566E-01    0.323724662433987273E-01
   2   -0.143673400200830876E+02    0.938024118370756166E+00
   3    0.321372524059022391E+00    0.147758233692746849E+00
   4    0.111700353015758180E+01    0.126500160612351087E+00
   5    0.102314088332645034E-01    0.398019514081339714E-02
   6    0.136128640043172044E+01    0.648026906693085492E-01
   7   -0.175732592453272485E+01    0.449565193133486751E+00
   8    0.351552063126985004E-01    0.341464231724781381E-01
   9    0.116231350454599669E+01    0.207123422530852741E+01
  10   -0.225247071198780985E+00    0.150819734109509662E+00
  11   -0.102403100075793060E-01    0.115521201360042250E+00
  12   -0.248504392135739938E+00    0.220606394243243409E+00
  13   -0.272390047539727898E+00    0.107847823081762467E+00
  14   -0.106074727540679525E+01    0.526980985395586465E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.103702614136971377E-01
   2   -0.154893093205897383E+02
   3    0.315212896440387025E+00
   4    0.120410231799033740E+01
   5    0.425337470192723843E-02
   6    0.131810310835937128E+01
   7   -0.223257497854601450E+01
   8    0.742028114147992301E-01
   9    0.575184629483319654E+01
  10   -0.264431767871807555E+00
  11   -0.209822765805395550E+00
  12   -0.184070415607036436E+00
  13   -0.250399026723363116E+00
  14   -0.103827332428802044E+01

MAP Parameters
Dim No.        Parameter
   1    0.103702614136971377E-01
   2   -0.154893093205897383E+02
   3    0.315212896440387025E+00
   4    0.120410231799033740E+01
   5    0.425337470192723843E-02
   6    0.131810310835937128E+01
   7   -0.223257497854601450E+01
   8    0.742028114147992301E-01
   9    0.575184629483319654E+01
  10   -0.264431767871807555E+00
  11   -0.209822765805395550E+00
  12   -0.184070415607036436E+00
  13   -0.250399026723363116E+00
  14   -0.103827332428802044E+01
