Nested Sampling Global Log-Evidence           :   -0.956787926742968580E+02  +/-    0.503075535475460245E+00
Nested Importance Sampling Global Log-Evidence:   -0.101116208386062510E+03  +/-    0.369294709554166198E-01

Dim No.       Mean        Sigma
   1    0.122517053515265012E+00    0.336247091824096803E-01
   2   -0.218710678903944853E+02    0.195041656950326758E+01
   3    0.947707978794122052E+00    0.111976358789406538E+00
   4    0.136863666421439967E+01    0.491851516820969031E-01
   5    0.942771128235890543E-02    0.389597361851220592E-02
   6    0.897181123235129330E+00    0.115997848503076109E+00
   7   -0.172019501902482874E+01    0.486784874356084751E+00
   8    0.430260219982298298E-01    0.339659944701844393E-01
   9   -0.160370890114922893E+00    0.195096526370304724E+01
  10   -0.103974551662526754E+00    0.123597578306798017E+00
  11    0.713978008326526525E-01    0.466942002172155354E-01
  12   -0.339493930294219259E+00    0.207816351093923879E+00
  13   -0.198847870298336254E+00    0.146843414504835512E+00
  14   -0.106065326617611810E+01    0.564911462049769511E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.157469706956187450E+00
   2   -0.204503898853445847E+02
   3    0.893645895889368935E+00
   4    0.140213745944168777E+01
   5    0.178810046517566823E-01
   6    0.820293716205010126E+00
   7   -0.115001030820958272E+01
   8    0.377339961473267954E-01
   9    0.937308838568453595E-01
  10   -0.473614340086076502E-01
  11    0.441135610414483612E-01
  12   -0.339224919346181653E+00
  13   -0.297566621716657487E+00
  14   -0.104596968196281037E+01

MAP Parameters
Dim No.        Parameter
   1    0.157469706956187450E+00
   2   -0.204503898853445847E+02
   3    0.893645895889368935E+00
   4    0.140213745944168777E+01
   5    0.178810046517566823E-01
   6    0.820293716205010126E+00
   7   -0.115001030820958272E+01
   8    0.377339961473267954E-01
   9    0.937308838568453595E-01
  10   -0.473614340086076502E-01
  11    0.441135610414483612E-01
  12   -0.339224919346181653E+00
  13   -0.297566621716657487E+00
  14   -0.104596968196281037E+01
