         MJD         m       dm     uJy  duJy F  err    chi/N        RA      Dec        x        y   maj  min   phi  apfit  mag5sig   Sky            Obs     Mask  uJy_offset
57324.593634 14.358568      NaN   -33.0  2185 o    0     0.00 141.77473 24.10747  3960.38 10513.32  5.03 4.01 -60.9 -0.432    18.17 19.34 02a57324o0639o 0xc00802         9.0
57324.609700 14.448667      NaN  -105.0  2011 o    0     0.00 141.77473 24.10747  3962.52 10516.12  4.90 3.82 -60.2 -0.437    18.27 19.41 02a57324o0664o 0xc00802         9.0
57362.576829 19.002397      NaN    31.0    23 o    0     0.75 141.77473 24.10747  4413.22  2532.96  4.03 3.49 -18.9 -0.450    19.09 20.58 02a57362o0543o 0xc00800         9.0
57362.582171 19.302877      NaN   -29.0    23 o    0     1.02 141.77473 24.10747  4115.43  1947.70  4.28 3.47 -15.8 -0.468    19.08 20.58 02a57362o0551o 0xc00900         9.0
57362.596443 19.302877      NaN    -5.0    23 o    0     0.90 141.77473 24.10747  4989.79  3118.03  3.82 3.46 -17.5 -0.442    19.10 20.62 02a57362o0573o 0xc00800         9.0
57362.618352 18.921935      NaN    32.0    25 o    0     1.10 141.77473 24.10747  5288.17  1367.46  4.26 3.48  -8.3 -0.492    19.08 20.58 02a57362o0601o 0xc00800         9.0
57363.557182 19.454622      NaN     6.0    20 o    0     0.86 141.77473 24.10747  4410.34  2533.74  3.94 3.42 -13.8 -0.447    19.33 20.96 02a57363o0487o 0xc00800         9.0
57363.587823 19.401649      NaN   -12.0    21 o    0     1.05 141.77473 24.10747  4120.39  1948.58  4.29 3.55 -19.4 -0.458    19.26 20.90 02a57363o0528o 0xc00800         9.0
57363.601840 19.454622      NaN   -24.0    20 o    0     1.03 141.77473 24.10747  4994.74  3117.45  3.89 3.57 -16.5 -0.434    19.22 20.84 02a57363o0548o 0xc00800         9.0
57363.627195 19.051202      NaN    21.0    25 o    0     0.74 141.77473 24.10747  5292.41  1368.41  4.29 3.50  -8.3 -0.493    19.18 20.73 02a57363o0575o 0xc00800         9.0
57388.620404 18.806434      NaN    49.0    23 o    0     1.17 141.77473 24.10747  6372.29  8180.37  3.53 3.16 -86.4 -0.481    19.02 20.50 02a57388o0677o 0xc00800         9.0
57388.631178 19.155932      NaN    22.0    22 o    0     0.99 141.77473 24.10747  6669.30  8769.58  3.59 3.29 -85.8 -0.470    18.96 20.42 02a57388o0694o 0xc00900         9.0
57388.647562 19.063754      NaN    23.0    24 o    0     1.00 141.77473 24.10747  5800.41  7597.58  3.61 3.25 -83.6 -0.474    18.93 20.36 02a57388o0720o 0xc00800         9.0
57388.663731 19.155932 0.357331    88.0    26 o    0     1.71 141.77473 24.10747  5511.35  9348.37  3.80 3.67 -40.3 -0.444    18.73 20.11 02a57388o0746o 0xc00800         9.0
57415.509919 19.212347      NaN    -8.0    25 o    0     1.28 141.77473 24.10747  5533.22  8840.06  3.41 3.28  85.0 -0.457    18.82 19.97 02a57415o0501o 0xc00900         9.0
57415.518331 19.089302      NaN    18.0    25 o    0     1.06 141.77473 24.10747  5248.65  8255.37  3.47 3.30  86.9 -0.464    18.82 19.99 02a57415o0514o 0xc00800         9.0
57415.541843 19.128787      NaN     3.0    27 o    0     1.04 141.77473 24.10747  6395.56  7681.27  3.39 3.12  86.6 -0.473    18.82 19.95 02a57415o0551o 0xc00800         9.0
57415.557701 19.169763      NaN    -1.0    26 o    0     1.20 141.77473 24.10747  6657.99  7608.42  3.46 3.14 -89.9 -0.466    18.77 19.90 02a57415o0576o 0xc00800         9.0
57442.420077 17.913871      NaN    77.0    60 o    0     0.95 141.77473 24.10747  5591.73  8705.14  3.62 3.32  88.1 -0.491    18.28 19.01 02a57442o0355o 0xc00800         9.0
57442.434563 18.243872      NaN   -57.0    61 o    0     1.09 141.77473 24.10747  5307.03  8120.98  3.61 3.26 -88.5 -0.494    18.28 18.99 02a57442o0380o 0xc00800         9.0
57442.460491 18.649074      NaN   -18.0    42 o    0     1.05 141.77473 24.10747  6450.53  7547.67  3.60 3.14 -89.8 -0.478    18.29 19.03 02a57442o0424o 0xc00900         9.0
57442.471855 18.481707      NaN    -4.0    49 o    0     1.16 141.77473 24.10747  6626.64  7589.78  3.64 3.18 -89.8 -0.481    18.26 18.96 02a57442o0440o 0xc00800         9.0
57443.409195 18.944322      NaN    -6.0    32 o    0     1.07 141.77473 24.10747  5648.07  8938.00  3.62 3.32  87.4 -0.481    18.60 19.63 02a57443o0395o 0xc00800         9.0
57443.424290 18.720295      NaN    28.0    33 o    0     0.96 141.77473 24.10747  5362.77  8374.44  3.61 3.27 -87.6 -0.485    18.59 19.62 02a57443o0419o 0xc00800         9.0
57443.452461 19.051202      NaN   -49.0    29 o    0     1.07 141.77473 24.10747  6510.42  7779.45  3.68 3.12 -86.5 -0.483    18.58 19.62 02a57443o0466o 0xc00800         9.0
57443.466042 18.910912      NaN    21.0    29 o    0     1.61 141.77473 24.10747  6627.43  7587.85  3.70 3.15 -88.5 -0.487    18.55 19.58 02a57443o0483o 0xc00800         9.0
57463.383142 19.302877      NaN   -15.0    23 o    0     1.42 141.77473 24.10747  5978.88  8950.47  3.68 3.16 -89.2 -0.466    18.96 20.49 02a57463o0234o 0xc00800         9.0
57463.398586 19.256669      NaN    -1.0    24 o    0     0.97 141.77473 24.10747  5696.52  8366.89  3.71 3.24 -85.1 -0.468    18.97 20.51 02a57463o0263o 0xc00800         9.0
57463.409397 19.142275      NaN    23.0    22 o    0     1.24 141.77473 24.10747  6846.16  7793.53  3.71 2.99 -88.7 -0.461    18.97 20.45 02a57463o0283o 0xc00800         9.0
57463.429121 19.351140      NaN     1.0    22 o    0     1.45 141.77473 24.10747  6613.67  7582.79  3.65 2.98 -87.5 -0.467    18.96 20.43 02a57463o0320o 0xc00800         9.0
57467.356786 16.620775      NaN  -176.0   272 o    0     1.26 141.77473 24.10747  5836.44  8905.94  3.88 3.23 -88.6 -0.550    17.81 18.44 02a57467o0291o 0xc00802         9.0
57467.383795 16.987693      NaN  -139.0   194 o    0     1.17 141.77473 24.10747  5548.80  8322.78  3.66 3.12 -86.7 -0.562    17.88 18.51 02a57467o0341o 0xc00802         9.0
57467.396993 17.778234      NaN    38.0    84 o    0     1.53 141.77473 24.10747  6696.80  7769.66  3.70 2.90 -89.6 -0.515    17.90 18.51 02a57467o0365o 0xc00800         9.0
57467.417917 17.922662      NaN   -45.0    82 o    0     1.28 141.77473 24.10747  6606.14  7578.54  3.69 2.93 -89.0 -0.502    17.90 18.49 02a57467o0405o 0xc00800         9.0
57471.369029 17.883650      NaN    96.0    56 o    0     1.35 141.77473 24.10747  5471.94  8599.55  3.57 3.18  87.4 -0.497    18.34 19.18 02a57471o0119o 0xc00800         9.0
57471.374955 18.261819      NaN     6.0    60 o    0     0.99 141.77473 24.10747  5172.26  8015.26  3.73 3.12  89.8 -0.470    18.28 19.15 02a57471o0130o 0xc00800         9.0
57471.395928 18.459772      NaN   -27.0    50 o    0     1.24 141.77473 24.10747  6320.12  7442.11  3.74 3.06  87.3 -0.443    18.23 19.06 02a57471o0169o 0xc00900         9.0
57471.409215 15.674913      NaN   723.0   412 o    0     0.75 141.77473 24.10747  6599.91  7580.75  3.94 2.65  78.0 -0.471    17.23 18.33 02a57471o0194o 0xc00802         9.0
57475.359441 19.212347      NaN    -9.0    25 o    0     1.09 141.77473 24.10747  5823.62  8755.82  3.65 3.33 -85.3 -0.471    18.97 20.48 02a57475o0258o 0xc00800         9.0
57475.386961 18.720295      NaN    58.0    23 o    0     1.68 141.77473 24.10747  5521.63  8173.86  3.68 3.22 -86.0 -0.461    18.83 20.24 02a57475o0297o 0xc00800         9.0
57475.415592 18.867907      NaN    19.0    31 o    0     0.87 141.77473 24.10747  6598.71  7586.12  3.75 3.22 -88.1 -0.462    18.78 20.14 02a57475o0342o 0xc00800         9.0
57498.265314 18.158337      NaN   -50.0    66 o    0     1.06 141.77473 24.10747  5978.66  8439.02  3.84 3.54  86.8 -0.489    18.23 19.04 02a57498o0113o 0xc00800         9.0
57498.285726 18.079051      NaN   -13.0    71 o    0     0.93 141.77473 24.10747  5965.19  8407.51  3.76 3.02 -87.7 -0.494    18.25 18.99 02a57498o0154o 0xc00800         9.0
57498.301198 18.174913      NaN   -28.0    65 o    0     1.18 141.77473 24.10747  6018.47  8487.55  3.78 2.98 -89.0 -0.500    18.23 18.95 02a57498o0186o 0xc00800         9.0
57498.319149 18.317510      NaN   -51.0    57 o    0     1.45 141.77473 24.10747  6042.55  8372.71  3.67 3.03 -87.1 -0.497    18.24 18.96 02a57498o0223o 0xc00800         9.0
57500.328535 18.298627      NaN   -52.0    58 o    0     1.51 141.77473 24.10747  5985.37  8450.48  3.82 3.30 -89.4 -0.474    18.24 19.06 02a57500o0222o 0xc00800         9.0
57500.345385 18.079051      NaN   -98.0    71 o    0     1.06 141.77473 24.10747  5968.20  8411.32  3.72 3.13 -87.7 -0.468    18.22 18.98 02a57500o0254o 0xc00800         9.0
57500.363983 17.755295      NaN    83.0    71 o    0     1.19 141.77473 24.10747  6022.85  8488.40  3.70 3.16 -88.3 -0.476    18.19 18.92 02a57500o0289o 0xc00800         9.0
57500.384939 17.703584      NaN    43.0    89 o    0     1.06 141.77473 24.10747  6040.48  8371.43  3.66 3.17  88.2 -0.470    18.11 18.76 02a57500o0327o 0xc00800         9.0
57506.268370 18.990530      NaN    29.0    24 o    0     1.13 141.77473 24.10747  5985.80  8448.53  3.87 3.66  84.9 -0.459    19.01 20.60 02a57506o0100o 0xc00800         9.0
57506.286227 19.197966      NaN    13.0    24 o    0     0.94 141.77473 24.10747  6020.20  8412.46  3.93 3.66 -84.7 -0.457    19.00 20.59 02a57506o0131o 0xc00800         9.0
57506.302230 19.212347      NaN   -19.0    25 o    0     0.79 141.77473 24.10747  5967.95  8394.97  3.79 3.33 -89.7 -0.443    19.01 20.55 02a57506o0162o 0xc00900         9.0
57506.315085 19.351140      NaN    -8.0    22 o    0     1.37 141.77473 24.10747  6040.80  8473.12  3.92 3.52 -86.8 -0.468    18.95 20.50 02a57506o0187o 0xc00800         9.0
57506.325834 18.990530      NaN    26.0    25 o    0     0.91 141.77473 24.10747  5953.55  8491.22  3.91 3.51 -86.2 -0.464    18.94 20.47 02a57506o0208o 0xc00800         9.0
57524.234583 15.471407      NaN  -129.0   784 o    0     0.87 141.77473 24.10747  6974.74  8058.92  4.09 3.87  80.7 -0.475    16.88 16.99 02a57524o0034o 0xc00802         9.0
57524.235551 15.280942      NaN   388.0   808 o    0     1.16 141.77473 24.10747  6957.49  8019.10  4.12 3.82  78.7 -0.615    16.82 17.00 02a57524o0036o 0xc00802         9.0
57524.238017 15.467720      NaN    38.0   777 o    0     1.10 141.77473 24.10747  7029.10  8098.73  4.00 3.72  84.3 -0.511    16.51 16.68 02a57524o0041o 0xc00802         9.0
57528.236293 16.497635      NaN   272.0   217 o    0     2.14 141.77473 24.10747  5004.19  9740.11  3.86 3.67  79.2 -0.518    17.34 17.36 02a57528o0084o 0xc00802         9.0
57528.247445 18.286218      NaN    35.0    50 o    0     1.19 141.77473 24.10747  5038.76  9779.51  3.81 3.58  83.8 -0.507    18.23 19.05 02a57528o0104o 0xc00800         9.0
57528.247929 18.574166      NaN     9.0    45 o    0     1.81 141.77473 24.10747  5038.83  9779.48  3.81 3.60  77.4 -0.502    18.24 19.08 02a57528o0105o 0xc00800         9.0
57528.259947 18.203116      NaN    31.0    56 o    0     0.87 141.77473 24.10747  5021.43  9719.84  3.73 3.38 -88.7 -0.523    18.33 19.24 02a57528o0119o 0xc00800         9.0
57532.248999 18.816441      NaN   -31.0    36 o    0     1.15 141.77473 24.10747  6259.11 10167.22  4.04 3.90  62.1 -0.476    18.56 19.87 02a57532o0019o 0xc00800         9.0
57532.249484 18.816441      NaN   -45.0    36 o    0     0.99 141.77473 24.10747  6277.01 10206.39  3.88 3.75  65.1 -0.494    18.60 19.89 02a57532o0020o 0xc00800         9.0
57532.259154 18.978793      NaN   -65.0    31 o    0     0.90 141.77473 24.10747  6310.67 10242.36  4.01 3.79  71.4 -0.481    18.81 20.30 02a57532o0036o 0xc00800         9.0
57532.269910 18.796518      NaN    23.0    32 o    0     0.96 141.77473 24.10747  6358.98 10125.38  4.01 3.78  80.8 -0.488    18.81 20.35 02a57532o0056o 0xc00800         9.0
57532.271846 18.550302      NaN   -78.0    46 o    0     1.19 141.77473 24.10747  8458.40   386.32  5.49 4.25  14.3 -0.514    18.80 20.41 02a57532o0060o 0xc00800         9.0
57532.277511 18.343209      NaN    38.0    46 o    0     1.10 141.77473 24.10747  8512.49   461.47  5.14 3.90  13.8 -0.509    18.79 20.29 02a57532o0071o 0xc00900         9.0
57532.278478 18.944322      NaN   -52.0    32 o    0     1.03 141.77473 24.10747  6303.63 10179.05  4.20 4.00  83.4 -0.472    18.72 20.25 02a57532o0073o 0xc00800         9.0
57532.303412 18.208845      NaN   -11.0    63 o    0     1.09 141.77473 24.10747  8491.76   399.58  5.44 4.07  16.4 -0.509    18.39 19.53 02a57532o0116o 0xc00800         9.0
57673.613782 19.401649      NaN     2.0    21 o    0     1.15 141.77473 24.10747  5647.01  2511.27  3.57 3.38 -73.6 -0.436    19.03 20.42 02a57673o0724o 0xc00800         9.0
57673.631563 19.302877      NaN   -14.0    23 o    0     0.89 141.77473 24.10747  5672.84  2552.94  3.61 3.39 -77.4 -0.440    19.01 20.37 02a57673o0750o 0xc00800         9.0
57673.648765 17.555452      NaN    57.0    99 o    0     0.75 141.77473 24.10747  5624.72  2476.71  3.60 3.35 -72.7 -0.434    17.63 17.68 02a57673o0776o 0xc00800         9.0
57737.473679 18.504094      NaN   -13.0    48 o    0     0.84 141.77473 24.10747  4951.24  3601.84  3.59 3.42 -84.0 -0.432    18.29 18.87 02a57737o0527o 0xc00800         9.0
57737.484013 18.459772      NaN    21.0    46 o    0     0.98 141.77473 24.10747  4973.40  3641.33  3.59 3.43 -81.8 -0.424    18.31 18.91 02a57737o0544o 0xc00900         9.0
57737.491354 18.729535      NaN   -35.0    39 o    0     1.33 141.77473 24.10747  4921.53  3565.55  3.57 3.41 -81.9 -0.437    18.33 18.94 02a57737o0558o 0xc00800         9.0
57737.507873 18.550302      NaN   -57.0    46 o    0     0.86 141.77473 24.10747  4903.80  3682.25  3.58 3.40 -80.9 -0.433    18.36 18.97 02a57737o0587o 0xc00800         9.0
