Nested Sampling Global Log-Evidence           :   -0.754409226758559370E+00  +/-                         NaN
Nested Importance Sampling Global Log-Evidence:   -0.146672141157102165E+01  +/-    0.957942957421706598E-01

Dim No.       Mean        Sigma
   1    0.747017590317254482E-01    0.212554912276127122E-02
   2   -0.153928844975037009E+02    0.437404107320143315E-01
   3    0.716154802541130175E+00    0.540057975823993782E-02
   4    0.146335399305399405E+01    0.155971985453348780E-02
   5    0.858267023188911959E-02    0.717145895485498015E-04
   6    0.148258956367711714E+01    0.141499910916053923E-02
   7   -0.158245094305670198E+01    0.865090315039598601E-01
   8   -0.452156623883259931E-01    0.363131030252344554E-02
   9   -0.415363132174521610E+01    0.939300519802710593E-01
  10   -0.192381090025160573E+00    0.257666103866832363E-01
  11   -0.435686451087805224E-01    0.302431152103086430E-02
  12   -0.266084314009269352E+00    0.309227610287134864E-01
  13   -0.137804244855103369E+00    0.307589182195530794E-02
  14   -0.107611974908540708E+01    0.135535389129597655E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.731407383646124482E-01
   2   -0.154268297071927289E+02
   3    0.711908298558544539E+00
   4    0.146496187325645821E+01
   5    0.856038517799209177E-02
   6    0.148148359816679265E+01
   7   -0.148367400955176376E+01
   8   -0.468271002000302944E-01
   9   -0.405767042666401423E+01
  10   -0.214417598115443170E+00
  11   -0.434259182293774762E-01
  12   -0.289541488398037616E+00
  13   -0.139145012960845693E+00
  14   -0.107348514799043349E+01

MAP Parameters
Dim No.        Parameter
   1    0.756062625344255945E-01
   2   -0.154070658449410480E+02
   3    0.713022913116913903E+00
   4    0.146313945366496223E+01
   5    0.865404847187249693E-02
   6    0.148088756512049025E+01
   7   -0.157802261790063159E+01
   8   -0.503410738221038781E-01
   9   -0.416634031947907513E+01
  10   -0.170382870205813136E+00
  11   -0.464676101314445561E-01
  12   -0.226752469496741854E+00
  13   -0.141974230808687957E+00
  14   -0.109370889912243507E+01
