Nested Sampling Global Log-Evidence           :   -0.118133852970453376E+03  +/-    0.565841818762334414E+00
Nested Importance Sampling Global Log-Evidence:   -0.122868680562841121E+03  +/-    0.370221244548783260E-01

Dim No.       Mean        Sigma
   1    0.293392582763403326E-01    0.178061836689997928E-01
   2   -0.143813839335941918E+02    0.901477571727441584E+00
   3    0.658509362726415248E+00    0.657194620556590808E-01
   4    0.104630306933241690E+01    0.186757852592458279E+00
   5    0.981975176807571397E-02    0.382985698737011186E-02
   6    0.229042027709312102E+01    0.205998016872849868E-01
   7   -0.174788232923061448E+01    0.453017140086824144E+00
   8   -0.105033970843371793E+00    0.379308422829773700E-01
   9   -0.180143119142384678E+01    0.120935289496822951E+01
  10   -0.161880941526472727E+00    0.101124742517377575E+00
  11   -0.638570358874101796E-01    0.128701454200523868E+00
  12   -0.225389591372557707E+00    0.216834477673161108E+00
  13   -0.690959089089541623E+00    0.803253412055205951E-01
  14   -0.106045490203063908E+01    0.508078714981064286E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.253701118150980870E-01
   2   -0.154153290045436773E+02
   3    0.608078249692501238E+00
   4    0.114167420047872015E+01
   5    0.888467576609361549E-02
   6    0.230259867142986208E+01
   7   -0.165514754336251801E+01
   8   -0.996051697168946759E-01
   9   -0.734411132004418210E+00
  10   -0.103263361783412555E+00
  11   -0.218046331770669205E-01
  12   -0.461531059166222835E+00
  13   -0.782249194508338963E+00
  14   -0.103878511385217509E+01

MAP Parameters
Dim No.        Parameter
   1    0.253701118150980870E-01
   2   -0.154153290045436773E+02
   3    0.608078249692501238E+00
   4    0.114167420047872015E+01
   5    0.888467576609361549E-02
   6    0.230259867142986208E+01
   7   -0.165514754336251801E+01
   8   -0.996051697168946759E-01
   9   -0.734411132004418210E+00
  10   -0.103263361783412555E+00
  11   -0.218046331770669205E-01
  12   -0.461531059166222835E+00
  13   -0.782249194508338963E+00
  14   -0.103878511385217509E+01
