Nested Sampling Global Log-Evidence           :   -0.250816521976183004E+02  +/-    0.476599708753092821E+00
Nested Importance Sampling Global Log-Evidence:   -0.303776658451657866E+02  +/-    0.527121177071123784E-01

Dim No.       Mean        Sigma
   1    0.146711443751616183E+00    0.254724680901432521E-01
   2   -0.342546059365203419E+02    0.429530472387023909E+01
   3    0.138052633629431654E+01    0.111019600832833937E+00
   4    0.995526460156626158E+00    0.262408072138979431E+00
   5    0.102104855322758589E-01    0.368574250055130666E-02
   6    0.227192325170167431E+01    0.605826050542739233E-01
   7   -0.168454794664222174E+01    0.421491597738365420E+00
   8   -0.126079473707015333E+00    0.384417374856208804E-01
   9   -0.503280886483942247E+01    0.390846444519676739E+01
  10    0.444453581967886244E-01    0.156630397152632300E+00
  11   -0.713071925071962764E-01    0.138214419166813818E+00
  12   -0.190595805356780418E+00    0.230785735976177631E+00
  13    0.105154377516266696E-02    0.751776786652884887E-01
  14   -0.107289513592549191E+01    0.609770691613667898E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.173616820929996252E+00
   2   -0.305777123782690587E+02
   3    0.129093227251553966E+01
   4    0.844343697449444708E+00
   5    0.186021211590374803E-01
   6    0.224058354641854818E+01
   7   -0.136881924328040405E+01
   8   -0.138120239639282688E+00
   9   -0.485498832998675756E+01
  10    0.285441342993477565E+00
  11   -0.584362780785884148E-01
  12   -0.479006042503655749E+00
  13    0.531112049110038509E-02
  14   -0.100099440421730645E+01

MAP Parameters
Dim No.        Parameter
   1    0.173616820929996252E+00
   2   -0.305777123782690587E+02
   3    0.129093227251553966E+01
   4    0.844343697449444708E+00
   5    0.186021211590374803E-01
   6    0.224058354641854818E+01
   7   -0.136881924328040405E+01
   8   -0.138120239639282688E+00
   9   -0.485498832998675756E+01
  10    0.285441342993477565E+00
  11   -0.584362780785884148E-01
  12   -0.479006042503655749E+00
  13    0.531112049110038509E-02
  14   -0.100099440421730645E+01
