Nested Sampling Global Log-Evidence           :   -0.403757297751674926E+01  +/-                         NaN
Nested Importance Sampling Global Log-Evidence:   -0.445038396326782415E+01  +/-    0.534528142534376888E-01

Dim No.       Mean        Sigma
   1    0.144724982067001517E+00    0.324628315506628184E-03
   2   -0.368986681027273633E+02    0.201792783880158449E+00
   3    0.138518134924641600E+01    0.346703261579862747E-02
   4    0.187428656551591710E+01    0.723928396539153278E-03
   5    0.101287563358062882E-01    0.915992263027520047E-05
   6    0.256979888046064486E+01    0.357906217782768838E-02
   7   -0.183783468956016538E+01    0.682464748562950363E-01
   8    0.105060845990745833E+00    0.996755285806198363E-03
   9   -0.675951366407222487E+01    0.155413073634592058E+00
  10    0.171990412033604899E-01    0.239604819667361664E-02
  11    0.423719433725513461E-01    0.820110981913598695E-03
  12   -0.125546840208852623E+00    0.508734197044515089E-03
  13    0.932016785897164107E-01    0.364591648605038648E-02
  14   -0.109080582439907237E+01    0.372493954038371437E-02

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.144104390599408189E+00
   2   -0.370103181128133372E+02
   3    0.137924575104042546E+01
   4    0.187446927172137201E+01
   5    0.101269658054558981E-01
   6    0.257172215066328347E+01
   7   -0.189212389557489158E+01
   8    0.105886204876696616E+00
   9   -0.688195542165166696E+01
  10    0.153338018876301736E-01
  11    0.430345688807167448E-01
  12   -0.125400947954249775E+00
  13    0.935957307886888246E-01
  14   -0.109443728472075907E+01

MAP Parameters
Dim No.        Parameter
   1    0.144919057096812104E+00
   2   -0.371194045052948596E+02
   3    0.138947562101821509E+01
   4    0.187359495596371861E+01
   5    0.101295153949443901E-01
   6    0.256882066242552654E+01
   7   -0.184035160374342466E+01
   8    0.102734303017692624E+00
   9   -0.683433554481665695E+01
  10    0.185539266444499501E-01
  11    0.427350372836227815E-01
  12   -0.125151567076204284E+00
  13    0.957393605710799706E-01
  14   -0.109357125894452323E+01
