         MJD         m       dm     uJy  duJy F  err  chi/N       RA      Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs     Mask  uJy_offset
57246.496530 19.569016      NaN   -35.0    18 c    0   1.06 15.00284 -3.10842  2728.05  6491.69 3.82 3.55 -56.0 -0.404    19.43 21.24 02a57246o0345c 0xc00900         1.0
57246.523731 19.569016      NaN     0.0    18 c    0   0.93 15.00284 -3.10842  2728.10  6497.29 3.79 3.52 -59.7 -0.408    19.50 21.35 02a57246o0380c 0xc00900         1.0
57246.546900 19.569016      NaN    10.0    15 c    0   1.21 15.00284 -3.10842  4176.33  5049.48 3.73 3.56 -54.3 -0.394    19.53 21.43 02a57246o0411c 0xc00900         1.0
57246.568821 19.766969      NaN    10.0    12 c    0   1.47 15.00284 -3.10842  4173.41  5055.74 3.72 3.55 -53.8 -0.395    19.57 21.51 02a57246o0441c 0xc00800         1.0
57334.395373 19.696897      NaN    -9.0    16 c    0   1.28 15.00284 -3.10842  7972.00  4130.34 4.13 4.03  65.2 -0.370    19.39 21.34 02a57334o0316c 0xc00800         1.0
57334.426631 19.696897      NaN    -5.0    16 c    0   1.43 15.00284 -3.10842  7972.94  4131.98 4.09 4.03  67.2 -0.369    19.36 21.27 02a57334o0361c 0xc00800         1.0
57334.457797 19.454622      NaN     7.0    18 c    0   0.89 15.00284 -3.10842  6511.69  5583.49 3.87 3.70 -89.6 -0.380    19.33 21.14 02a57334o0406c 0xc00800         1.0
57374.307510 18.356290      NaN   -63.0    55 c    0   1.34 15.00284 -3.10842  7878.74  3043.98 3.96 3.50 -77.1 -0.417    18.01 19.33 02a57374o0106c 0xc00900         1.0
57374.323500 17.774377      NaN  -245.0    94 c    0   1.02 15.00284 -3.10842  7580.09  4793.25 4.99 3.77  79.1 -0.350    17.45 19.13 02a57374o0132c 0xc00900         1.0
57398.254043 19.271854      NaN    24.0    16 c    0   1.43 15.00284 -3.10842  8276.76  3783.36 3.92 3.73  67.8 -0.437    19.39 21.25 02a57398o0094c 0xc00800         1.0
57398.269969 19.454622      NaN    10.0    17 c    0   1.01 15.00284 -3.10842  8588.91  4368.51 4.04 3.78  68.9 -0.439    19.36 21.23 02a57398o0120c 0xc00800         1.0
57398.286491 19.569016      NaN   -13.0    18 c    0   1.34 15.00284 -3.10842  7750.34  3206.25 4.05 3.86   9.8 -0.443    19.35 21.21 02a57398o0147c 0xc00800         1.0
57398.303018 19.510313      NaN     4.0    18 c    0   1.19 15.00284 -3.10842  7483.95  4949.39 3.85 3.61  86.2 -0.441    19.33 21.15 02a57398o0174c 0xc00800         1.0
57399.250210 18.878500      NaN   -46.0    34 c    0   0.85 15.00284 -3.10842  8267.61  3782.98 4.02 3.81  53.7 -0.441    19.39 21.29 02a57399o0100c 0xc00800         1.0
57399.266758 18.786693      NaN  -125.0    37 c    0   0.98 15.00284 -3.10842  8581.68  4368.76 4.04 3.82  65.9 -0.437    19.38 21.28 02a57399o0127c 0xc00800         1.0
57399.283294 19.569016      NaN   -31.0    18 c    0   1.11 15.00284 -3.10842  7743.11  3206.41 4.21 3.82   9.5 -0.431    19.36 21.24 02a57399o0154c 0xc00800         1.0
57399.299867 19.384550      NaN    11.0    18 c    0   0.95 15.00284 -3.10842  7477.53  4950.93 3.89 3.75  84.6 -0.437    19.31 21.15 02a57399o0181c 0xc00800         1.0
57421.213525 17.661139      NaN   128.0    62 c    0   1.26 15.00284 -3.10842  7751.90  4461.00 4.46 4.10  78.6 -0.475    18.02 18.89 02a57421o0037c 0xc00800         1.0
