Nested Sampling Global Log-Evidence           :   -0.373643092472573812E+03  +/-    0.670711605550993628E+00
Nested Importance Sampling Global Log-Evidence:   -0.379179642334445418E+03  +/-    0.355871847028366509E-01

Dim No.       Mean        Sigma
   1   -0.923490107529318094E-01    0.863943462711442081E-02
   2   -0.878887187952412852E+01    0.122226382928518640E+01
   3    0.134091489607607595E+01    0.406139078466652564E-01
   4    0.501119360595353780E+00    0.166616611552024063E+00
   5    0.577331550043260183E-02    0.324910371752477932E-02
   6    0.140655413430087872E+01    0.276487920470508027E-01
   7   -0.171542799237499133E+01    0.435266633039109230E+00
   8   -0.667469232038762628E-01    0.226217537148429605E-01
   9   -0.326956848574131875E+00    0.323618180502040209E+01
  10   -0.170674261944205347E+00    0.129317790600677024E+00
  11   -0.238487690244383382E-02    0.158151019983963748E+00
  12   -0.186191865159895553E+00    0.220123913349150740E+00
  13    0.916933696584060903E-01    0.191199464809683167E+00
  14   -0.106229305071184421E+01    0.528145195038349641E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1   -0.873798450670388166E-01
   2   -0.814619232241577862E+01
   3    0.140089428328746646E+01
   4    0.435699149142716347E+00
   5    0.141143916392309429E-02
   6    0.142033943296196563E+01
   7   -0.154628303872388306E+01
   8   -0.511776254252929164E-01
   9    0.373414035392617061E+01
  10   -0.233613116934710596E+00
  11   -0.182406039946134801E+00
  12    0.112737691492157149E+00
  13    0.172525123240879430E+00
  14   -0.111863907051442646E+01

MAP Parameters
Dim No.        Parameter
   1   -0.873798450670388166E-01
   2   -0.814619232241577862E+01
   3    0.140089428328746646E+01
   4    0.435699149142716347E+00
   5    0.141143916392309429E-02
   6    0.142033943296196563E+01
   7   -0.154628303872388306E+01
   8   -0.511776254252929164E-01
   9    0.373414035392617061E+01
  10   -0.233613116934710596E+00
  11   -0.182406039946134801E+00
  12    0.112737691492157149E+00
  13    0.172525123240879430E+00
  14   -0.111863907051442646E+01
