Nested Sampling Global Log-Evidence           :   -0.431937988729798050E+02  +/-    0.543782140947267845E+00
Nested Importance Sampling Global Log-Evidence:   -0.488454156998803626E+02  +/-    0.332306580562282822E-01

Dim No.       Mean        Sigma
   1    0.686667132537803898E-01    0.257627989759839186E-01
   2   -0.231264949005455804E+02    0.710207661234546372E+00
   3    0.691782358130341613E+00    0.472635600571896242E-01
   4    0.110060182525416650E+01    0.263950513448563462E+00
   5    0.811217020500369992E-02    0.372278355957946687E-02
   6    0.195822400210268976E+01    0.158507511351650490E-01
   7   -0.172235871884678260E+01    0.459308656968072826E+00
   8   -0.877345412358506577E-01    0.264316756560474785E-01
   9   -0.232629679831526337E+01    0.737949125736213740E+00
  10   -0.156716640174552085E+00    0.671527075632812609E-01
  11   -0.946671223898731262E-01    0.147710666115710126E+00
  12   -0.266812554250833556E+00    0.247770544378345031E+00
  13   -0.136141978293509575E+00    0.498515607848004846E-01
  14   -0.106045581695127411E+01    0.565343043106620244E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.468203301418802509E-01
   2   -0.235920508664851809E+02
   3    0.674702638687265766E+00
   4    0.123695104131111688E+01
   5    0.603217416361695631E-02
   6    0.196850142935537642E+01
   7   -0.181007543266021198E+01
   8   -0.709976893645324070E-01
   9   -0.207706748800610441E+01
  10   -0.127545989086970513E+00
  11   -0.140821136340853886E+00
  12   -0.664242241009614931E-01
  13   -0.118524916167102520E+00
  14   -0.101525247710543653E+01

MAP Parameters
Dim No.        Parameter
   1    0.468203301418802509E-01
   2   -0.235920508664851809E+02
   3    0.674702638687265766E+00
   4    0.123695104131111688E+01
   5    0.603217416361695631E-02
   6    0.196850142935537642E+01
   7   -0.181007543266021198E+01
   8   -0.709976893645324070E-01
   9   -0.207706748800610441E+01
  10   -0.127545989086970513E+00
  11   -0.140821136340853886E+00
  12   -0.664242241009614931E-01
  13   -0.118524916167102520E+00
  14   -0.101525247710543653E+01
