         MJD         m       dm   uJy  duJy F  err  chi/N        RA       Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs  __tmp_SN
57243.431205 19.063754      NaN    23    21 c    0   0.90 349.18661 -23.31031 10016.32  6953.19 4.25 3.70  82.5 -0.424    19.42 21.32 02a57243o0270c  1.095238
57243.445352 19.631075      NaN   -23    17 c    0   1.18 349.18661 -23.31031   429.58  6964.69 4.12 3.78 -60.1 -0.386    19.41 21.35 02a57243o0290c -1.352941
57243.457412 19.569016      NaN    -6    18 c    0   0.95 349.18661 -23.31031 10007.32  6960.59 4.23 3.68  83.1 -0.427    19.45 21.35 02a57243o0305c -0.333333
57243.476916 19.696897      NaN    -8    16 c    0   1.10 349.18661 -23.31031   365.98  6970.75 3.96 3.66 -56.9 -0.402    19.48 21.38 02a57243o0333c -0.500000
57243.483075 19.472870      NaN     2    19 c    0   0.80 349.18661 -23.31031  1824.88  5490.86 3.86 3.56 -56.6 -0.416    19.50 21.41 02a57243o0341c  0.105263
57243.514859 19.510313      NaN     9    16 c    0   0.84 349.18661 -23.31031  1810.16  5497.64 3.87 3.56 -55.5 -0.417    19.47 21.33 02a57243o0376c  0.562500
57244.433262 19.569016      NaN    -7    18 c    0   1.01 349.18661 -23.31031  9970.30  6954.63 4.09 3.52  82.7 -0.439    19.49 21.35 02a57244o0237c -0.388889
57244.447357 19.510313      NaN    -2    19 c    0   1.01 349.18661 -23.31031   383.16  6967.71 3.85 3.56 -61.1 -0.411    19.47 21.31 02a57244o0257c -0.105263
57244.459729 19.631075      NaN     0    17 c    0   1.20 349.18661 -23.31031  9963.38  6960.27 4.04 3.49  84.2 -0.419    19.49 21.33 02a57244o0273c  0.000000
57244.479267 19.569016      NaN   -32    18 c    0   1.03 349.18661 -23.31031   373.22  6971.84 3.92 3.60 -55.9 -0.405    19.49 21.36 02a57244o0301c -1.777778
57244.484602 19.696897      NaN     0    16 c    0   0.99 349.18661 -23.31031  1832.10  5493.46 3.79 3.48 -56.7 -0.423    19.51 21.38 02a57244o0308c  0.000000
57244.510240 19.696897      NaN    -6    16 c    0   1.04 349.18661 -23.31031  1819.06  5499.73 3.77 3.47 -53.0 -0.427    19.51 21.35 02a57244o0344c -0.375000
57245.426588 19.419021      NaN     8    18 c    0   0.97 349.18661 -23.31031  9980.08  6954.11 4.21 3.66  84.5 -0.422    19.40 21.24 02a57245o0259c  0.444444
57245.440579 19.529530      NaN     2    18 c    0   1.06 349.18661 -23.31031   394.36  6967.34 3.84 3.54 -61.0 -0.416    19.43 21.25 02a57245o0279c  0.111111
57245.442106 19.631075      NaN    -9    17 c    0   1.10 349.18661 -23.31031  9974.99  6957.53 4.14 3.61  84.1 -0.429    19.43 21.26 02a57245o0281c -0.529412
57245.453627 19.696897      NaN    -1    16 c    0   1.42 349.18661 -23.31031   391.93  6969.10 3.89 3.56 -59.5 -0.414    19.42 21.24 02a57245o0296c -0.062500
57245.478524 19.454622      NaN    12    16 c    0   1.05 349.18661 -23.31031  1839.15  5494.10 3.83 3.52 -56.9 -0.415    19.43 21.26 02a57245o0331c  0.750000
57245.503431 19.696897      NaN   -47    16 c    0   1.15 349.18661 -23.31031  1827.86  5499.98 3.87 3.53 -48.7 -0.424    19.43 21.25 02a57245o0366c -2.937500
57304.330192 19.569016      NaN    -2    18 c    0   1.24 349.18661 -23.31031  9989.85  6981.29 5.29 3.95  84.3 -0.387    19.15 21.23 02a57304o0196c -0.111111
57304.360146 19.212347      NaN    -6    25 c    0   1.04 349.18661 -23.31031   574.59  3616.63 4.43 3.69 -82.7 -0.433    18.92 20.96 02a57304o0241c -0.240000
57304.371669 18.729535      NaN    12    35 c    0   1.14 349.18661 -23.31031 10159.97  3619.78 4.40 3.95  35.1 -0.420    18.92 20.95 02a57304o0258c  0.342857
57304.395938 18.836735      NaN    13    31 c    0   0.76 349.18661 -23.31031  8700.90  5098.03 4.16 3.72  59.4 -0.420    18.97 20.98 02a57304o0294c  0.419355
