         MJD         m       dm   uJy  duJy F  err  chi/N        RA       Dec        x        y   maj   min   phi  apfit  mag5sig   Sky            Obs  __tmp_SN
57227.464647 19.256669      NaN    12    20 o    0   1.22 349.19539 -23.31365  7199.15  6717.35  3.77  3.24 -86.3 -0.443    19.14 20.72 02a57227o0187o  0.600000
57227.485894 19.287255      NaN     4    22 o    0   1.15 349.19539 -23.31365  7202.89  6720.93  3.80  3.33 -87.8 -0.437    19.14 20.73 02a57227o0217o  0.181818
57227.508010 19.351140      NaN   -25    22 o    0   0.76 349.19539 -23.31365  8650.02  5286.10  3.86  3.29  85.6 -0.439    19.18 20.80 02a57227o0248o -1.136364
57227.524985 19.256669      NaN   -19    24 o    0   0.83 349.19539 -23.31365   203.24  4621.75  3.85  3.44 -63.9 -0.434    19.17 20.83 02a57227o0272o -0.791667
57227.530822 19.454622      NaN   -15    20 o    0   0.88 349.19539 -23.31365  8650.19  5285.75  3.77  3.20  85.0 -0.438    19.22 20.83 02a57227o0280o -0.750000
57227.547427 19.241693      NaN    16    19 o    0   1.18 349.19539 -23.31365   202.67  4620.85  3.74  3.28 -66.6 -0.451    19.23 20.84 02a57227o0303o  0.842105
57228.538288 19.063754      NaN    26    20 o    0   1.09 349.19539 -23.31365  9952.44  6977.36  3.82  3.17 -88.4 -0.424    19.14 20.65 02a57228o0337o  1.300000
57228.553126 18.990530      NaN    23    23 o    0   0.91 349.19539 -23.31365   366.97  6986.79  3.52  3.36 -85.9 -0.467    19.15 20.69 02a57228o0353o  1.000000
57228.565373 19.351140      NaN    -8    22 o    0   0.94 349.19539 -23.31365   804.10  3375.78  3.73  3.50 -70.7 -0.428    19.18 20.69 02a57228o0366o -0.363636
57228.580055 19.038793      NaN    25    21 o    0   1.04 349.19539 -23.31365 10389.85  3358.21  3.64  3.15  89.8 -0.439    19.18 20.71 02a57228o0382o  1.190476
57228.606090 19.183773      NaN    17    20 o    0   0.96 349.19539 -23.31365  8939.84  4847.74  3.56  3.05 -86.2 -0.423    19.12 20.58 02a57228o0411o  0.850000
57288.357476 18.684100      NaN     2    40 o    0   1.15 349.19539 -23.31365  9991.26  6981.53  4.57  3.16  87.8 -0.560    18.57 19.86 02a57288o0224o  0.050000
57288.364030 18.910912      NaN   -48    33 o    0   1.15 349.19539 -23.31365   406.79  6987.66  4.37  3.39 -59.3 -0.437    18.58 19.93 02a57288o0234o -1.454545
57288.368541 18.099634      NaN    77    44 o    0   0.80 349.19539 -23.31365  9984.99  6983.75  4.60  3.13  87.7 -0.558    18.57 19.88 02a57288o0240o  1.750000
57288.380634 18.649074      NaN    27    33 o    0   0.87 349.19539 -23.31365   400.93  6991.40  4.32  3.26 -59.2 -0.435    18.57 19.92 02a57288o0259o  0.818182
57297.358347 19.051202      NaN   -25    29 o    0   1.10 349.19539 -23.31365   421.02  6986.84  4.38  3.35 -60.9 -0.444    18.76 20.10 02a57297o0090o -0.862069
57297.359937 18.786693      NaN   -18    37 o    0   1.14 349.19539 -23.31365  9999.20  6983.97  4.92  3.54  84.8 -0.478    18.75 20.09 02a57297o0092o -0.486486
57297.372884 18.767304      NaN     8    35 o    0   1.06 349.19539 -23.31365   557.61  3614.38  4.83  3.62 -38.5 -0.440    18.72 20.06 02a57297o0112o  0.228571
57297.391264 18.693037      NaN    16    35 o    0   1.09 349.19539 -23.31365 10140.09  3605.11  4.43  3.86  50.6 -0.486    18.74 20.07 02a57297o0138o  0.457143
57297.398270 18.933071      NaN     7    30 o    0   1.01 349.19539 -23.31365  8680.83  5086.99  4.15  3.61  88.9 -0.471    18.73 20.06 02a57297o0149o  0.233333
57297.425758 18.978793      NaN   -32    31 o    0   0.91 349.19539 -23.31365  8683.88  5091.09  4.19  3.65  88.2 -0.463    18.72 20.05 02a57297o0190o -1.032258
57298.346090 19.002397      NaN     7    28 o    0   1.04 349.19539 -23.31365 10016.92  6988.03  4.82  3.59  87.7 -0.482    19.04 20.69 02a57298o0224o  0.250000
57298.354524 18.955691      NaN    14    27 o    0   0.89 349.19539 -23.31365   434.32  6992.14  4.57  3.52 -58.8 -0.442    18.96 20.57 02a57298o0236o  0.518519
57298.369386 18.806434      NaN    25    28 o    0   1.04 349.19539 -23.31365   554.59  3616.77  4.79  3.52 -39.9 -0.446    18.91 20.38 02a57298o0259o  0.892857
57298.385643 18.474346      NaN    40    36 o    0   0.75 349.19539 -23.31365 10138.88  3609.90  4.39  3.83  57.8 -0.511    18.87 20.30 02a57298o0283o  1.111111
57298.413647 18.978793      NaN    -5    31 o    0   0.95 349.19539 -23.31365  8679.58  5092.31  4.07  3.62  89.8 -0.462    18.83 20.25 02a57298o0325o -0.161290
57298.439342 19.169763      NaN    -2    26 o    0   1.15 349.19539 -23.31365  8681.13  5093.18  4.08  3.58 -89.8 -0.473    18.79 20.19 02a57298o0363o -0.076923
57303.312085 19.128787      NaN   -36    27 o    0   0.95 349.19539 -23.31365  9998.55  6983.09  4.67  3.54  83.3 -0.471    19.06 20.67 02a57303o0112o -1.333333
57303.321980 19.212347      NaN     3    24 o    0   1.20 349.19539 -23.31365   408.64  6982.94  4.38  3.55 -63.5 -0.437    19.05 20.70 02a57303o0123o  0.125000
57303.369891 19.026525      NaN    14    25 o    0   1.10 349.19539 -23.31365 10149.23  3611.81  4.54  3.90  56.6 -0.474    19.16 20.90 02a57303o0142o  0.560000
57303.371809 19.256669      NaN   -41    24 o    0   0.81 349.19539 -23.31365  8688.83  5089.24  4.26  3.80  83.8 -0.454    19.13 20.90 02a57303o0145o -1.708333
57303.394787 19.302877      NaN   -14    23 o    0   0.97 349.19539 -23.31365  8686.05  5091.22  4.23  3.84  82.4 -0.465    19.06 20.76 02a57303o0178o -0.608696
57321.294433 17.976960      NaN  -136    78 o    0   1.15 349.19539 -23.31365 10003.53  7009.07  4.91  3.18  84.3 -0.467    17.95 18.69 02a57321o0167o -1.743590
57321.307612 18.084160      NaN    11    67 o    0   1.07 349.19539 -23.31365   416.22  7012.40  5.30  3.38 -62.7 -0.414    17.92 18.66 02a57321o0185o  0.164179
57321.318152 18.237955      NaN     4    60 o    0   1.25 349.19539 -23.31365   643.60  3625.93  5.65  3.85 -40.0 -0.466    18.01 18.73 02a57321o0199o  0.066667
57321.332468 17.654224      NaN   117    66 o    0   1.20 349.19539 -23.31365 10225.09  3617.76  4.77  3.95  48.8 -0.494    17.95 18.64 02a57321o0219o  1.772727
57321.356618 18.273950      NaN    13    55 o    0   1.54 349.19539 -23.31365  8765.30  5100.01  4.08  3.33  88.4 -0.539    17.95 18.60 02a57321o0254o  0.236364
57321.384517 17.922662      NaN    60    62 o    0   1.04 349.19539 -23.31365  8770.84  5105.48  4.08  3.44 -89.0 -0.531    17.91 18.54 02a57321o0294o  0.967742
57329.288939 18.598565      NaN   -53    44 o    0   0.72 349.19539 -23.31365   696.57  3642.99  6.40  4.25 -43.2 -0.482    18.75 20.34 02a57329o0145o -1.204545
57329.301555 18.878500      NaN   -66    34 o    0   1.20 349.19539 -23.31365 10281.62  3639.98  5.05  4.18  39.7 -0.488    18.67 20.23 02a57329o0165o -1.941176
57329.313001 18.369531      NaN    13    50 o    0   0.79 349.19539 -23.31365   694.82  3646.64  6.39  4.28 -47.6 -0.455    18.53 20.12 02a57329o0183o  0.260000
57329.326456 18.702047      NaN   -50    40 o    0   1.23 349.19539 -23.31365 10283.59  3643.81  4.98  4.20  43.3 -0.472    18.50 20.06 02a57329o0204o -1.250000
57329.353071 18.542463      NaN    34    35 o    0   0.98 349.19539 -23.31365  8827.05  5121.42  4.32  3.98  77.3 -0.493    18.56 20.11 02a57329o0245o  0.971429
57329.380005 18.806434      NaN    19    30 o    0   1.36 349.19539 -23.31365  8829.57  5122.96  4.23  3.84  79.8 -0.502    18.73 20.35 02a57329o0286o  0.633333
57368.220797 18.786693      NaN   -30    37 o    0   1.13 349.19539 -23.31365  1183.92  3140.19  5.63  4.09 -34.1 -0.465    18.69 20.10 02a57368o0075o -0.810811
57368.232487 18.900000      NaN    13    29 o    0   1.43 349.19539 -23.31365  1492.42  3731.77  5.15  3.96 -39.5 -0.461    18.72 20.10 02a57368o0094o  0.448276
57368.243533 18.598565      NaN     3    43 o    0   0.79 349.19539 -23.31365   610.61  2548.32  6.05  3.88 -37.0 -0.453    18.74 20.11 02a57368o0112o  0.069767
57368.253335 18.878500      NaN   -15    34 o    0   0.93 349.19539 -23.31365 10205.14  2549.30  4.38  3.84  33.6 -0.510    18.78 20.20 02a57368o0128o -0.441176
57368.256422 18.796518      NaN     8    34 o    0   1.02 349.19539 -23.31365   330.87  4296.10  5.56  3.93 -45.9 -0.418    18.73 20.14 02a57368o0133o  0.235294
57368.266229 18.978793      NaN    -5    31 o    0   0.92 349.19539 -23.31365  9893.29  4310.50  4.22  3.85  66.7 -0.474    18.75 20.21 02a57368o0149o -0.161290
57369.219372 18.910912      NaN    -8    33 o    0   0.81 349.19539 -23.31365  1185.56  3137.57  4.56  3.88 -45.6 -0.452    18.80 20.25 02a57369o0003o -0.242424
