         MJD         m       dm    uJy  duJy F  err  chi/N        RA       Dec        x        y   maj   min   phi  apfit  mag5sig   Sky            Obs   __tmp_SN
57227.464647 19.302877      NaN      3    22 o    0   1.04 349.18661 -23.31031  7183.57  6710.73  3.77  3.24 -86.3 -0.443    19.14 20.72 02a57227o0187o   0.136364
57227.485894 19.401649      NaN    -30    21 o    0   1.07 349.18661 -23.31031  7187.32  6714.31  3.80  3.33 -87.8 -0.437    19.14 20.73 02a57227o0217o  -1.428571
57227.508010 19.491430      NaN      4    18 o    0   1.44 349.18661 -23.31031  8634.42  5279.40  3.85  3.29  85.7 -0.439    19.18 20.80 02a57227o0248o   0.222222
57227.524985 19.169763      NaN      6    24 o    0   0.88 349.18661 -23.31031   187.27  4615.53  3.85  3.44 -63.9 -0.433    19.17 20.83 02a57227o0272o   0.250000
57227.530822 19.589310      NaN      2    17 o    0   1.23 349.18661 -23.31031  8634.59  5279.05  3.77  3.20  85.0 -0.438    19.22 20.83 02a57227o0280o   0.117647
57227.547427 19.089302      NaN     27    19 o    0   1.04 349.18661 -23.31031   186.70  4614.63  3.74  3.28 -66.6 -0.451    19.23 20.84 02a57227o0303o   1.421053
57228.538288 19.051202      NaN     21    22 o    0   0.87 349.18661 -23.31031  9936.73  6970.50  3.82  3.17 -88.4 -0.424    19.14 20.65 02a57228o0337o   0.954545
57228.553126 19.367717      NaN      5    20 o    0   1.23 349.18661 -23.31031   351.05  6980.61  3.52  3.36 -86.0 -0.467    19.15 20.69 02a57228o0353o   0.250000
57228.565373 19.351140      NaN     -2    22 o    0   0.91 349.18661 -23.31031   819.79  3382.62  3.73  3.50 -70.8 -0.428    19.18 20.69 02a57228o0366o  -0.090909
57228.580055 19.454622      NaN    -10    20 o    0   1.23 349.18661 -23.31031 10405.81  3364.38  3.64  3.15  89.8 -0.439    19.18 20.71 02a57228o0382o  -0.500000
57228.606090 19.401649      NaN    -23    21 o    0   0.86 349.18661 -23.31031  8955.63  4854.01  3.56  3.05 -86.2 -0.423    19.12 20.58 02a57228o0411o  -1.095238
57288.357476 18.702047      NaN    -83    40 o    0   1.04 349.18661 -23.31031  9975.54  6974.67  4.56  3.16  87.8 -0.556    18.57 19.86 02a57288o0224o  -2.075000
57288.364030 18.910912      NaN     -5    33 o    0   1.08 349.18661 -23.31031   390.87  6981.48  4.37  3.39 -59.2 -0.437    18.58 19.93 02a57288o0234o  -0.151515
57288.368541 18.362890      NaN     44    40 o    0   1.08 349.18661 -23.31031  9969.27  6976.89  4.60  3.13  87.7 -0.554    18.57 19.88 02a57288o0240o   1.100000
57288.380634 18.910912      NaN    -41    33 o    0   1.09 349.18661 -23.31031   385.01  6985.22  4.32  3.27 -59.2 -0.435    18.57 19.92 02a57288o0259o  -1.242424
57297.358347 19.014394      NaN    -24    30 o    0   1.28 349.18661 -23.31031   405.10  6980.66  4.38  3.36 -60.8 -0.444    18.76 20.10 02a57297o0090o  -0.800000
57297.359937 18.417189      NaN     51    35 o    0   1.03 349.18661 -23.31031  9983.48  6977.11  4.91  3.54  84.8 -0.478    18.75 20.09 02a57297o0092o   1.457143
57297.372884 18.757738      NaN     -9    38 o    0   0.80 349.18661 -23.31031   573.32  3621.23  4.82  3.62 -38.5 -0.441    18.72 20.06 02a57297o0112o  -0.236842
57297.391264 18.816441      NaN    -47    36 o    0   1.05 349.18661 -23.31031 10156.02  3611.30  4.44  3.86  50.9 -0.485    18.74 20.07 02a57297o0138o  -1.305556
57297.398270 19.014394      NaN    -15    30 o    0   1.07 349.18661 -23.31031  8696.60  5093.28  4.15  3.61  88.9 -0.471    18.73 20.06 02a57297o0149o  -0.500000
57297.425758 18.910912      NaN    -40    33 o    0   0.91 349.18661 -23.31031  8699.65  5097.39  4.19  3.65  88.1 -0.463    18.72 20.05 02a57297o0190o  -1.212121
57298.346090 18.955691      NaN     14    27 o    0   1.13 349.18661 -23.31031 10001.19  6981.16  4.81  3.58  87.7 -0.482    19.04 20.69 02a57298o0224o   0.518519
57298.354524 19.014394      NaN      9    27 o    0   1.03 349.18661 -23.31031   418.40  6985.96  4.58  3.52 -58.8 -0.441    18.96 20.57 02a57298o0236o   0.333333
57298.369386 19.051202      NaN    -34    29 o    0   0.83 349.18661 -23.31031   570.30  3623.62  4.79  3.52 -39.9 -0.446    18.91 20.38 02a57298o0259o  -1.172414
57298.385643 18.878500      NaN    -69    34 o    0   0.89 349.18661 -23.31031 10154.80  3616.09  4.39  3.83  58.0 -0.511    18.87 20.30 02a57298o0283o  -2.029412
57298.413647 19.014394      NaN     -7    30 o    0   0.95 349.18661 -23.31031  8695.36  5098.60  4.07  3.62  89.7 -0.462    18.83 20.25 02a57298o0325o  -0.233333
57298.439342 19.169763      NaN    -31    26 o    0   1.42 349.18661 -23.31031  8696.90  5099.47  4.08  3.57 -89.8 -0.473    18.79 20.19 02a57298o0363o  -1.192308
57303.312085 18.889197      NaN     20    27 o    0   0.96 349.18661 -23.31031  9982.83  6976.22  4.66  3.54  83.3 -0.471    19.06 20.67 02a57303o0112o   0.740741
57303.321980 19.169763      NaN    -17    26 o    0   0.94 349.18661 -23.31031   392.72  6976.75  4.38  3.55 -63.5 -0.436    19.05 20.70 02a57303o0123o  -0.653846
57303.369891 19.128787      NaN    -28    27 o    0   0.75 349.18661 -23.31031 10165.16  3618.00  4.55  3.89  56.7 -0.474    19.16 20.90 02a57303o0142o  -1.037037
