         MJD         m       dm      uJy  duJy F  err   chi/N        RA       Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs     Mask  uJy_offset
57321.632615 17.809593      NaN     99.0    54 o    0    1.03 110.53362 -35.88107  5390.87  2155.66 5.14 4.23  -7.7 -0.465    18.02 19.14 02a57321o0654o 0xc00800       -12.0
57329.606282 18.504094      NaN    -89.0    48 o    0    0.88 110.53362 -35.88107  5441.23  2177.98 5.29 4.25 -10.1 -0.450    18.27 19.65 02a57329o0616o 0xc00800       -12.0
57329.634709 18.261819      NaN     12.0    52 o    0    0.90 110.53362 -35.88107  5285.22  8507.32 4.12 3.42 -74.3 -0.518    18.25 19.41 02a57329o0657o 0xc00800       -12.0
57368.493512 19.063754      NaN      2.0    24 o    0    1.11 110.53362 -35.88107  5170.30  2476.82 4.01 3.61  -9.1 -0.452    18.95 20.58 02a57368o0488o 0xc00800       -12.0
57368.499115 18.955691      NaN      5.0    26 o    0    1.08 110.53362 -35.88107  4874.21  1892.82 4.26 3.64  -8.5 -0.461    18.92 20.55 02a57368o0497o 0xc00900       -12.0
57368.512948 18.767304      NaN     20.0    27 o    0    0.86 110.53362 -35.88107  5159.38  7389.76 3.80 3.48 -79.1 -0.441    18.88 20.47 02a57368o0517o 0xc00800       -12.0
57368.539056 19.089302      NaN     12.0    20 o    0    1.61 110.53362 -35.88107  4866.19  9140.23 3.81 3.51 -78.0 -0.448    18.85 20.32 02a57368o0555o 0xc00900       -12.0
57369.479813 18.675237      NaN     36.0    25 o    0    1.26 110.53362 -35.88107  5176.30  2476.54 3.95 3.42  -7.9 -0.494    18.98 20.55 02a57369o0284o 0xc00800       -12.0
57369.508258 18.955691      NaN      5.0    26 o    0    0.94 110.53362 -35.88107  4870.25  1889.29 4.12 3.38  -9.4 -0.510    19.00 20.64 02a57369o0326o 0xc00800       -12.0
57369.521657 19.302877      NaN    -46.0    23 o    0    0.97 110.53362 -35.88107  5163.00  7390.79 3.64 3.28 -82.2 -0.470    19.03 20.63 02a57369o0346o 0xc00800       -12.0
57369.540062 19.128787      NaN     -3.0    24 o    0    1.37 110.53362 -35.88107  4864.86  9140.73 3.72 3.42 -84.1 -0.461    19.04 20.69 02a57369o0374o 0xc00800       -12.0
57380.452634 18.336727      NaN     -6.0    54 o    0    1.17 110.53362 -35.88107  5142.07  2483.51 4.24 3.66  -8.4 -0.472    18.06 18.86 02a57380o0368o 0xc00800       -12.0
57380.480961 18.073966      NaN     34.0    56 o    0    1.06 110.53362 -35.88107  4831.98  1905.81 4.45 3.71 -10.4 -0.482    17.96 18.82 02a57380o0410o 0xc00900       -12.0
57380.493695 18.024380      NaN     41.0    57 o    0    1.10 110.53362 -35.88107  5715.68  3075.98 4.12 3.52   1.8 -0.456    17.89 18.74 02a57380o0429o 0xc00800       -12.0
57380.514372 17.954005      NaN     53.0    58 o    0    1.84 110.53362 -35.88107  4678.12  9379.41 3.97 3.57 -76.2 -0.459    18.07 18.84 02a57380o0460o 0xc00800       -12.0
57404.423587 18.921935      NaN      2.0    28 o    0    1.06 110.53362 -35.88107  5562.27  8207.95 3.54 3.22  86.8 -0.477    18.78 20.11 02a57404o0389o 0xc00800       -12.0
57404.441112 19.169763      NaN    -44.0    26 o    0    1.31 110.53362 -35.88107  5868.43  8793.92 3.55 3.29  85.5 -0.472    18.82 20.18 02a57404o0417o 0xc00800       -12.0
57404.458035 19.256669      NaN    -26.0    24 o    0    1.16 110.53362 -35.88107  4977.66  7623.08 3.57 3.28  88.1 -0.470    18.90 20.42 02a57404o0444o 0xc00800       -12.0
