         MJD         m       dm       uJy   duJy F  err   chi/N       RA      Dec        x        y   maj  min   phi  apfit  mag5sig   Sky            Obs     Mask  uJy_offset
57358.662564 17.905150      NaN      99.0     55 o    0    1.26 171.8073 -0.76754  5638.57  2308.61  3.81 3.57 -13.5 -0.450    18.00 18.56 02a57358o0780o 0xc00900        14.0
57359.661430 17.571303      NaN      60.0     98 o    0    0.47 171.8073 -0.76754  5637.40  2311.11  3.68 3.46 -12.7 -0.446    18.00 18.60 02a57359o0648o 0xc00800        14.0
57408.550152 18.542463      NaN      54.0     33 o    0    1.00 171.8073 -0.76754  6215.60  1747.87  3.85 3.43   2.9 -0.467    18.70 19.78 02a57408o0572o 0xc00800        14.0
57408.578470 18.878500      NaN     -52.0     34 o    0    0.92 171.8073 -0.76754  4242.26  8372.86  3.47 3.35  74.1 -0.469    18.73 19.84 02a57408o0614o 0xc00800        14.0
57408.594669 18.944322      NaN      -1.0     32 o    0    1.11 171.8073 -0.76754  5110.89  9544.31  3.59 3.47  36.4 -0.428    18.74 19.92 02a57408o0639o 0xc00800        14.0
57408.616439 19.367717      NaN      19.0     20 o    0    1.45 171.8073 -0.76754  5405.45  7793.65  3.51 3.30  86.9 -0.452    18.89 20.21 02a57408o0671o 0xc00800        14.0
57444.538689 18.452558      NaN      33.0     44 o    0    1.03 171.8073 -0.76754  4743.15  8784.30  3.64 3.48 -82.7 -0.463    18.35 19.22 02a57444o0251o 0xc00800        14.0
57444.581618 18.158337      NaN      95.0     39 o    0    1.20 171.8073 -0.76754  5616.29  7625.09  3.58 3.25 -85.8 -0.480    18.29 19.09 02a57444o0282o 0xc00800        14.0
57445.522336 18.816441      NaN      41.0     27 o    0    1.25 171.8073 -0.76754  4194.25  9052.59  3.47 3.37 -74.9 -0.448    18.74 19.82 02a57445o0622o 0xc00800        14.0
57445.544574 19.212347      NaN       3.0     25 o    0    1.60 171.8073 -0.76754  3907.36  8470.79  3.49 3.31 -62.6 -0.469    18.70 19.76 02a57445o0663o 0xc00900        14.0
57445.566982 19.089302      NaN     -11.0     28 o    0    1.10 171.8073 -0.76754  5090.86  7892.71  3.47 3.17 -80.7 -0.479    18.66 19.68 02a57445o0704o 0xc00900        14.0
57445.589458 19.089302      NaN      -8.0     28 o    0    1.29 171.8073 -0.76754  5344.66  7778.59  3.46 3.13 -81.0 -0.494    18.60 19.59 02a57445o0745o 0xc00900        14.0
57464.468344 19.287255      NaN      18.0     22 o    0    1.42 171.8073 -0.76754  4249.33  8652.98  3.67 3.35 -74.8 -0.475    18.88 20.29 02a57464o0527o 0xc00800        14.0
57464.490847 18.796518      NaN      49.0     25 o    0    1.08 171.8073 -0.76754  3961.67  8070.17  3.68 3.31 -73.2 -0.467    18.88 20.31 02a57464o0570o 0xc00800        14.0
57464.513333 18.967180      NaN      36.0     24 o    0    1.14 171.8073 -0.76754  5126.86  7491.32  3.62 3.21 -79.6 -0.497    18.96 20.48 02a57464o0613o 0xc00800        14.0
57464.536141 19.436675      NaN      15.0     20 o    0    1.29 171.8073 -0.76754  5340.51  7767.82  3.58 3.18 -82.3 -0.484    19.15 20.82 02a57464o0656o 0xc00800        14.0
57472.470768 17.152575      NaN      94.0    140 o    0    0.97 171.8073 -0.76754  4286.80  9008.25  2.83 2.62 -41.3 -0.679    17.44 18.24 02a57472o0495o 0xc00800        14.0
57472.492018 17.546052      NaN     -41.0    116 o    0    1.26 171.8073 -0.76754  3997.13  8425.95  2.97 2.50 -32.6 -0.687    17.54 18.28 02a57472o0534o 0xc00800        14.0
57472.512348 18.005163      NaN    -156.0     76 o    0    1.14 171.8073 -0.76754  5162.08  7847.98  3.66 2.68 -17.9 -0.589    17.64 18.43 02a57472o0571o 0xc00800        14.0
57472.533116 17.976960      NaN     -68.0     78 o    0    1.18 171.8073 -0.76754  5328.40  7775.11  3.55 2.73 -20.7 -0.583    17.60 18.39 02a57472o0606o 0xc00800        14.0
57476.439882 19.256669      NaN    -111.0     24 o    0    5.63 171.8073 -0.76754  4561.76  8675.22  3.66 3.41 -77.7 -0.468    18.97 20.43 02a57476o0454o 0xc00800        14.0
57476.462296 18.511660      NaN      85.0     24 o    0    1.25 171.8073 -0.76754  4272.97  8095.14  3.73 3.41 -75.4 -0.468    18.88 20.34 02a57476o0497o 0xc00800        14.0
57476.484628 18.816441      NaN      50.0     24 o    0    1.30 171.8073 -0.76754  5440.90  7517.15  3.73 3.40 -82.1 -0.462    18.81 20.21 02a57476o0540o 0xc00800        14.0
