Nested Sampling Global Log-Evidence           :   -0.243705718903835455E+01  +/-                         NaN
Nested Importance Sampling Global Log-Evidence:   -0.316240202588137675E+01  +/-    0.102298710644401505E+00

Dim No.       Mean        Sigma
   1    0.108645982755915721E+00    0.123382890493095717E-02
   2   -0.196559097426411888E+02    0.122396857418664198E+00
   3    0.105340531951111904E+01    0.386253655836383018E-02
   4    0.852018838888825014E+00    0.816584255639586920E-01
   5    0.609000793885164024E-02    0.784219674539442268E-03
   6    0.228277365678446875E+01    0.193736794476041438E-02
   7   -0.179387547807138414E+01    0.166305305316895358E+00
   8   -0.783084169217992121E-01    0.316642856615683777E-02
   9   -0.403407221809052174E+01    0.227163280622812769E+00
  10   -0.340091256141229828E-01    0.777857319754132921E-02
  11   -0.656908656947462373E-02    0.484961852026024598E-01
  12   -0.302461152462729754E+00    0.768241585133279253E-01
  13   -0.443165906865809062E-01    0.328961509656795336E-02
  14   -0.105859550910668010E+01    0.177898267137072998E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.108069784917078152E+00
   2   -0.197594192697733568E+02
   3    0.105493700511914867E+01
   4    0.894851528462048962E+00
   5    0.468529356514908908E-02
   6    0.227996138764289658E+01
   7   -0.192146034832917811E+01
   8   -0.769147009894562833E-01
   9   -0.370838688727403065E+01
  10   -0.299419085951248276E-01
  11   -0.368861465002601197E-01
  12   -0.236012513357398146E+00
  13   -0.445397589884188733E-01
  14   -0.105830362753208740E+01

MAP Parameters
Dim No.        Parameter
   1    0.108088211908845475E+00
   2   -0.196228172875072708E+02
   3    0.106095472093645560E+01
   4    0.801205138752615009E+00
   5    0.669712531645884259E-02
   6    0.227960458387165943E+01
   7   -0.193254207116924714E+01
   8   -0.700209844486115729E-01
   9   -0.389707155440861186E+01
  10   -0.296581889049808145E-01
  11    0.113724888052877185E-02
  12   -0.441631331863462928E-01
  13   -0.422614546543783332E-01
  14   -0.106349558914574427E+01
