         MJD         m       dm   uJy  duJy F  err  chi/N        RA      Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs     Mask
57314.596573 18.776955      NaN    55    19 c    0   1.40 121.84722 39.19377  3449.13  2090.82 5.01 3.81 -16.5 -0.451    19.35 21.25 02a57314o0578c 0xc00900
57314.624044 19.569016 0.361912    54    18 c    0   1.29 121.84722 39.19377  3467.22  2097.05 5.01 3.76 -15.3 -0.443    19.37 21.25 02a57314o0610c 0xc00a00
57314.655954 16.397831      NaN   255   249 c    0   1.30 121.84722 39.19377  4902.66   662.27 5.39 3.64  -4.5 -0.487    17.29 17.08 02a57314o0647c 0xc00802
57316.559971 18.990530      NaN    20    24 c    0   1.15 121.84722 39.19377  3473.57  2087.23 5.79 4.23 -11.1 -0.405    19.07 21.02 02a57316o0532c 0xc00800
57316.574862 18.738855      NaN    44    24 c    0   1.19 121.84722 39.19377  3478.33  2086.40 5.64 4.28 -12.9 -0.398    19.12 21.04 02a57316o0555c 0xc00800
57316.601498 19.212347      NaN   -19    25 c    0   1.33 121.84722 39.19377  4904.91   650.02 5.68 4.09  -4.6 -0.457    19.25 21.15 02a57316o0588c 0xc00900
57316.609199 19.183773      NaN    17    20 c    0   1.27 121.84722 39.19377  1189.28 10245.80 4.90 4.08 -55.0 -0.380    19.27 21.16 02a57316o0600c 0xc00800
57316.622774 18.657725      NaN    59    22 c    0   1.43 121.84722 39.19377  4909.73   655.40 5.48 3.91  -4.6 -0.473    19.31 21.15 02a57316o0618c 0xc00900
57316.628572 19.076453      NaN    19    22 c    0   1.00 121.84722 39.19377  1192.70 10249.85 4.80 3.91 -55.5 -0.403    19.31 21.16 02a57316o0627c 0xc00800
57395.460111 19.652575 0.325721    50    15 c    0   1.54 121.84722 39.19377  3152.61  2390.50 4.10 3.60 -24.3 -0.413    19.69 21.65 02a57395o0413c 0xc00900
57395.471961 19.609992      NaN     7    15 c    0   1.48 121.84722 39.19377  7633.97  8677.50 3.78 3.62  72.0 -0.415    19.63 21.60 02a57395o0429c 0xc00900
57395.481686 19.318728      NaN    23    15 c    0   1.23 121.84722 39.19377  3682.78  2971.74 3.95 3.65 -23.5 -0.389    19.68 21.64 02a57395o0442c 0xc00800
57395.500027 19.401649      NaN     0    21 c    0   0.75 121.84722 39.19377  6556.04  9255.58 3.63 3.54  56.1 -0.434    19.67 21.63 02a57395o0468c 0xc00800
57402.456964 19.631075      NaN    -5    17 c    0   1.25 121.84722 39.19377  3184.71  2449.09 4.38 3.78 -18.3 -0.400    19.64 21.68 02a57402o0418c 0xc00900
57402.480599 19.631075      NaN    -2    17 c    0   1.09 121.84722 39.19377  7834.70  8874.03 3.81 3.62  78.4 -0.413    19.64 21.62 02a57402o0449c 0xc00800
57402.489294 19.766969      NaN   -16    15 c    0   1.11 121.84722 39.19377  6987.13  7688.49 3.82 3.45  86.0 -0.416    19.62 21.61 02a57402o0460c 0xc00900
57402.521892 19.038793      NaN    34    18 c    0   1.14 121.84722 39.19377  6690.88  9439.38 4.49 4.14 -66.1 -0.379    19.42 21.52 02a57402o0503c 0xc00900
57403.454389 18.978793 0.198468    93    17 c    0   1.48 121.84722 39.19377  3186.55  2445.57 4.52 3.87 -19.0 -0.404    19.63 21.73 02a57403o0416c 0xc00a00
57403.477744 19.674510 0.288052    49    13 c    0   2.25 121.84722 39.19377  7834.77  8870.79 3.90 3.61  84.7 -0.412    19.65 21.70 02a57403o0447c 0xc00900
57403.487328 19.367717      NaN    20    15 c    0   1.24 121.84722 39.19377  6990.86  7685.83 3.95 3.63 -85.7 -0.401    19.59 21.64 02a57403o0459c 0xc00800
57403.519969 19.569016      NaN    -4    18 c    0   0.82 121.84722 39.19377  6692.17  9434.98 3.83 3.64  84.1 -0.411    19.61 21.63 02a57403o0503c 0xc00800
57420.469972 19.436675      NaN    16    15 c    0   1.00 121.84722 39.19377  6851.45  8146.76 3.86 3.59  86.3 -0.405    19.65 21.70 02a57420o0377c 0xc00900
57420.493586 19.696897      NaN    -3    16 c    0   0.98 121.84722 39.19377  7992.31  7590.48 3.79 3.50  87.6 -0.418    19.60 21.56 02a57420o0412c 0xc00800
57420.499217 19.696897      NaN   -21    16 c    0   1.10 121.84722 39.19377  7825.98  7704.83 3.77 3.47  85.0 -0.415    19.56 21.46 02a57420o0421c 0xc00800
57427.427343 19.401649      NaN    15    16 c    0   1.36 121.84722 39.19377  6880.03  8618.33 3.77 3.53  87.3 -0.423    19.64 21.62 02a57427o0376c 0xc00800
