Nested Sampling Global Log-Evidence           :   -0.160040993403945242E+01  +/-                         NaN
Nested Importance Sampling Global Log-Evidence:   -0.161190240191531453E+01  +/-    0.631307908398716193E-02

Dim No.       Mean        Sigma
   1    0.109209654657193470E+00    0.117334223897344321E-02
   2   -0.185749076540591425E+02    0.245404767863428519E+00
   3    0.995826534960967069E+00    0.524522858877636122E-02
   4    0.152816962368041631E+01    0.467203388813273567E-02
   5    0.728102848724138628E-02    0.109482085664744578E-03
   6    0.167388533732278666E+01    0.596477276070637476E-02
   7   -0.171612263006236332E+01    0.111082957290825887E+00
   8   -0.428993866290611897E-01    0.220448669674710648E-02
   9   -0.246868660985169042E+01    0.150980101741420486E+00
  10   -0.126021670536234726E+00    0.160591269957141604E-01
  11   -0.228811525830630441E-01    0.191467555154220103E-02
  12   -0.260411809841921749E+00    0.912325809726888259E-02
  13   -0.131346460052812558E+00    0.551505966562961837E-02
  14   -0.108987949111076388E+01    0.106421357643631410E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.110197551662318899E+00
   2   -0.185311402294431495E+02
   3    0.993762595574938512E+00
   4    0.153332555101969170E+01
   5    0.736494531232723300E-02
   6    0.167195827277700171E+01
   7   -0.170496092974720104E+01
   8   -0.479355768230942392E-01
   9   -0.253251702894149933E+01
  10   -0.133460726896567072E+00
  11   -0.218083846983123490E-01
  12   -0.257466420400945029E+00
  13   -0.133700761397181123E+00
  14   -0.109329373767678906E+01

MAP Parameters
Dim No.        Parameter
   1    0.110113907212423340E+00
   2   -0.183983228817797198E+02
   3    0.995043295315585996E+00
   4    0.153820614572520298E+01
   5    0.709722604750947714E-02
   6    0.166370587777045276E+01
   7   -0.171477870998905035E+01
   8   -0.411728636995975020E-01
   9   -0.252193350887933443E+01
  10   -0.163942888810924808E+00
  11   -0.230819805648007186E-01
  12   -0.258652571980420187E+00
  13   -0.142520528353349302E+00
  14   -0.109007348417273442E+01
