         MJD         m       dm   uJy  duJy F  err  chi/N        RA      Dec        x        y   maj  min   phi  apfit  mag5sig   Sky            Obs  __tmp_SN
57232.339583 18.438271      NaN  -207    51 o    0   1.37 278.35102 44.08991   495.61  2105.76  4.10 3.66 -55.4 -0.433    17.91 18.84 02a57232o0117o -4.058824
57232.340304 17.858399      NaN    -6    87 o    0   1.45 278.35102 44.08991  9992.16  2149.21  3.82 3.47  74.2 -0.500    17.46 18.01 02a57232o0118o -0.068966
57232.343941 13.973900      NaN  -653  3114 o    0   1.24 278.35102 44.08991  9993.05  2149.80  3.94 3.60  75.9 -0.409    15.51 15.58 02a57232o0123o -0.209698
57232.344642 16.606236      NaN   101   242 o    0   0.96 278.35102 44.08991   497.90  2106.76  4.07 3.65 -59.0 -0.431    16.74 17.28 02a57232o0124o  0.417355
57232.361502 17.643932      NaN     0   106 o    0   1.77 278.35102 44.08991  8839.93  9698.86  3.98 3.58 -89.4 -0.472    16.63 17.66 02a57232o0144o  0.000000
57232.384782 17.411259      NaN    40   118 o    0   1.41 278.35102 44.08991  8829.86  9703.56  3.86 3.58 -78.0 -0.465    18.03 18.86 02a57232o0174o  0.338983
57300.253797 18.467034      NaN     2    49 o    0   0.92 278.35102 44.08991 10124.20  8510.88  4.57 3.73  87.7 -0.485    18.46 19.98 02a57300o0135o  0.040816
57300.271848 18.267867      NaN    23    52 o    0   0.85 278.35102 44.08991  8682.84  9920.94  4.60 3.70 -79.6 -0.478    18.47 20.01 02a57300o0191o  0.442308
57300.276416 17.647352      NaN    89    76 o    0   0.98 278.35102 44.08991 10187.28   224.55  5.45 3.70  27.2 -0.441    18.49 20.01 02a57300o0205o  1.171053
57300.287943 18.424171      NaN    44    37 o    0   1.10 278.35102 44.08991  8685.78  9920.08  4.56 3.62 -78.0 -0.474    18.78 20.34 02a57300o0241o  1.189189
57300.292558 18.267867      NaN    17    54 o    0   0.99 278.35102 44.08991 10186.73   225.30  5.38 3.83  27.1 -0.446    18.84 20.44 02a57300o0255o  0.314815
57302.258111 18.558199      NaN    53    28 o    0   1.40 278.35102 44.08991  8677.16  9918.68  5.19 4.02 -78.4 -0.483    18.99 20.74 02a57302o0114o  1.892857
57302.274821 18.786693      NaN    15    32 o    0   1.08 278.35102 44.08991  8673.66  9918.89  5.13 4.08 -79.3 -0.477    19.00 20.78 02a57302o0140o  0.468750
57302.277397 18.208845      NaN    54    45 o    0   1.67 278.35102 44.08991 10164.71   228.85  6.70 4.33  28.7 -0.360    19.01 20.79 02a57302o0144o  1.200000
57302.293532 18.330283      NaN    31    46 o    0   1.62 278.35102 44.08991 10173.57   226.93  6.52 4.31  29.6 -0.377    19.02 20.78 02a57302o0169o  0.673913
57320.197516 17.473643      NaN   -93   124 o    0   0.92 278.35102 44.08991   685.16  8491.99  4.53 3.74 -55.5 -0.493    17.90 18.47 02a57320o0027o -0.750000
57320.198160 17.858399      NaN    -3    87 o    0   1.09 278.35102 44.08991 10181.33  8545.77  4.14 3.55  73.7 -0.534    18.02 18.72 02a57320o0028o -0.034483
57320.211640 18.550302      NaN   -34    46 o    0   1.16 278.35102 44.08991   678.22  8484.90  5.04 3.56 -55.7 -0.460    18.30 19.36 02a57320o0049o -0.739130
57320.213633 18.273950      NaN    34    48 o    0   1.08 278.35102 44.08991 10176.49  8541.82  4.34 3.55  74.7 -0.530    18.42 19.58 02a57320o0052o  0.708333
57320.231691 18.417189      NaN   -51    52 o    0   0.81 278.35102 44.08991  8736.31  9947.21  5.00 3.58 -89.4 -0.447    18.37 19.51 02a57320o0080o -0.980769
57320.242019 18.034118      NaN  -144    74 o    0   1.25 278.35102 44.08991 10241.87   248.59  7.76 4.48  31.8 -0.366    18.21 19.33 02a57320o0096o -1.945946
57320.258082 18.311179      NaN    13    53 o    0   1.02 278.35102 44.08991  8723.26  9941.11  5.15 3.78 -89.3 -0.447    18.26 19.40 02a57320o0121o  0.245283
57320.267073 17.841885      NaN    10    85 o    0   1.18 278.35102 44.08991 10233.83   244.33  8.16 4.79  27.8 -0.299    18.14 19.27 02a57320o0135o  0.117647
57324.215885 18.590371      NaN    22    37 o    0   1.08 278.35102 44.08991 10189.19  8542.33  4.74 3.69  81.4 -0.484    18.83 20.42 02a57324o0072o  0.594595
