Nested Sampling Global Log-Evidence           :   -0.910721142627339297E+01  +/-    0.318945589747787694E+00
Nested Importance Sampling Global Log-Evidence:   -0.139150663542567514E+02  +/-    0.438547320052262921E-01

Dim No.       Mean        Sigma
   1    0.101703675267867250E+00    0.406809253151166755E-01
   2   -0.137408029467598958E+02    0.315007255253619434E+01
   3    0.662561902081619025E+00    0.211173683995444422E+00
   4    0.150689459271621473E+01    0.194036974856331812E+00
   5    0.119773282956204853E-01    0.320898444320289909E-02
   6    0.151634116132477748E+01    0.200119156302006690E+00
   7   -0.177339332875427091E+01    0.407651103987385577E+00
   8   -0.307423860410397298E-02    0.504375225328440105E-01
   9   -0.262337093375303310E+01    0.330036669568382468E+01
  10   -0.143586170844608951E+00    0.149643526923122133E+00
  11   -0.607681434781555257E-01    0.131549006110713768E+00
  12   -0.240828130645841354E+00    0.185233317422013460E+00
  13   -0.124445693739614491E+00    0.189203763480512488E+00
  14   -0.107088576013256520E+01    0.597077967631298723E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.765578726264531384E-01
   2   -0.123453972230105826E+02
   3    0.821369743972812039E+00
   4    0.143523134818017262E+01
   5    0.117368961007108790E-01
   6    0.164074373029065712E+01
   7   -0.261672272962945129E+01
   8    0.342022824889763183E-01
   9   -0.312642465452715079E+01
  10   -0.309881567316204143E+00
  11    0.285202603052434264E-01
  12   -0.163700488642443298E+00
  13   -0.246688092343994719E+00
  14   -0.101306960259770618E+01

MAP Parameters
Dim No.        Parameter
   1    0.765578726264531384E-01
   2   -0.123453972230105826E+02
   3    0.821369743972812039E+00
   4    0.143523134818017262E+01
   5    0.117368961007108790E-01
   6    0.164074373029065712E+01
   7   -0.261672272962945129E+01
   8    0.342022824889763183E-01
   9   -0.312642465452715079E+01
  10   -0.309881567316204143E+00
  11    0.285202603052434264E-01
  12   -0.163700488642443298E+00
  13   -0.246688092343994719E+00
  14   -0.101306960259770618E+01
