Nested Sampling Global Log-Evidence           :   -0.416440751307568178E+02  +/-                         NaN
Nested Importance Sampling Global Log-Evidence:   -0.423425656229332361E+02  +/-    0.101203174501898127E+00

Dim No.       Mean        Sigma
   1    0.350243978414036816E-01    0.498433931435962336E-02
   2   -0.431580480329738592E+01    0.366901948348224566E-01
   3   -0.122156374786807520E+00    0.294998538905191267E-01
   4    0.597673199690934243E+00    0.111490809506318341E-01
   5    0.911860915532916941E-02    0.151977208157715211E-02
   6    0.100753872678555711E+01    0.824712850355468520E-02
   7   -0.180186001553547559E+01    0.148682904650010939E+00
   8   -0.120401503037124172E+00    0.206041547895938933E-01
   9   -0.218797816212116247E+01    0.132581752516555174E+01
  10   -0.303277283648983709E+00    0.101717243931225637E+00
  11   -0.193382915271840990E-01    0.660230918676920492E-01
  12   -0.283134199674914544E+00    0.105123418589960702E+00
  13   -0.133313232370262769E+00    0.663646626998405237E-01
  14   -0.104829837047721131E+01    0.133002202691573420E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.368457246639502661E-01
   2   -0.427202611307291580E+01
   3   -0.157390519599397816E+00
   4    0.580766170017264383E+00
   5    0.109342158245708913E-01
   6    0.101208925508217007E+01
   7   -0.185636275422102703E+01
   8   -0.144539284275333357E+00
   9   -0.859299331225835683E+00
  10   -0.303311005283465607E+00
  11   -0.801762077922355543E-01
  12   -0.277827255391428551E+00
  13   -0.136136517168000737E+00
  14   -0.102882572138384387E+01

MAP Parameters
Dim No.        Parameter
   1    0.287450179122548388E-01
   2   -0.425715116345181510E+01
   3   -0.747882277404525175E-01
   4    0.604653401976465887E+00
   5    0.884034341760068371E-02
   6    0.998667472026872227E+00
   7   -0.180205905864175375E+01
   8   -0.889517194362142438E-01
   9   -0.473790012005748107E+00
  10   -0.256178279358255712E+00
  11   -0.316610087863804651E-01
  12   -0.235611899707189099E+00
  13   -0.122141875056898982E+00
  14   -0.104330452700204623E+01
