Nested Sampling Global Log-Evidence           :   -0.448774507527234832E+02  +/-    0.482542231350180872E+00
Nested Importance Sampling Global Log-Evidence:   -0.503161246803330116E+02  +/-    0.369484111827589751E-01

Dim No.       Mean        Sigma
   1    0.117093581076681955E+00    0.332655769984269920E-01
   2   -0.261511137059793342E+02    0.273110892004647576E+01
   3    0.112028636337345278E+01    0.554324406042456738E-01
   4    0.139331139817749317E+01    0.202211998960764222E+00
   5    0.707225862014457425E-02    0.242914093202222219E-02
   6    0.175134008792383278E+01    0.552287558645124799E-01
   7   -0.170472005918993585E+01    0.435791426027250905E+00
   8   -0.100817547682242201E+00    0.354896747677835717E-01
   9   -0.501429358398471781E+01    0.288396460186440562E+01
  10    0.238194187698673090E-02    0.852124828335015794E-01
  11   -0.100260617517333644E+00    0.127393048935893510E+00
  12   -0.146283536289951666E+00    0.219800331942757221E+00
  13   -0.122354287789976493E+00    0.743838639762714193E-01
  14   -0.107180365621908358E+01    0.599860439694716724E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.119130849799250149E+00
   2   -0.269525270160013548E+02
   3    0.108991398456803279E+01
   4    0.147189491543924711E+01
   5    0.893732167978478036E-02
   6    0.177493977588269880E+01
   7   -0.123911516558805590E+01
   8   -0.160961583983675882E+00
   9   -0.793038115156095103E+01
  10   -0.413200838598458686E-01
  11   -0.820327539181224391E-01
  12   -0.312903355033612773E+00
  13   -0.112561072544123925E+00
  14   -0.100502394606676426E+01

MAP Parameters
Dim No.        Parameter
   1    0.119130849799250149E+00
   2   -0.269525270160013548E+02
   3    0.108991398456803279E+01
   4    0.147189491543924711E+01
   5    0.893732167978478036E-02
   6    0.177493977588269880E+01
   7   -0.123911516558805590E+01
   8   -0.160961583983675882E+00
   9   -0.793038115156095103E+01
  10   -0.413200838598458686E-01
  11   -0.820327539181224391E-01
  12   -0.312903355033612773E+00
  13   -0.112561072544123925E+00
  14   -0.100502394606676426E+01
