         MJD         m       dm      uJy  duJy F  err      chi/N       RA      Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs     Mask  uJy_offset
57247.246722 17.500233      NaN    -30.0   121 c    0       1.06 219.7115 14.74058  3088.32  9732.38 3.96 3.82  -6.0 -0.413    17.91 19.27 02a57247o0022c 0xc00800        34.0
57247.248853 16.508379      NaN     48.0   297 c    0       1.35 219.7115 14.74058  3087.64  9731.58 3.88 3.78 -23.4 -0.404    16.52 17.87 02a57247o0025c 0xc00802        34.0
57247.256091 16.616790 0.176316    853.0   133 c    0      10.14 219.7115 14.74058  8720.78    37.25 4.29 3.79  13.6 -0.456    19.12 20.96 02a57247o0035c 0xc00901        34.0
57247.271259 20.594452      NaN  -2354.0     7 c    0 3239498.51 219.7115 14.74058  8727.81    36.53 4.17 3.79  12.4 -0.466    18.20 19.99 02a57247o0056c 0xc00801        34.0
57247.298182 19.169763      NaN     16.0    26 c    0       1.04 219.7115 14.74058  7244.00  1503.65 4.17 3.92  -2.2 -0.441    19.18 21.13 02a57247o0093c 0xc00800        34.0
57247.298830 18.910912      NaN    -27.0    33 c    0       0.98 219.7115 14.74058  7243.82  1503.77 4.07 3.88   1.2 -0.429    18.84 20.75 02a57247o0094c 0xc00800        34.0
57248.244229 17.858399      NaN      7.0    87 c    0       0.99 219.7115 14.74058  3079.29  9718.97 4.23 4.09 -21.5 -0.405    17.82 19.13 02a57248o0010c 0xc00800        34.0
57248.246969 19.256669      NaN     10.0    24 c    0       1.24 219.7115 14.74058  3079.23  9718.25 4.10 3.96 -34.2 -0.410    19.02 20.63 02a57248o0014c 0xc00800        34.0
57248.277404 19.212347      NaN     52.0    19 c    0       1.17 219.7115 14.74058  7229.08  1491.19 4.30 3.98   0.5 -0.426    19.40 21.40 02a57248o0057c 0xc00800        34.0
57248.298028 19.241693      NaN     53.0    18 c    0       1.02 219.7115 14.74058  7226.23  1492.34 4.16 3.93   1.8 -0.423    19.43 21.39 02a57248o0085c 0xc00800        34.0
57250.282178 19.212347      NaN     20.0    25 c    0       0.97 219.7115 14.74058  7219.01  1500.01 4.13 4.00 -11.4 -0.431    19.16 21.08 02a57250o0035c 0xc00800        34.0
57250.301441 18.967180      NaN     50.0    26 c    0       1.02 219.7115 14.74058  7220.82  1500.52 4.02 3.88  -8.2 -0.431    18.90 20.75 02a57250o0062c 0xc00800        34.0
57436.463900 18.438271      NaN    -64.0    51 c    0       0.96 219.7115 14.74058  8031.82   829.04 4.82 4.02  13.0 -0.421    18.37 19.48 02a57436o0416c 0xc00900        34.0
57436.477471 18.649074      NaN     12.0    42 c    0       1.19 219.7115 14.74058  8308.11  1415.70 4.45 3.87  18.8 -0.430    18.49 19.61 02a57436o0439c 0xc00800        34.0
57436.491088 18.978793      NaN    -27.0    31 c    0       1.50 219.7115 14.74058  7156.28  2012.93 4.30 3.77   8.4 -0.411    18.56 19.71 02a57436o0462c 0xc00800        34.0
57436.504688 18.847027      NaN    -13.0    35 c    0       0.96 219.7115 14.74058  6893.94  1823.19 4.25 3.73   8.8 -0.423    18.66 19.84 02a57436o0485c 0xc00800        34.0
57451.569565 19.766969      NaN     16.0    15 c    0       1.01 219.7115 14.74058  2227.14 10290.63 4.06 3.83 -42.2 -0.381    19.62 21.55 02a57451o0674c 0xc00800        34.0
57452.635771 19.841877      NaN      8.0    14 c    0       1.09 219.7115 14.74058  2743.85 10259.86 3.87 3.69   4.7 -0.396    19.67 21.62 02a57452o0741c 0xc00800        34.0
57452.658164 19.169763      NaN     -2.0    26 c    0       0.99 219.7115 14.74058  2444.90  9675.30 3.91 3.82  -6.3 -0.410    18.95 20.29 02a57452o0784c 0xc00800        34.0
57455.571740 19.014394      NaN    -79.0    30 c    0       1.30 219.7115 14.74058  2209.72 10454.12 4.01 3.83 -21.6 -0.376    18.88 20.80 02a57455o0650c 0xc00800        34.0
57460.607794 19.766969      NaN     17.0    15 c    0       1.11 219.7115 14.74058  2877.59 10040.21 3.85 3.77 -10.9 -0.398    19.69 21.68 02a57460o0783c 0xc00800        34.0
57460.630265 19.922338      NaN     34.0    13 c    0       1.15 219.7115 14.74058  2575.30  9456.52 3.81 3.73 -45.0 -0.419    19.66 21.66 02a57460o0826c 0xc00800        34.0
57460.653055 19.454622      NaN      5.0    20 c    0       0.96 219.7115 14.74058  3744.28  8864.30 3.65 3.57 -62.9 -0.430    19.13 20.57 02a57460o0869c 0xc00800        34.0
57479.502095 19.696897      NaN     -8.0    16 c    0       1.05 219.7115 14.74058  2351.38 10103.21 3.98 3.78 -36.7 -0.399    19.54 21.38 02a57479o0510c 0xc00800        34.0
57480.562309 19.696897      NaN     -3.0    16 c    0       1.25 219.7115 14.74058  2576.08 10074.09 4.02 3.67   0.5 -0.427    19.48 21.30 02a57480o0700c 0xc00800        34.0
57480.585880 19.569016      NaN      3.0    18 c    0       0.81 219.7115 14.74058  2274.34  9491.84 3.73 3.64  -0.1 -0.420    19.47 21.21 02a57480o0745c 0xc00800        34.0
57480.609674 19.696897      NaN     -1.0    16 c    0       1.26 219.7115 14.74058  3442.98  8898.94 3.65 3.61 -56.1 -0.429    19.42 21.15 02a57480o0790c 0xc00800        34.0
57480.633345 19.766969      NaN    -29.0    15 c    0       1.55 219.7115 14.74058  3708.96  8840.90 3.66 3.61 -50.9 -0.427    19.26 20.86 02a57480o0835c 0xc00800        34.0
57487.477483 19.696897      NaN    -14.0    16 c    0       1.02 219.7115 14.74058  2039.96 10381.68 4.00 3.88 -16.5 -0.384    19.63 21.63 02a57487o0515c 0xc00800        34.0
57490.480750 19.569016      NaN    -51.0    18 c    0       0.99 219.7115 14.74058  2625.23  9905.20 5.95 3.94   0.3 -0.361    19.35 21.59 02a57490o0566c 0xc00900        34.0
57490.500184 19.401649      NaN     -5.0    21 c    0       1.00 219.7115 14.74058  2339.63  9323.49 5.92 3.84  -0.9 -0.386    19.33 21.52 02a57490o0598c 0xc00800        34.0
57490.519788 19.696897      NaN      1.0    16 c    0       0.97 219.7115 14.74058  3486.34  8734.81 3.81 3.69   9.2 -0.409    19.54 21.45 02a57490o0632c 0xc00800        34.0
57490.539638 19.841877      NaN      5.0    14 c    0       1.15 219.7115 14.74058  3717.13  8835.57 3.75 3.70  43.5 -0.414    19.54 21.43 02a57490o0666c 0xc00800        34.0
57491.477718 18.847027      NaN    -98.0    35 c    0       1.13 219.7115 14.74058  3044.25  9919.03 6.20 4.40  -2.4 -0.339    18.62 20.79 02a57491o0481c 0xc00800        34.0
57491.497520 19.256669      NaN    -10.0    24 c    0       1.14 219.7115 14.74058  2740.04  9338.19 6.60 4.78  -4.8 -0.325    18.99 21.29 02a57491o0514c 0xc00900        34.0
57491.517385 19.302877      NaN    -14.0    23 c    0       0.80 219.7115 14.74058  3900.62  8750.28 4.17 4.06 -57.9 -0.390    19.10 21.03 02a57491o0547c 0xc00800        34.0
57537.400019 19.454622      NaN    -15.0    20 c    0       1.06 219.7115 14.74058  7481.17   224.60 5.00 3.81  13.0 -0.482    19.67 21.76 02a57537o0329c 0xc00800        34.0
57537.402072 19.766969      NaN     -2.0    15 c    0       1.20 219.7115 14.74058  1859.65  9894.83 4.11 3.91 -36.9 -0.400    19.63 21.72 02a57537o0332c 0xc00900        34.0
57537.407499 19.529530      NaN     42.0    16 c    0       1.10 219.7115 14.74058  1918.13  9973.30 4.12 3.90 -40.0 -0.397    19.63 21.69 02a57537o0343c 0xc00800        34.0
57537.412826 19.401649      NaN     46.0    17 c    0       0.89 219.7115 14.74058  1937.76  9853.20 4.07 3.86 -42.1 -0.404    19.62 21.68 02a57537o0354c 0xc00800        34.0
57537.419140 19.454622      NaN    -21.0    20 c    0       1.12 219.7115 14.74058  7522.70   264.83 5.03 3.83  13.1 -0.466    19.65 21.73 02a57537o0367c 0xc00800        34.0
57537.428645 19.510313      NaN     -8.0    19 c    0       0.99 219.7115 14.74058  7544.39   145.40 5.06 3.77  11.6 -0.475    19.64 21.71 02a57537o0386c 0xc00800        34.0
57537.431387 19.696897      NaN    -11.0    16 c    0       0.94 219.7115 14.74058  1902.20  9912.75 4.13 3.85 -42.4 -0.405    19.61 21.66 02a57537o0390c 0xc00800        34.0
57537.437412 19.401649      NaN    -35.0    21 c    0       0.85 219.7115 14.74058  7508.02   202.54 5.10 3.86  11.4 -0.473    19.63 21.72 02a57537o0399c 0xc00800        34.0
57543.374248 19.696897      NaN     17.0    16 c    0       1.02 219.7115 14.74058  1875.10  8573.34 4.07 3.70 -57.7 -0.429    19.58 21.67 02a57543o0302c 0xc00800        34.0
