Nested Sampling Global Log-Evidence           :   -0.154014899459653325E+02  +/-    0.395975107628427914E+00
Nested Importance Sampling Global Log-Evidence:   -0.195907379989858654E+02  +/-    0.433808044365409651E-01

Dim No.       Mean        Sigma
   1    0.927994236524049831E-01    0.354974213857104995E-01
   2   -0.224360087410695854E+02    0.230325562213116264E+01
   3    0.852520598545837505E+00    0.128309960720545624E+00
   4    0.119754185409902192E+01    0.274119669917393116E+00
   5    0.920361189005146525E-02    0.376161477340443808E-02
   6    0.187101072973962279E+01    0.582782746059954185E-01
   7   -0.175901474190706852E+01    0.432837011195726318E+00
   8   -0.348097306765441164E-01    0.451505706694003139E-01
   9   -0.321331582303173890E+01    0.252558944861115675E+01
  10   -0.120688892515384755E+00    0.128508568460422856E+00
  11   -0.749190951202145516E-01    0.147237344338377041E+00
  12   -0.239574749457316216E+00    0.222330938658662186E+00
  13   -0.148464298511629733E+00    0.786778554908921374E-01
  14   -0.106144509339981363E+01    0.539161797663987585E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.595390653152555807E-01
   2   -0.235432843103791356E+02
   3    0.801526701970698419E+00
   4    0.135346593405683135E+01
   5    0.912459871052421871E-02
   6    0.199300444878583694E+01
   7   -0.209302431091243824E+01
   8   -0.238288036720548102E-01
   9   -0.257012550216131475E+01
  10   -0.136866086795369796E+00
  11    0.148256083727849389E-01
  12   -0.194113336063458014E+00
  13   -0.281254114416259415E+00
  14   -0.116713928742176098E+01

MAP Parameters
Dim No.        Parameter
   1    0.595390653152555807E-01
   2   -0.235432843103791356E+02
   3    0.801526701970698419E+00
   4    0.135346593405683135E+01
   5    0.912459871052421871E-02
   6    0.199300444878583694E+01
   7   -0.209302431091243824E+01
   8   -0.238288036720548102E-01
   9   -0.257012550216131475E+01
  10   -0.136866086795369796E+00
  11    0.148256083727849389E-01
  12   -0.194113336063458014E+00
  13   -0.281254114416259415E+00
  14   -0.116713928742176098E+01
