Nested Sampling Global Log-Evidence           :   -0.104804032573318473E+01  +/-                         NaN
Nested Importance Sampling Global Log-Evidence:   -0.105924554686612482E+01  +/-    0.729165827725128043E-02

Dim No.       Mean        Sigma
   1    0.100410300784106357E+00    0.653783027638818286E-02
   2   -0.950199363099473260E+01    0.118495215134320198E+01
   3    0.767982116224877776E+00    0.789925226414898152E-01
   4    0.113136722825662117E+01    0.465217719774141253E-01
   5    0.755811959758361050E-02    0.467213964656784263E-03
   6    0.176703119335914072E+01    0.928675017219478087E-02
   7   -0.171492544583447759E+01    0.155360569144643273E+00
   8   -0.255925156427732892E+00    0.127307551438378252E-01
   9   -0.530442642368352768E+01    0.148607893595837437E+01
  10   -0.161420593201308193E+00    0.485754910364281992E-01
  11   -0.747177411176303957E-01    0.331644411423668503E-01
  12   -0.183613026952183206E+00    0.779357372876955806E-01
  13   -0.131935733270966415E+00    0.215794977071545151E-01
  14   -0.106944327040451959E+01    0.384851202734146905E-02

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.979502739585256382E-01
   2   -0.812678988731986252E+01
   3    0.922016907532077545E+00
   4    0.118123266518864178E+01
   5    0.701675376704859622E-02
   6    0.175543557277721951E+01
   7   -0.158019079108506921E+01
   8   -0.274951394611982258E+00
   9   -0.501065049037558108E+01
  10   -0.168295045908363528E+00
  11   -0.856075653463412023E-01
  12   -0.205929108990298454E+00
  13   -0.960058439151700582E-01
  14   -0.106868270465180060E+01

MAP Parameters
Dim No.        Parameter
   1    0.107214398221915572E+00
   2   -0.893804751950167642E+01
   3    0.665717539680295345E+00
   4    0.113271068701568334E+01
   5    0.683166505853595538E-02
   6    0.177756282970358193E+01
   7   -0.170064658940923330E+01
   8   -0.276766607038065271E+00
   9   -0.379583702576642246E+01
  10   -0.177635096101221551E+00
  11   -0.358921193802830482E-01
  12   -0.202588496089693676E+00
  13   -0.139685539159040945E+00
  14   -0.106503141262849521E+01
