         MJD         m       dm    uJy  duJy F  err  chi/N        RA       Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs     Mask  uJy_offset
57333.255651 19.510313      NaN   -9.5    19 c    0   0.90 325.65853 -31.46269  8454.12  7405.01 4.13 3.88  82.9 -0.384    19.30 21.20 02a57333o0115c 0xc00800        -0.5
57333.275759 19.454622      NaN   -6.5    20 c    0   0.97 325.65853 -31.46269  8457.42  7405.52 4.18 3.93  89.1 -0.380    19.26 21.17 02a57333o0144c 0xc00800        -0.5
57370.195230 18.147425      NaN   28.5    57 c    0   1.20 325.65853 -31.46269  8948.85  6888.92 4.15 3.73  83.0 -0.461    18.09 18.86 02a57370o0028c 0xc00800        -0.5
57639.384645 19.318728      NaN   19.5    16 c    0   1.04 325.65853 -31.46269  8795.08  5591.68 3.88 3.44  81.7 -0.418    19.47 21.32 02a57639o0256c 0xc00800        -0.5
57639.398806 19.631075      NaN  -14.5    17 c    0   1.14 325.65853 -31.46269  8778.12  5552.69 3.92 3.47  81.8 -0.417    19.44 21.28 02a57639o0284c 0xc00800        -0.5
57659.353646 19.491430      NaN    0.5    19 c    0   1.00 325.65853 -31.46269   110.87  8648.66 3.86 3.39  25.5 -0.410    19.38 21.19 02a57659o0214c 0xc00800        -0.5
57659.368433 19.454622      NaN  -22.5    20 c    0   1.10 325.65853 -31.46269    97.34  8607.54 3.86 3.40  28.4 -0.401    19.35 21.14 02a57659o0243c 0xc00800        -0.5
57659.369947 18.847027      NaN   50.5    18 c    0   1.09 325.65853 -31.46269  9948.24  8676.28 3.61 3.15 -63.0 -0.434    19.39 21.19 02a57659o0246c 0xc00800        -0.5
57659.383231 19.351140      NaN  -21.5    22 c    0   0.67 325.65853 -31.46269   149.30  8684.24 3.88 3.34  30.6 -0.406    19.32 21.10 02a57659o0272c 0xc00900        -0.5
57659.384764 19.089302      NaN   29.5    18 c    0   1.29 325.65853 -31.46269  9933.43  8636.21 3.63 3.18 -60.5 -0.436    19.36 21.15 02a57659o0275c 0xc00800        -0.5
57659.399652 19.401649      NaN  -18.5    21 c    0   0.99 325.65853 -31.46269  9986.54  8712.02 3.56 3.12 -59.4 -0.443    19.34 21.10 02a57659o0304c 0xc00800        -0.5
57667.346478 19.401649      NaN  -12.5    21 c    0   0.92 325.65853 -31.46269  6506.02  8531.57 3.95 3.79  66.8 -0.404    19.33 21.18 02a57667o0265c 0xc00800        -0.5
57667.361411 19.212347      NaN   17.5    19 c    0   1.01 325.65853 -31.46269  6492.43  8492.09 3.93 3.78  69.0 -0.400    19.34 21.20 02a57667o0294c 0xc00800        -0.5
57687.276160 19.569016      NaN  -21.5    18 c    0   1.00 325.65853 -31.46269  9414.20  8911.19 3.65 3.36 -76.4 -0.402    19.35 21.04 02a57687o0178c 0xc00800        -0.5
57687.288168 19.436675      NaN    3.5    19 c    0   1.08 325.65853 -31.46269  9382.97  8871.38 3.65 3.41 -78.2 -0.405    19.39 21.08 02a57687o0202c 0xc00900        -0.5
57687.300188 19.491430      NaN    3.5    18 c    0   1.09 325.65853 -31.46269  9451.07  8950.36 3.68 3.36 -73.0 -0.405    19.39 21.10 02a57687o0226c 0xc00800        -0.5
