Nested Sampling Global Log-Evidence           :   -0.753209192657961601E+00  +/-                         NaN
Nested Importance Sampling Global Log-Evidence:   -0.765082996530971893E+00  +/-    0.226821469802920405E-02

Dim No.       Mean        Sigma
   1    0.119372149908349868E-01    0.387460436884727458E-02
   2   -0.443640740839070080E+01    0.133166277788127368E+00
   3   -0.292124034126397571E-01    0.333552264419136532E-01
   4    0.827108752903236155E+00    0.696183360471257229E-01
   5    0.148788640208181566E-01    0.542848916846555454E-03
   6    0.122726758605692710E+01    0.387679466006642937E-01
   7   -0.281619108460285794E+01    0.267420947199898014E-01
   8   -0.540649710958181276E-01    0.453947717344391835E-01
   9   -0.320018719627445059E+01    0.131126963955646136E+01
  10   -0.177722329987763383E+00    0.997003255930535744E-02
  11   -0.616295518288165686E-01    0.449184133575403766E-01
  12   -0.450142140947100630E-01    0.184979423978419155E-01
  13   -0.142859459995166860E+00    0.182174120743314669E-01
  14   -0.123184225106346990E+01    0.793532063634563856E-02

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.138502644552808626E-01
   2   -0.444064266934956109E+01
   3   -0.462983960444647985E-01
   4    0.766266845841981681E+00
   5    0.144060190996730050E-01
   6    0.126225037317555433E+01
   7   -0.286542729700916521E+01
   8   -0.391141674042293358E-01
   9   -0.344714298747545467E+01
  10   -0.178708489246365343E+00
  11   -0.487330612003873259E-01
  12   -0.810775716123759704E-01
  13   -0.189584115330738379E+00
  14   -0.124196648021513045E+01

MAP Parameters
Dim No.        Parameter
   1    0.980747941446863218E-02
   2   -0.454908374941573701E+01
   3    0.135945744980353056E-01
   4    0.889334909842556143E+00
   5    0.146646118827462191E-01
   6    0.130445154343516267E+01
   7   -0.275466131118019053E+01
   8   -0.131624084068783648E-01
   9   -0.386648188317437924E+01
  10   -0.188039396574258472E+00
  11   -0.568403804252386527E-01
  12   -0.458512740859833220E-01
  13   -0.182030003786413014E+00
  14   -0.123136780429115711E+01
