Nested Sampling Global Log-Evidence           :   -0.141862893860657202E+01  +/-                         NaN
Nested Importance Sampling Global Log-Evidence:   -0.183691327907304469E+01  +/-    0.548290251640957682E-01

Dim No.       Mean        Sigma
   1    0.339717913993526910E-01    0.125888780542188780E-02
   2   -0.953036071708389265E+01    0.198848879399339713E-01
   3    0.380093738056153208E+00    0.534396001410196355E-02
   4    0.774745157763494841E+00    0.160465413737264397E-01
   5    0.966696012115062474E-02    0.693725806846853723E-03
   6    0.189814779300663483E+01    0.155506450776225053E-02
   7   -0.171520282638287380E+01    0.148340599743219781E+00
   8   -0.259420350633071339E+00    0.199510271518027254E-02
   9   -0.177296129546000492E+01    0.634808807712300971E-01
  10   -0.187145122278972488E-01    0.659564769858149002E-02
  11   -0.743726681535824136E-01    0.203059650376208600E-01
  12   -0.198164584148062345E+00    0.277119921543394626E-01
  13   -0.222322737993398439E+00    0.425935762640221403E-02
  14   -0.113008349483586867E+01    0.190599382420852011E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.350920491793404107E-01
   2   -0.951551691304389280E+01
   3    0.384512433342033277E+00
   4    0.768822195665737840E+00
   5    0.101645416398267081E-01
   6    0.189873123035903557E+01
   7   -0.192630167799732721E+01
   8   -0.258976417770217682E+00
   9   -0.159752176734287632E+01
  10   -0.155959102150412324E-01
  11   -0.532340534943558513E-01
  12   -0.165391407816071923E+00
  13   -0.220324303903314256E+00
  14   -0.109741807175503436E+01

MAP Parameters
Dim No.        Parameter
   1    0.370331898280370220E-01
   2   -0.952309963738469634E+01
   3    0.378951368570807356E+00
   4    0.772366943723933996E+00
   5    0.950545678845711103E-02
   6    0.189997168411194473E+01
   7   -0.150346014098817227E+01
   8   -0.263048657554963317E+00
   9   -0.181607067815637380E+01
  10   -0.137377566564244567E-01
  11   -0.489561644080683395E-01
  12   -0.232109034643588286E+00
  13   -0.215224943580309552E+00
  14   -0.112218201457430133E+01
