Nested Sampling Global Log-Evidence           :   -0.210542629521149323E+02  +/-    0.225017544093353422E+00
Nested Importance Sampling Global Log-Evidence:   -0.262823868697609981E+02  +/-    0.451581262291457786E-01

Dim No.       Mean        Sigma
   1    0.604149070166699678E-01    0.499983430871333012E-01
   2   -0.166627051096714673E+02    0.616285278129913650E+01
   3    0.670136316825052925E+00    0.229667546453120208E+00
   4    0.102363344232103404E+01    0.345476343612900472E+00
   5    0.991335310536896677E-02    0.472106584898932587E-02
   6    0.123618330883499317E+01    0.324800726394894268E+00
   7   -0.169354842668281957E+01    0.394220122895327096E+00
   8   -0.923450174118113920E-01    0.891279906722558801E-01
   9   -0.196247036809150677E+01    0.350661615673402327E+01
  10   -0.212318664903300508E+00    0.152637096690110691E+00
  11   -0.983957105321275755E-01    0.142079225994220792E+00
  12   -0.217226534221736101E+00    0.253443565733529330E+00
  13   -0.176521395228710021E+00    0.213151629840757306E+00
  14   -0.106011150329701187E+01    0.496458854808521644E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.598142816051315043E-01
   2   -0.196006176571668576E+02
   3    0.594016560000352190E+00
   4    0.857597637162783921E+00
   5    0.999223402390995476E-02
   6    0.126901616989555732E+01
   7   -0.241801991624605428E+01
   8   -0.969228934731290043E-01
   9   -0.128668887318037406E+01
  10    0.421318789085972922E-01
  11   -0.170537445239274721E+00
  12   -0.505172374769816024E+00
  13   -0.103708555522577878E+00
  14   -0.103336118432554458E+01

MAP Parameters
Dim No.        Parameter
   1    0.938351665224167186E-02
   2   -0.178541045308349418E+02
   3    0.523931116254793272E+00
   4    0.121930555750481173E+01
   5    0.714614101597933152E-02
   6    0.529811790046074704E+00
   7   -0.119093087464738234E+01
   8   -0.134908148152934365E+00
   9    0.561399059651223276E+00
  10   -0.240423556553460038E+00
  11   -0.531280964662828370E+00
  12   -0.313464928391943287E-02
  13   -0.334037578223231324E+00
  14   -0.104238954310263088E+01
