         MJD         m       dm     uJy  duJy F  err  chi/N        RA      Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs     Mask  uJy_offset
57314.626979 18.836735      NaN    12.5    32 c    0   0.93 144.90115 30.21158  7932.46    74.50 5.82 3.94  13.5 -0.428    19.20 20.98 02a57314o0613c 0xc00800         2.5
57314.641463 19.212347      NaN    -2.5    25 c    0   1.27 144.90115 30.21158  5627.17  9847.04 4.33 3.79 -66.3 -0.443    18.94 20.46 02a57314o0629c 0xc00800         2.5
57316.579498 18.702047      NaN    26.5    32 c    0   0.88 144.90115 30.21158  5642.04  9841.29 5.26 5.07 -60.0 -0.369    18.79 20.74 02a57316o0562c 0xc00800         2.5
57316.605987 19.212347      NaN    -4.5    25 c    0   0.99 144.90115 30.21158  5635.42  9844.72 4.89 4.56 -64.5 -0.394    18.98 20.90 02a57316o0595c 0xc00800         2.5
57316.625981 19.454622      NaN    -1.5    20 c    0   1.06 144.90115 30.21158  7131.48  8381.69 4.33 3.84 -80.3 -0.439    19.16 20.95 02a57316o0623c 0xc00800         2.5
57316.645682 18.649074      NaN    -7.5    42 c    0   1.16 144.90115 30.21158  7128.94  8386.05 4.41 3.78 -83.5 -0.449    18.58 19.85 02a57316o0649c 0xc00800         2.5
57395.486992 19.609992      NaN     6.5    16 c    0   1.03 144.90115 30.21158  7644.38   385.03 4.22 3.65   3.0 -0.448    19.68 21.64 02a57395o0450c 0xc00800         2.5
57395.492362 19.696897      NaN    -6.5    16 c    0   0.89 144.90115 30.21158  5324.67 10157.38 3.61 3.33   4.4 -0.414    19.71 21.67 02a57395o0458c 0xc00800         2.5
57395.518892 19.766969      NaN    -0.5    15 c    0   1.06 144.90115 30.21158  4986.03  9560.91 3.62 3.50  11.4 -0.412    19.70 21.70 02a57395o0494c 0xc00800         2.5
57395.521599 19.256669      NaN   -19.5    24 c    0   1.19 144.90115 30.21158  8164.75   951.84 3.95 3.61   7.0 -0.452    19.69 21.66 02a57395o0498c 0xc00900         2.5
57395.538548 19.549093 0.256629    57.5    13 c    0   1.29 144.90115 30.21158  6142.67  8963.48 3.51 3.45  13.4 -0.441    19.70 21.67 02a57395o0521c 0xc00800         2.5
57402.498025 19.241693      NaN    24.5    17 c    0   1.26 144.90115 30.21158  7646.12   458.21 4.74 3.73   4.5 -0.414    19.59 21.67 02a57402o0472c 0xc00800         2.5
57402.515381 19.142275      NaN    31.5    17 c    0   1.04 144.90115 30.21158  5320.75 10219.18 4.50 3.77  11.9 -0.388    19.57 21.68 02a57402o0493c 0xc00900         2.5
57402.515991 19.631075      NaN    -5.5    17 c    0   0.95 144.90115 30.21158  5020.83  9629.82 3.84 3.58  21.2 -0.410    19.67 21.68 02a57402o0494c 0xc00800         2.5
57402.543051 19.696897      NaN    -4.5    16 c    0   1.01 144.90115 30.21158  2529.67  9687.98 3.97 3.91 -63.6 -0.396    19.59 21.63 02a57402o0531c 0xc00800         2.5
57402.566418 19.454622      NaN    14.5    16 c    0   1.08 144.90115 30.21158  4520.25  1677.80 4.38 3.80 -17.2 -0.418    19.60 21.69 02a57402o0562c 0xc00800         2.5
57403.496198 19.142275      NaN    25.5    19 c    0   1.06 144.90115 30.21158  7647.29   456.30 4.60 3.58   6.6 -0.441    19.64 21.71 02a57403o0471c 0xc00800         2.5
57403.512872 19.696897      NaN   -14.5    16 c    0   0.91 144.90115 30.21158  5320.80 10217.85 4.14 3.98  28.5 -0.378    19.61 21.73 02a57403o0492c 0xc00800         2.5
57403.514074 19.549093      NaN    12.5    15 c    0   1.17 144.90115 30.21158  5020.96  9628.60 3.86 3.73  28.4 -0.405    19.66 21.73 02a57403o0494c 0xc00800         2.5
57403.540978 19.631075      NaN    -6.5    17 c    0   0.84 144.90115 30.21158  2528.97  9685.63 4.02 3.83 -74.7 -0.404    19.63 21.64 02a57403o0530c 0xc00800         2.5
57403.563824 19.841877      NaN     0.5    14 c    0   1.15 144.90115 30.21158  4523.24  1675.22 4.33 3.68 -14.3 -0.440    19.65 21.70 02a57403o0561c 0xc00800         2.5
57420.497314 19.696897      NaN   -14.5    16 c    0   1.15 144.90115 30.21158  4994.17   967.13 4.27 3.66  -9.9 -0.459    19.64 21.60 02a57420o0418c 0xc00800         2.5
57420.521245 19.436675      NaN     6.5    19 c    0   1.21 144.90115 30.21158  4686.29   381.18 4.55 3.70 -11.1 -0.454    19.51 21.37 02a57420o0455c 0xc00800         2.5
