,MJD,m,dm,uJy,duJy,F,err,chi/N,RA,Dec,x,y,maj,min,phi,apfit,mag5sig,Sky,Obs
0,59716.284098,21.924,3.608,6,22,o,0,0.89,304.09817,-51.08497,1703.11,7820.81,2.36,1.86,-81.7,-0.385,18.62,18.91,04a59716o0684o
1,59716.287424,20.528,1.017,22,23,o,0,1.34,304.09817,-51.08497,1685.3,7784.85,2.42,1.94,-88.7,-0.361,18.59,18.93,04a59716o0691o
2,59716.293746,-22.218,5.278,-5,25,o,0,1.13,304.09817,-51.08497,1750.51,7865.14,2.46,1.98,89.4,-0.353,18.59,18.95,04a59716o0703o
3,59716.304299,-22.035,4.213,-6,24,o,0,1.02,304.09817,-51.08497,1777.66,7749.37,2.36,1.83,-79.1,-0.383,18.64,18.99,04a59716o0722o
4,59726.122833,-21.985,1.811,-6,11,o,0,0.92,304.09817,-51.08497,8692.91,10355.04,2.16,2.05,-75.9,-0.463,19.62,21.0,03a59726o0872o
5,59726.126657,-21.586,1.056,-8,9,o,0,1.27,304.09817,-51.08497,8708.74,10396.28,2.24,2.13,-73.8,-0.451,19.56,20.96,03a59726o0880o
6,59726.132447,23.992,9.25,1,8,o,0,1.61,304.09817,-51.08497,8654.83,10314.21,2.25,2.08,-76.6,-0.454,19.59,20.95,03a59726o0892o
7,59726.133358,20.682,0.562,19,11,o,0,0.95,304.09817,-51.08497,7058.56,96.62,2.42,2.07,-44.8,-0.412,19.58,20.93,03a59726o0894o
8,59726.13646,21.182,0.758,12,9,o,0,1.38,304.09817,-51.08497,7078.14,137.09,2.5,2.07,-49.7,-0.418,19.61,20.98,03a59726o0900o
9,59726.167508,21.397,1.177,10,12,o,0,1.03,304.09817,-51.08497,8636.31,10438.31,2.38,2.15,-64.9,-0.462,19.51,20.84,03a59726o0964o
10,59726.171771,22.46,2.724,4,10,o,0,1.09,304.09817,-51.08497,7019.77,64.29,2.54,2.12,-48.0,-0.42,19.49,20.7,03a59726o0972o
11,59726.184979,21.53,2.712,9,24,o,0,1.79,304.09817,-51.08497,6991.13,176.27,2.47,2.08,-50.7,-0.387,18.49,18.52,03a59726o0999o
12,59738.029027,-21.77,1.469,-7,10,o,0,0.75,304.09817,-51.08497,9607.17,10268.47,2.38,2.26,-45.0,-0.485,19.58,21.23,03a59738o0688o
13,59738.040173,22.027,1.868,6,10,o,0,0.92,304.09817,-51.08497,9579.03,10231.02,2.45,2.17,-66.9,-0.506,19.68,21.28,03a59738o0711o
14,59738.046282,-21.229,0.747,-12,9,o,0,1.74,304.09817,-51.08497,9639.03,10312.04,2.44,2.22,-63.8,-0.495,19.62,21.26,03a59738o0723o
15,59738.046737,21.476,1.062,9,10,o,0,0.99,304.09817,-51.08497,7283.61,139.26,2.7,2.19,-47.7,-0.405,19.64,21.26,03a59738o0724o
16,59738.049756,-20.965,0.738,-15,11,o,0,1.03,304.09817,-51.08497,9660.25,10193.93,2.4,2.17,-71.3,-0.504,19.63,21.22,03a59738o0729o
17,59738.050211,22.865,3.444,3,9,o,0,1.32,304.09817,-51.08497,7265.82,100.01,2.69,2.17,-47.6,-0.41,19.66,21.25,03a59738o0730o
18,59738.05576,-22.361,2.607,-4,11,o,0,1.1,304.09817,-51.08497,7318.28,180.84,2.62,2.27,-39.8,-0.416,19.58,21.18,03a59738o0741o
19,59738.061538,23.048,4.067,2,9,o,0,1.6,304.09817,-51.08497,7338.21,64.02,2.7,2.2,-47.1,-0.402,19.62,21.16,03a59738o0752o
20,59740.232234,-21.821,3.81,-7,26,o,0,1.11,304.09817,-51.08497,7794.0,2401.45,2.36,1.75,-24.2,-0.417,18.65,19.35,04a59740o0199o
21,59740.253577,-23.085,6.588,-2,14,o,0,1.13,304.09817,-51.08497,7792.13,2364.91,2.39,1.83,-24.6,-0.413,19.21,20.17,04a59740o0244o
22,59740.256291,21.929,2.977,6,18,o,0,1.54,304.09817,-51.08497,7851.1,2441.51,2.43,1.86,-24.9,-0.404,18.86,19.76,04a59740o0250o
23,59740.261279,-21.074,1.537,-14,21,o,0,1.31,304.09817,-51.08497,7873.64,2326.1,2.5,1.82,-24.1,-0.403,18.89,19.8,04a59740o0261o
24,59742.073588,-19.595,3.581,-53,189,o,0,1.03,304.09817,-51.08497,9595.11,10152.8,2.65,2.29,-57.6,-0.478,16.59,16.57,03a59742o0026o
25,59748.240511,-19.112,9.0,-82,740,o,0,0.71,304.09817,-51.08497,3699.21,8260.82,2.38,1.85,-77.6,-0.378,14.99,14.56,04a59748o0590o
26,59755.098498,-22.272,1.75,-4,8,c,0,0.93,304.09817,-51.08497,4979.13,10341.31,2.48,2.24,75.7,-0.404,19.85,21.87,03a59755o0059c
27,59755.101343,21.429,0.679,10,7,c,0,1.33,304.09817,-51.08497,4996.92,10380.92,2.51,2.22,73.1,-0.402,19.82,21.87,03a59755o0065c
28,59755.10271,-22.46,2.04,-4,8,c,0,1.05,304.09817,-51.08497,2905.39,167.42,2.67,2.54,-13.1,-0.398,19.83,21.87,03a59755o0068c
29,59755.10552,-22.011,1.308,-6,7,c,0,1.4,304.09817,-51.08497,2924.81,206.61,2.63,2.46,-16.0,-0.406,19.88,21.88,03a59755o0074c
30,59755.107729,22.948,2.35,2,6,c,0,1.93,304.09817,-51.08497,4943.8,10301.61,2.44,2.19,74.6,-0.41,19.82,21.82,03a59755o0078c
31,59755.111853,21.258,0.705,11,8,c,0,0.91,304.09817,-51.08497,2863.74,128.39,2.6,2.46,-17.0,-0.417,19.83,21.81,03a59755o0087c
32,59755.118837,21.145,0.525,13,7,c,0,1.71,304.09817,-51.08497,4922.54,10417.27,2.49,2.25,76.4,-0.4,19.82,21.76,03a59755o0102c
33,59755.124318,22.273,1.821,4,8,c,0,1.18,304.09817,-51.08497,2840.14,244.7,2.78,2.59,-17.9,-0.39,19.76,21.76,03a59755o0113c
34,59755.264478,20.474,1.481,24,35,c,0,0.79,304.09817,-51.08497,10375.36,4038.0,3.32,2.25,-19.8,-0.362,18.44,20.21,04a59755o0523c
35,59755.267533,-20.792,1.971,-18,34,c,0,1.04,304.09817,-51.08497,10356.99,4001.28,3.22,2.12,-18.8,-0.36,18.15,19.82,04a59755o0529c
36,59755.273384,-19.391,0.583,-64,37,c,0,0.87,304.09817,-51.08497,10422.15,4075.69,3.32,2.28,-20.1,-0.349,18.34,20.1,04a59755o0540c
37,59755.28053,19.671,1.328,49,65,c,0,0.79,304.09817,-51.08497,10450.34,3960.26,3.3,2.27,-19.6,-0.359,17.86,19.56,04a59755o0553c
38,59755.293912,20.236,1.914,29,56,c,0,0.84,304.09817,-51.08497,9951.49,6557.58,2.95,2.36,-23.4,-0.381,17.89,19.56,04a59755o0579c
39,59755.296799,21.061,3.15,14,43,c,0,1.13,304.09817,-51.08497,9968.39,6594.93,2.98,2.43,-23.1,-0.388,18.06,19.76,04a59755o0585c
40,59755.303037,19.415,0.577,62,36,c,0,0.95,304.09817,-51.08497,9910.06,6512.95,2.92,2.29,-20.7,-0.392,18.29,19.97,04a59755o0596c
41,59756.289157,21.699,2.762,8,21,c,0,0.95,304.09817,-51.08497,6622.95,8491.58,3.0,2.65,-76.0,-0.357,18.8,20.85,04a59756o0577c
42,59756.292086,-20.74,1.0,-18,18,c,0,1.19,304.09817,-51.08497,6640.43,8527.79,2.88,2.54,-73.1,-0.356,18.72,20.76,04a59756o0583c
43,59756.297686,-20.957,0.836,-15,13,c,0,1.14,304.09817,-51.08497,6583.1,8446.14,2.79,2.5,-74.7,-0.361,19.26,21.33,04a59756o0592c
44,59756.324033,21.041,1.26,14,18,c,0,0.86,304.09817,-51.08497,6553.55,8540.15,2.9,2.52,-76.4,-0.348,19.03,21.05,04a59756o0644c
45,59757.031751,21.383,0.595,10,6,c,0,1.52,304.09817,-51.08497,3554.38,4328.44,2.38,2.29,13.3,-0.435,19.9,22.07,03a59757o0746c
46,59757.034493,-22.67,2.273,-3,7,c,0,1.03,304.09817,-51.08497,3572.42,4367.73,2.51,2.37,26.4,-0.441,19.86,22.05,03a59757o0752c
47,59757.0402,-23.326,4.0,-2,7,c,0,1.79,304.09817,-51.08497,3515.38,4290.82,2.39,2.29,23.0,-0.444,19.89,22.04,03a59757o0764c
48,59757.072735,23.732,5.875,1,7,c,0,1.46,304.09817,-51.08497,3490.48,4412.19,2.52,2.45,40.2,-0.434,19.83,21.96,03a59757o0833c
49,59758.0217,21.587,1.054,8,9,c,0,1.04,304.09817,-51.08497,5923.34,6584.01,2.64,2.49,48.1,-0.408,19.75,21.87,03a59758o0729c
50,59758.025475,21.767,1.25,7,9,c,0,0.84,304.09817,-51.08497,5941.51,6623.21,2.63,2.44,47.4,-0.427,19.74,21.84,03a59758o0737c
51,59758.033395,22.261,1.5,4,7,c,0,1.24,304.09817,-51.08497,5885.05,6545.77,2.47,2.33,47.4,-0.416,19.83,21.84,03a59758o0754c
