,MJD,m,dm,uJy,duJy,F,err,chi/N,RA,Dec,x,y,maj,min,phi,apfit,mag5sig,Sky,Obs
0,59533.547337,-19.247,0.58,-73,42,o,0,1.01,127.89071,20.75904,4449.52,9240.94,3.06,3.02,-56.9,-0.426,18.07,19.06,01a59533o0120o
1,59533.566877,-15.018,0.541,-3572,1931,o,0,0.86,127.89071,20.75904,4431.49,9194.66,2.92,2.71,-29.4,-0.456,13.33,14.78,01a59533o0161o
2,59535.488447,-15.106,1.362,-3294,4487,o,0,0.88,127.89071,20.75904,10441.76,5792.82,2.28,2.23,-34.2,-0.487,13.72,13.41,02a59535o0660o
3,59535.491233,-14.806,1.121,-4341,4865,o,0,1.12,127.89071,20.75904,10460.1,5830.02,2.45,2.35,-56.7,-0.488,13.67,13.37,02a59535o0666o
4,59535.500861,-15.604,1.09,-2082,2269,o,0,1.71,127.89071,20.75904,10381.18,5870.1,2.08,1.87,-67.6,-0.54,13.93,13.6,02a59535o0687o
5,59535.504987,-15.294,0.716,-2770,1984,o,0,1.34,127.89071,20.75904,397.6,5807.49,2.29,1.87,28.3,-0.336,13.28,13.06,02a59535o0696o
6,59535.510492,-16.37,0.727,-1028,748,o,0,1.33,127.89071,20.75904,338.28,5728.55,2.04,1.97,3.7,-0.448,14.69,14.51,02a59535o0708o
7,59535.518773,17.375,4.019,408,1638,o,0,1.38,127.89071,20.75904,317.26,5844.84,2.01,1.9,11.3,-0.456,14.03,13.65,02a59535o0726o
8,59539.561357,19.669,0.861,49,42,o,0,1.15,127.89071,20.75904,806.6,9477.23,2.13,1.83,-49.0,-0.469,18.21,18.64,02a59539o0831o
9,59539.56324,19.303,1.521,69,105,o,0,0.99,127.89071,20.75904,825.78,9516.77,2.18,1.8,-50.4,-0.517,17.44,17.61,02a59539o0835o
10,59539.566076,-19.083,0.704,-84,59,o,0,1.47,127.89071,20.75904,766.59,9437.94,2.09,1.76,-48.2,-0.492,17.66,17.73,02a59539o0841o
11,59539.580747,20.127,0.865,32,28,o,0,1.62,127.89071,20.75904,747.5,9558.34,2.22,1.73,-50.8,-0.477,18.3,18.62,02a59539o0867o
12,59545.622171,21.809,2.341,7,16,o,0,1.28,127.89071,20.75904,4376.73,7597.43,2.63,2.6,-69.0,-0.477,19.06,20.02,01a59545o0940o
13,59545.627281,-22.554,4.286,-4,15,o,0,1.03,127.89071,20.75904,4398.81,7635.69,2.65,2.61,-80.8,-0.476,19.15,20.15,01a59545o0951o
14,59545.631434,24.098,17.4,1,14,o,0,1.46,127.89071,20.75904,4339.1,7558.65,2.68,2.63,-54.4,-0.473,19.13,20.15,01a59545o0960o
15,59545.647718,20.898,1.12,16,18,o,0,0.93,127.89071,20.75904,4325.84,7676.4,2.7,2.66,-69.7,-0.473,19.08,20.1,01a59545o0993o
16,59557.502087,-23.128,6.556,-2,13,o,0,1.0,127.89071,20.75904,2440.4,7428.17,3.0,2.89,-49.0,-0.451,19.19,20.99,01a59557o0617o
