,MJD,m,dm,uJy,duJy,F,err,chi/N,RA,Dec,x,y,maj,min,phi,apfit,mag5sig,Sky,Obs
0,60183.607653,-19.262,0.694,-72,50,c,0,1.03,4.40968,22.73215,2986.67,2743.88,3.86,3.73,65.6,-0.402,17.81,19.96,02a60183o0550c
1,60183.617722,-21.128,1.243,-13,16,c,0,0.92,4.40968,22.73215,2972.33,2704.34,3.78,3.68,68.9,-0.428,19.07,21.43,02a60183o0572c
2,60183.621378,20.974,0.841,15,12,c,0,0.87,4.40968,22.73215,3032.93,2781.77,3.01,2.91,76.2,-0.407,19.33,21.39,02a60183o0580c
3,60183.627721,20.757,0.915,18,16,c,0,1.12,4.40968,22.73215,3056.18,2664.56,2.85,2.77,80.1,-0.399,18.99,20.77,02a60183o0594c
4,60185.487504,21.349,1.691,10,18,o,0,1.18,4.40968,22.73215,1386.02,3711.86,2.34,2.1,35.2,-0.449,18.84,19.47,02a60185o0508o
5,60185.489313,23.047,8.333,2,18,o,0,1.51,4.40968,22.73215,1407.91,3750.49,2.28,2.02,29.3,-0.453,18.9,19.48,02a60185o0512o
6,60185.492214,20.497,0.83,23,19,o,0,1.46,4.40968,22.73215,1352.38,3673.03,2.34,2.05,27.5,-0.453,18.88,19.47,02a60185o0518o
7,60185.497634,21.243,1.562,12,18,o,0,1.5,4.40968,22.73215,1338.23,3791.82,2.4,2.04,26.2,-0.454,18.88,19.48,02a60185o0530o
8,60187.442046,-20.422,1.675,-25,41,o,0,1.32,4.40968,22.73215,1268.19,9542.08,2.97,2.7,-41.9,-0.441,18.19,18.67,02a60187o0482o
9,60187.445304,19.392,0.68,64,43,o,0,1.05,4.40968,22.73215,1287.07,9584.87,3.14,2.97,-33.1,-0.423,18.07,18.69,02a60187o0489o
10,60187.449372,-20.147,1.462,-32,46,o,0,1.02,4.40968,22.73215,1232.1,9503.68,3.45,3.22,-38.1,-0.398,18.06,18.73,02a60187o0498o
11,60187.454795,20.365,1.441,26,37,o,0,1.05,4.40968,22.73215,1213.16,9622.34,2.71,2.44,-42.7,-0.447,18.33,18.77,02a60187o0510o
12,60191.514103,24.104,21.4,1,18,o,0,1.11,4.40968,22.73215,4896.04,692.28,2.91,2.05,-51.0,-0.472,19.1,19.93,02a60191o0632o
13,60191.517282,20.421,0.864,25,21,o,0,0.91,4.40968,22.73215,4876.51,653.39,2.89,2.01,-51.4,-0.472,19.08,19.93,02a60191o0639o
14,60191.522706,23.517,12.667,1,18,o,0,0.97,4.40968,22.73215,4939.57,732.41,2.84,2.0,-49.7,-0.479,19.08,19.93,02a60191o0651o
15,60191.558061,-20.532,0.964,-22,22,o,0,0.95,4.40968,22.73215,4968.35,614.48,2.81,2.07,-49.5,-0.458,19.01,19.76,02a60191o0721o
16,60193.557026,19.317,2.34,68,159,o,0,1.19,4.40968,22.73215,5048.38,8452.62,2.12,1.94,37.0,-0.448,17.16,17.3,02a60193o0454o
17,60193.560795,-17.996,0.606,-230,139,o,0,1.4,4.40968,22.73215,5032.99,8413.87,2.12,1.95,35.9,-0.458,17.16,17.29,02a60193o0462o
18,60193.567336,19.134,2.97,81,239,o,0,1.34,4.40968,22.73215,5095.32,8492.05,2.11,1.97,22.7,-0.48,16.72,16.84,02a60193o0476o
19,60193.577232,-16.994,0.924,-578,535,o,0,1.23,4.40968,22.73215,5121.16,8376.17,2.01,1.8,-43.3,-0.467,16.2,16.34,02a60193o0497o
20,60194.335438,21.987,3.059,6,18,o,0,1.62,4.40968,22.73215,3360.54,5512.54,2.54,2.32,-89.3,-0.366,18.78,19.96,04a60194o0129o
21,60194.339063,-21.59,2.435,-8,20,o,0,1.3,4.40968,22.73215,3380.63,5550.71,2.6,2.4,90.0,-0.363,18.75,19.94,04a60194o0137o
22,60194.344983,24.667,46.667,0,23,o,0,1.1,4.40968,22.73215,3324.76,5471.65,2.48,2.25,-88.9,-0.365,18.79,19.88,04a60194o0150o
23,60194.359086,20.547,1.158,22,25,o,0,1.04,4.40968,22.73215,3309.98,5585.92,2.59,2.35,87.6,-0.363,18.71,19.87,04a60194o0181o
24,60195.499608,-22.451,2.8,-4,11,o,0,1.22,4.40968,22.73215,7227.76,4978.79,2.21,1.87,29.0,-0.437,19.52,20.69,02a60195o0602o
25,60195.503222,23.17,5.778,2,11,o,0,1.12,4.40968,22.73215,7210.8,4939.86,2.22,1.88,30.5,-0.435,19.54,20.67,02a60195o0610o
26,60195.509097,-20.051,0.248,-35,9,o,0,1.73,4.40968,22.73215,7273.58,5021.66,2.26,1.83,34.8,-0.436,19.52,20.64,02a60195o0623o
27,60195.544521,23.152,6.056,2,12,o,0,1.04,4.40968,22.73215,7300.63,4905.69,2.22,1.9,35.5,-0.434,19.52,20.6,02a60195o0694o
28,60197.445894,-23.852,10.286,-1,11,c,0,0.96,4.40968,22.73215,3317.84,3648.17,2.58,2.39,39.7,-0.412,19.54,21.3,02a60197o0490c
29,60197.447703,-21.879,1.688,-6,11,c,0,0.79,4.40968,22.73215,3338.61,3686.69,2.46,2.23,37.5,-0.418,19.62,21.31,02a60197o0494c
30,60197.456167,-21.568,1.123,-9,10,c,0,1.18,4.40968,22.73215,3287.7,3610.08,2.44,2.21,38.0,-0.42,19.6,21.32,02a60197o0511c
31,60197.461785,-23.267,5.231,-2,9,c,0,1.16,4.40968,22.73215,3274.44,3727.25,2.5,2.26,34.1,-0.416,19.58,21.34,02a60197o0523c
32,60199.487006,-21.01,0.815,-14,12,c,0,1.28,4.40968,22.73215,7141.3,3042.63,2.52,2.42,75.2,-0.39,19.29,20.91,02a60199o0573c
33,60199.490087,-21.251,0.971,-12,11,c,0,1.33,4.40968,22.73215,7123.3,3005.13,2.48,2.38,67.5,-0.395,19.34,20.95,02a60199o0579c
