,MJD,m,dm,uJy,duJy,F,err,chi/N,RA,Dec,x,y,maj,min,phi,apfit,mag5sig,Sky,Obs
0,60392.622308,20.714,1.429,19,27,o,0,1.26,307.21556,1.64748,8058.44,2234.02,2.32,2.28,-73.8,-0.408,18.42,18.87,02a60392o0876o
1,60392.627522,-19.781,0.543,-44,24,o,0,1.3,307.21556,1.64748,8079.57,2274.77,2.34,2.2,-55.1,-0.415,18.45,18.97,02a60392o0887o
2,60392.645635,-20.552,1.15,-22,25,o,0,0.92,307.21556,1.64748,8021.88,2194.65,2.28,2.23,-58.1,-0.422,18.49,19.03,02a60392o0924o
3,60392.651343,19.69,0.893,48,43,o,0,1.44,307.21556,1.64748,8005.36,2311.34,2.36,2.3,-53.7,-0.402,17.92,18.13,02a60392o0936o
4,60396.621122,-25.422,98.5,0,24,o,0,1.16,307.21556,1.64748,4159.29,3793.4,2.24,1.79,33.9,-0.466,18.62,18.88,02a60396o0860o
5,60396.627643,20.224,0.774,30,23,o,0,0.94,307.21556,1.64748,4177.54,3832.36,2.27,1.81,33.3,-0.465,18.64,19.04,02a60396o0874o
6,60396.639109,-22.532,6.897,-4,24,o,0,0.99,307.21556,1.64748,4121.11,3753.92,2.31,1.78,34.4,-0.473,18.68,19.05,02a60396o0898o
7,60396.646034,-19.576,0.665,-54,36,o,0,0.97,307.21556,1.64748,4103.44,3869.28,2.37,1.78,36.4,-0.464,18.21,18.36,02a60396o0913o
8,60399.383673,19.829,0.797,42,34,o,0,1.22,307.21556,1.64748,6188.46,2921.21,2.63,2.3,86.9,-0.496,18.51,19.2,04a60399o0893o
9,60399.389144,-20.54,1.464,-22,32,o,0,0.63,307.21556,1.64748,6166.44,2883.46,2.51,2.39,-73.3,-0.466,18.53,19.22,04a60399o0905o
10,60399.402916,23.044,11.571,2,26,o,0,1.34,307.21556,1.64748,6222.44,2962.57,2.32,2.05,-70.8,-0.483,18.6,19.22,04a60399o0935o
11,60399.410386,-19.959,0.768,-38,29,o,0,1.12,307.21556,1.64748,6241.85,2847.17,2.17,2.05,-76.2,-0.468,18.47,18.91,04a60399o0951o
12,60400.614454,-23.114,8.789,-2,18,o,0,1.01,307.21556,1.64748,5552.09,1849.54,1.97,1.92,-59.1,-0.439,18.92,19.47,02a60400o0845o
