,MJD,m,dm,uJy,duJy,F,err,chi/N,RA,Dec,x,y,maj,min,phi,apfit,mag5sig,Sky,Obs
0,59565.627777,-23.776,28.333,-1,32,o,0,1.0,218.95956,24.68283,3587.16,8441.35,2.84,2.65,-46.6,-0.476,18.61,19.41,01a59565o0895o
1,59565.631926,20.502,1.114,23,26,o,0,1.3,218.95956,24.68283,3571.14,8403.39,2.82,2.77,-65.0,-0.453,18.69,19.49,01a59565o0904o
2,59565.651694,20.49,0.794,23,18,o,0,1.03,218.95956,24.68283,3634.24,8476.02,2.82,2.71,-48.5,-0.464,19.01,20.09,01a59565o0945o
3,59565.661103,-23.028,8.083,-2,18,o,0,1.1,218.95956,24.68283,3656.01,8356.32,2.83,2.78,-58.8,-0.455,19.01,20.14,01a59565o0965o
4,59589.596501,-19.713,0.268,-47,13,o,0,1.13,218.95956,24.68283,5848.01,8768.14,3.23,3.09,46.7,-0.429,19.29,21.1,01a59589o0819o
5,59589.60019,24.761,27.5,0,12,o,0,1.01,218.95956,24.68283,5829.93,8731.5,3.16,3.06,51.7,-0.435,19.32,21.12,01a59589o0827o
6,59589.606649,20.556,0.52,22,11,o,0,1.43,218.95956,24.68283,5892.02,8808.11,3.17,3.02,49.0,-0.432,19.35,21.14,01a59589o0841o
7,59589.618657,21.803,1.967,7,14,o,0,0.97,218.95956,24.68283,5917.98,8689.93,3.2,3.08,51.2,-0.441,19.31,21.13,01a59589o0867o
8,59591.589136,20.429,0.428,24,10,c,0,1.19,218.95956,24.68283,2947.83,3831.49,2.66,2.52,41.2,-0.415,19.42,21.4,02a59591o0818c
9,59591.592822,23.806,10.167,1,11,c,0,0.96,218.95956,24.68283,2966.32,3870.59,2.7,2.58,35.0,-0.409,19.42,21.41,02a59591o0826c
10,59591.598324,-21.481,1.094,-9,10,c,0,1.29,218.95956,24.68283,2907.15,3791.63,2.64,2.52,39.0,-0.418,19.45,21.43,02a59591o0838c
11,59591.610724,23.218,4.636,2,9,c,0,1.37,218.95956,24.68283,2885.04,3906.17,2.66,2.5,43.2,-0.407,19.45,21.45,02a59591o0865c
12,59593.615464,-18.614,0.094,-130,12,o,0,53.52,218.95956,24.68283,8064.67,487.25,2.81,2.66,-52.7,-0.531,19.45,21.11,01a59593o0887o
13,59593.629588,21.464,1.435,9,14,o,0,1.02,218.95956,24.68283,8048.51,444.59,2.97,2.82,-52.1,-0.497,19.37,21.18,01a59593o0916o
14,59593.639489,21.609,1.311,8,11,o,0,1.34,218.95956,24.68283,8112.86,517.28,2.8,2.65,-53.1,-0.512,19.43,21.17,01a59593o0936o
15,59593.643179,20.149,0.459,32,14,o,0,1.28,218.95956,24.68283,8132.37,400.6,2.98,2.84,-56.9,-0.484,19.23,21.0,01a59593o0944o
16,59597.557226,19.915,0.764,39,30,o,0,0.91,218.95956,24.68283,8059.65,501.07,2.73,2.57,-52.3,-0.547,18.53,19.13,01a59597o0770o
