,MJD,m,dm,uJy,duJy,F,err,chi/N,RA,Dec,x,y,maj,min,phi,apfit,mag5sig,Sky,Obs
0,60235.613052,-20.567,0.724,-22,16,c,0,0.96,161.68762,29.90939,8427.46,10174.97,2.89,2.59,-42.7,-0.392,19.25,20.75,02a60235o0881c
1,60235.630227,22.42,3.762,4,15,c,0,1.03,161.68762,29.90939,8433.18,10216.13,2.77,2.57,-40.1,-0.388,19.3,20.73,02a60235o0917c
2,60235.634523,-19.888,0.392,-40,16,c,0,0.93,161.68762,29.90939,8370.24,10138.44,2.8,2.54,-32.8,-0.387,19.25,20.64,02a60235o0926c
3,60235.643366,-20.976,1.765,-15,26,c,0,1.32,161.68762,29.90939,8345.67,10257.34,2.73,2.64,-22.5,-0.378,18.66,19.61,02a60235o0945c
4,60241.613278,21.431,1.403,10,14,c,0,1.21,161.68762,29.90939,1729.27,6067.32,2.36,2.23,29.0,-0.43,19.21,20.61,02a60241o0888c
5,60241.638616,21.773,2.347,7,17,c,0,0.95,161.68762,29.90939,1734.64,6107.52,2.47,2.27,42.3,-0.411,19.14,20.38,02a60241o0934c
6,60241.643421,20.543,0.739,22,16,c,0,1.77,161.68762,29.90939,1673.46,6029.33,2.47,2.22,32.2,-0.412,18.78,19.7,02a60241o0943c
7,60241.647833,-19.483,0.694,-58,41,c,0,1.18,161.68762,29.90939,1653.16,6145.98,2.44,2.26,28.5,-0.409,17.97,18.62,02a60241o0950c
8,60245.590242,-20.392,1.685,-25,43,o,0,0.66,161.68762,29.90939,10036.76,3600.63,2.17,1.83,-47.1,-0.482,18.3,18.47,02a60245o0866o
9,60245.591147,-20.46,1.469,-24,35,o,0,0.64,161.68762,29.90939,269.69,3577.21,2.05,1.82,30.5,-0.437,18.13,18.29,02a60245o0868o
10,60245.593899,-19.61,0.753,-52,39,o,0,0.87,161.68762,29.90939,10053.73,3637.72,2.13,1.83,-52.4,-0.501,18.32,18.5,02a60245o0874o
11,60245.594803,-21.351,2.85,-10,30,o,0,1.12,161.68762,29.90939,287.03,3617.11,2.03,1.8,31.7,-0.402,18.18,18.33,02a60245o0876o
12,60245.599385,-23.547,28.182,-1,39,o,0,1.15,161.68762,29.90939,9992.52,3563.93,2.17,1.86,-41.7,-0.534,18.26,18.55,02a60245o0886o
13,60245.600784,19.882,0.814,40,33,o,0,1.05,161.68762,29.90939,223.49,3539.5,2.09,1.9,24.9,-0.424,18.21,18.39,02a60245o0889o
14,60245.616866,-19.993,0.757,-37,28,o,0,1.07,161.68762,29.90939,9960.3,3681.39,2.06,1.8,-56.5,-0.477,18.55,18.72,02a60245o0923o
15,60245.617319,20.147,0.862,32,27,o,0,0.79,161.68762,29.90939,190.21,3655.13,2.0,1.79,31.7,-0.426,18.4,18.57,02a60245o0924o
16,60247.603509,23.185,12.647,2,24,o,0,1.04,161.68762,29.90939,9943.05,1654.0,2.21,1.67,-53.4,-0.557,18.76,19.15,02a60247o0889o
17,60247.60641,-24.58,43.4,0,23,o,0,1.54,161.68762,29.90939,9958.69,1693.54,2.1,1.64,-54.4,-0.552,18.78,19.17,02a60247o0895o
18,60247.620382,20.899,1.012,16,16,o,0,1.15,161.68762,29.90939,134.13,1621.59,1.9,1.87,73.5,-0.448,18.77,19.16,02a60247o0924o
19,60247.62426,-20.836,1.263,-17,21,o,0,0.93,161.68762,29.90939,9895.01,1617.73,2.11,1.62,-56.4,-0.534,18.86,19.28,02a60247o0932o
20,60247.625625,20.92,1.26,16,20,o,0,0.99,161.68762,29.90939,152.03,1663.4,1.97,1.9,-58.4,-0.472,18.75,19.2,02a60247o0935o
21,60247.636252,-20.864,1.228,-16,20,o,0,1.1,161.68762,29.90939,9872.49,1738.54,2.07,1.66,-55.7,-0.561,18.86,19.31,02a60247o0957o
22,60247.64331,-19.743,0.495,-46,23,o,0,1.04,161.68762,29.90939,87.08,1583.92,1.88,1.84,80.1,-0.493,18.68,19.03,02a60247o0972o
23,60247.650822,20.493,2.755,23,64,o,0,0.78,161.68762,29.90939,66.76,1701.95,1.88,1.84,66.5,-0.454,17.88,17.85,02a60247o0987o
24,60249.56128,20.775,1.752,18,31,o,0,1.09,161.68762,29.90939,3961.19,10336.67,2.04,1.86,-27.7,-0.437,18.64,18.99,02a60249o0690o
25,60249.564491,-20.206,0.844,-30,25,o,0,1.22,161.68762,29.90939,3977.8,10376.98,2.1,1.87,-32.4,-0.433,18.69,19.01,02a60249o0697o
26,60249.587142,23.201,12.789,2,24,o,0,1.02,161.68762,29.90939,3899.81,10302.12,1.99,1.86,-33.6,-0.418,18.82,19.22,02a60249o0742o
27,60249.590776,-23.691,17.154,-1,21,o,0,0.92,161.68762,29.90939,7371.37,130.07,1.92,1.56,-59.1,-0.548,18.84,19.25,02a60249o0750o
28,60249.593494,-19.552,0.411,-55,23,o,0,1.77,161.68762,29.90939,3874.98,10421.42,1.99,1.83,-37.9,-0.434,18.84,19.26,02a60249o0756o
29,60249.594398,20.253,0.693,29,20,o,0,1.11,161.68762,29.90939,7386.71,169.46,1.95,1.61,-59.1,-0.519,18.88,19.26,02a60249o0758o
30,60249.611262,-20.612,1.033,-21,21,o,0,0.97,161.68762,29.90939,7324.34,95.91,1.94,1.57,-58.4,-0.562,18.91,19.36,02a60249o0791o
31,60249.624386,-19.969,0.467,-37,17,o,0,1.2,161.68762,29.90939,7299.14,213.83,1.82,1.56,-72.0,-0.535,18.95,19.43,02a60249o0819o
32,60253.610163,24.915,48.333,0,19,o,0,1.01,161.68762,29.90939,7786.48,2154.21,2.25,2.21,24.2,-0.428,18.84,19.53,02a60253o0876o
33,60253.613327,-20.855,1.079,-16,18,o,0,1.19,161.68762,29.90939,7803.53,2194.06,2.27,2.18,-49.3,-0.424,18.85,19.55,02a60253o0883o
34,60253.632803,-20.385,0.813,-26,21,o,0,1.03,161.68762,29.90939,7746.87,2119.38,2.62,2.45,-73.6,-0.403,18.8,19.6,02a60253o0923o
35,60253.645187,-20.063,0.645,-34,22,o,0,1.3,161.68762,29.90939,7725.33,2238.12,2.34,2.22,-77.5,-0.392,18.66,19.22,02a60253o0949o
36,60257.595425,-21.18,1.095,-12,13,c,0,1.08,161.68762,29.90939,1784.1,10329.01,2.89,2.58,-48.8,-0.422,19.23,20.84,02a60257o0855c
37,60257.598627,-21.725,1.711,-7,13,c,0,0.96,161.68762,29.90939,1801.74,10371.66,2.64,2.34,-45.8,-0.432,19.33,20.86,02a60257o0862c
38,60257.601852,20.371,0.642,26,17,c,0,0.8,161.68762,29.90939,5551.18,152.53,2.65,2.38,-67.7,-0.432,19.27,20.83,02a60257o0869c
39,60257.60376,-21.171,1.0,-12,12,c,0,1.45,161.68762,29.90939,1742.24,10291.39,2.76,2.43,-45.5,-0.445,19.28,20.85,02a60257o0873c
40,60257.605117,21.556,2.019,9,18,c,0,0.71,161.68762,29.90939,5572.37,191.69,2.7,2.42,-60.4,-0.389,19.28,20.82,02a60257o0876c
41,60257.610719,20.643,0.877,20,18,c,0,0.82,161.68762,29.90939,5517.49,111.58,2.71,2.34,-62.9,-0.448,19.35,20.84,02a60257o0886c
42,60257.615609,-22.722,4.263,-3,13,c,0,1.15,161.68762,29.90939,1722.32,10408.98,2.57,2.28,-49.5,-0.434,19.38,20.88,02a60257o0896c
43,60257.629077,-21.121,1.224,-13,16,c,0,1.05,161.68762,29.90939,5501.22,232.06,2.62,2.37,-67.1,-0.394,19.31,20.87,02a60257o0924c
44,60259.597832,20.626,0.623,20,13,c,0,0.91,161.68762,29.90939,2302.81,7515.56,2.74,2.62,29.9,-0.377,19.3,20.99,02a60259o0787c
45,60259.601456,21.544,1.415,9,12,c,0,1.16,161.68762,29.90939,2321.85,7555.28,2.63,2.49,30.8,-0.392,19.34,21.0,02a60259o0795c
