,MJD,m,dm,uJy,duJy,F,err,chi/N,RA,Dec,x,y,maj,min,phi,apfit,mag5sig,Sky,Obs
0,57765.646114,-20.557,3.254,-22,71,o,0,1.51,243.50275,26.91626,4532.46,7793.38,3.38,3.35,67.4,-0.473,18.31,18.91,02a57765o0812o
1,57765.663887,23.041,29.571,2,65,o,0,1.12,243.50275,26.91626,4549.5,7834.42,3.3,3.25,-53.4,-0.476,18.36,19.01,02a57765o0838o
2,57765.681091,20.409,12.675,25,316,o,0,0.88,243.50275,26.91626,4497.7,7757.82,3.33,3.32,-25.5,-0.511,17.64,17.54,02a57765o0864o
3,57793.630568,-19.933,0.706,-39,27,o,0,1.16,243.50275,26.91626,3994.34,6220.83,3.49,3.42,71.6,-0.452,18.79,19.82,02a57793o0702o
4,57793.642851,23.936,27.667,1,27,o,0,0.93,243.50275,26.91626,4011.18,6260.47,3.49,3.42,79.4,-0.451,18.88,20.0,02a57793o0724o
5,57793.655596,23.2,12.0,2,23,o,0,1.29,243.50275,26.91626,3960.82,6184.32,3.44,3.38,83.2,-0.459,19.05,20.3,02a57793o0746o
6,57793.670514,-19.381,0.481,-64,31,o,0,1.34,243.50275,26.91626,3943.95,6301.93,3.36,3.34,82.8,-0.469,18.66,19.51,02a57793o0768o
7,57809.645934,-17.863,0.213,-260,55,c,0,1.26,243.50275,26.91626,3652.18,7131.24,3.58,3.51,31.9,-0.436,18.06,19.86,02a57809o0753c
8,57809.665782,-17.846,1.695,-264,448,c,0,1.05,243.50275,26.91626,3668.43,7173.8,3.55,3.51,21.9,-0.452,16.28,17.36,02a57809o0780c
9,57817.628668,-20.876,0.809,-16,13,c,0,1.14,243.50275,26.91626,3077.05,7574.45,3.7,3.62,34.0,-0.419,19.77,21.88,02a57817o0654c
10,57817.640883,-22.207,2.714,-5,13,c,0,0.92,243.50275,26.91626,3099.63,7610.66,3.67,3.56,36.7,-0.43,19.77,21.87,02a57817o0675c
11,57817.661649,-20.721,2.291,-19,43,c,0,1.32,243.50275,26.91626,3044.72,7532.93,3.65,3.58,34.2,-0.43,18.66,19.74,02a57817o0704c
12,57824.626175,18.818,0.425,108,46,o,0,1.29,243.50275,26.91626,5309.48,5346.65,3.34,3.13,-52.5,-0.486,18.24,19.27,01a57824o0113o
