,MJD,m,dm,uJy,duJy,F,err,chi/N,RA,Dec,x,y,maj,min,phi,apfit,mag5sig,Sky,Obs
0,58319.498232,23.753,19.25,1,22,o,0,1.07,330.39379,-17.46255,5820.43,10218.95,2.98,2.56,-78.3,-0.475,18.79,20.2,01a58319o0555o
1,58319.499153,-21.287,2.118,-11,24,o,0,0.9,330.39379,-17.46255,5801.66,10180.85,3.38,2.67,-83.4,-0.455,18.78,20.26,01a58319o0557o
2,58319.509279,21.925,6.083,6,38,o,0,1.02,330.39379,-17.46255,5858.54,10259.85,3.29,2.59,-82.7,-0.463,18.24,19.66,01a58319o0579o
3,58319.524946,23.781,38.0,1,42,o,0,1.0,330.39379,-17.46255,5889.66,10141.71,3.11,2.63,-81.3,-0.466,18.06,19.51,01a58319o0613o
4,58320.552982,-19.287,1.145,-70,80,o,0,0.69,330.39379,-17.46255,4586.48,10044.91,3.17,2.67,-75.7,-0.458,17.7,19.25,01a58320o0599o
5,58320.563832,-17.15,0.778,-501,390,o,0,1.12,330.39379,-17.46255,4622.9,10081.8,3.19,2.68,-74.6,-0.468,16.68,18.24,01a58320o0621o
6,58323.458882,-16.597,1.804,-834,1504,o,0,1.12,330.39379,-17.46255,4424.55,10450.6,2.98,2.8,-67.2,-0.375,13.98,14.45,01a58323o0454o
7,58323.460741,15.279,0.706,2808,1984,o,0,1.13,330.39379,-17.46255,5969.19,720.17,3.23,2.81,-2.9,-0.438,13.98,14.42,01a58323o0458o
8,58323.471341,-15.745,1.922,-1828,3514,o,0,0.84,330.39379,-17.46255,4404.99,10411.85,3.06,2.72,-75.2,-0.455,13.11,13.59,01a58323o0481o
9,58323.482836,-18.755,0.922,-114,105,o,0,1.64,330.39379,-17.46255,4462.84,10489.19,2.71,2.51,-69.2,-0.504,16.38,16.97,01a58323o0500o
10,58323.483295,18.016,0.645,226,146,o,0,0.9,330.39379,-17.46255,6021.55,757.17,3.26,2.72,-5.8,-0.451,16.9,17.48,01a58323o0501o
11,58323.486062,19.202,1.85,76,140,o,0,1.27,330.39379,-17.46255,6037.61,638.67,3.17,2.76,-7.0,-0.457,16.83,17.27,01a58323o0507o
12,58323.486522,-19.507,2.676,-57,153,o,0,1.27,330.39379,-17.46255,4478.44,10369.72,3.08,2.55,-79.0,-0.483,16.54,17.03,01a58323o0508o
13,58325.421525,20.664,2.298,20,45,o,0,1.11,330.39379,-17.46255,1148.4,9172.98,1.89,1.72,-8.7,-0.608,18.6,18.98,02a58325o0336o
14,58325.429516,-22.528,7.837,-4,28,o,0,1.07,330.39379,-17.46255,1126.85,9291.08,1.87,1.67,-12.8,-0.595,18.65,19.01,02a58325o0353o
15,58330.556083,18.017,0.599,226,135,o,0,0.98,330.39379,-17.46255,9019.85,1649.55,2.33,2.21,63.3,-0.503,16.98,16.98,02a58330o0178o
16,58330.5663,-20.225,2.079,-30,61,o,0,1.01,330.39379,-17.46255,9078.23,1727.7,2.37,2.2,50.1,-0.514,17.9,18.12,02a58330o0199o
17,58330.574509,-18.12,0.387,-205,79,o,0,0.7,330.39379,-17.46255,9103.81,1611.12,2.43,2.28,50.7,-0.502,17.52,17.58,02a58330o0215o
18,58333.555556,20.801,1.017,17,18,c,0,1.26,330.39379,-17.46255,7532.2,8607.77,2.64,2.6,3.5,-0.438,19.08,20.31,02a58333o0681c
19,58333.563914,-20.579,0.816,-21,17,c,0,1.52,330.39379,-17.46255,7514.17,8569.35,2.58,2.56,-33.1,-0.449,19.07,20.29,02a58333o0699c
20,58333.572704,-22.416,4.885,-4,19,c,0,1.02,330.39379,-17.46255,7571.13,8647.56,2.63,2.56,-20.2,-0.443,19.04,20.26,02a58333o0718c
21,58333.580551,20.116,0.491,33,16,c,0,2.01,330.39379,-17.46255,7589.41,8531.65,2.63,2.58,-45.1,-0.441,19.03,20.24,02a58333o0735c
22,58336.536128,-20.867,0.92,-16,15,o,0,0.94,330.39379,-17.46255,1827.64,9014.86,2.99,2.73,-76.7,-0.45,19.27,20.9,01a58336o0510o
23,58336.546745,-20.744,0.889,-18,16,o,0,0.8,330.39379,-17.46255,1845.36,9052.26,3.08,2.92,-66.8,-0.435,19.25,20.86,01a58336o0532o
24,58336.557818,20.266,0.512,28,14,o,0,1.01,330.39379,-17.46255,1786.13,8974.74,3.39,2.88,-81.5,-0.429,19.21,20.86,01a58336o0555o
25,58336.568475,21.954,2.481,6,15,o,0,0.94,330.39379,-17.46255,1767.26,9092.22,3.37,2.92,-80.2,-0.431,19.27,20.91,01a58336o0577o
26,58337.45759,23.111,4.062,2,8,c,0,0.99,330.39379,-17.46255,3266.18,366.84,2.58,2.45,85.0,-0.395,19.66,21.5,02a58337o0482c
27,58337.474433,21.203,0.677,12,8,c,0,1.5,330.39379,-17.46255,3281.07,404.68,2.58,2.42,60.3,-0.405,19.66,21.42,02a58337o0518c
28,58337.482886,-22.131,1.812,-5,9,c,0,1.07,330.39379,-17.46255,7382.16,10106.94,2.89,2.71,40.9,-0.388,19.61,21.43,02a58337o0536c
29,58337.4838,20.079,0.261,34,9,c,0,1.52,330.39379,-17.46255,7364.01,10225.15,2.91,2.74,45.8,-0.391,19.61,21.43,02a58337o0538c
30,58338.539637,22.388,2.036,4,8,c,0,1.07,330.39379,-17.46255,6251.58,1962.06,2.71,2.51,-73.3,-0.407,19.65,21.61,02a58338o0654c
31,58338.55041,20.943,0.5,15,8,c,0,1.51,330.39379,-17.46255,6233.53,1923.98,2.74,2.53,-70.2,-0.404,19.66,21.62,02a58338o0677c
32,58338.561189,22.053,1.459,6,8,c,0,1.05,330.39379,-17.46255,6289.38,2002.16,2.73,2.54,-74.3,-0.403,19.66,21.58,02a58338o0700c
33,58338.571982,20.684,0.408,19,8,c,0,1.22,330.39379,-17.46255,6309.83,1885.71,2.67,2.57,-84.4,-0.412,19.64,21.49,02a58338o0723c
34,58340.526914,20.726,0.882,19,16,o,0,1.22,330.39379,-17.46255,3918.39,9874.21,3.38,3.0,-74.9,-0.424,19.12,20.79,01a58340o0289o
35,58340.537456,22.519,4.462,4,16,o,0,0.97,330.39379,-17.46255,3935.83,9912.24,3.58,3.39,-42.5,-0.4,19.18,20.92,01a58340o0311o
36,58340.54849,20.12,0.63,32,20,o,0,1.44,330.39379,-17.46255,3877.46,9834.48,3.85,3.2,-79.3,-0.403,18.94,20.6,01a58340o0334o
37,58340.559085,-20.664,1.104,-20,22,o,0,1.34,330.39379,-17.46255,3859.4,9951.34,3.95,3.34,-78.4,-0.392,18.8,20.43,01a58340o0356o
38,58345.450654,21.489,7.0,9,64,c,0,1.24,330.39379,-17.46255,4529.12,9347.94,2.69,2.61,-12.3,-0.407,17.35,18.96,02a58345o0476c
39,58345.451568,-19.94,1.278,-38,49,c,0,1.4,330.39379,-17.46255,4492.08,9308.61,2.62,2.52,-12.4,-0.418,17.84,19.47,02a58345o0478c
40,58345.460636,20.568,1.711,22,37,c,0,1.09,330.39379,-17.46255,4563.75,9384.48,2.71,2.64,-31.6,-0.399,18.34,20.02,02a58345o0497c
41,58345.462009,-20.436,1.15,-24,28,c,0,1.5,330.39379,-17.46255,4582.71,9267.0,2.61,2.54,-11.6,-0.413,18.46,20.14,02a58345o0500c
42,58351.460693,20.733,2.259,18,42,o,0,0.79,330.39379,-17.46255,5904.91,721.71,3.94,2.77,-1.4,-0.438,18.01,19.09,01a58351o0436o
43,58351.464391,-18.671,0.366,-123,45,o,0,1.1,330.39379,-17.46255,4417.87,10462.25,4.73,3.75,-7.8,-0.331,18.03,19.26,01a58351o0444o
44,58351.470901,-20.342,1.414,-26,38,o,0,1.2,330.39379,-17.46255,5922.94,759.15,4.94,2.85,-0.2,-0.414,18.03,19.28,01a58351o0458o
45,58351.474606,-21.178,4.154,-12,51,o,0,1.17,330.39379,-17.46255,4436.4,10500.03,4.9,3.88,-7.1,-0.345,18.1,19.4,01a58351o0466o
46,58351.480613,19.852,0.72,42,30,o,0,1.27,330.39379,-17.46255,5865.74,680.21,3.62,2.79,-2.3,-0.442,18.37,19.4,01a58351o0479o
47,58351.484352,19.907,0.877,40,35,o,0,1.2,330.39379,-17.46255,4378.96,10421.3,3.74,3.41,-50.7,-0.39,18.32,19.45,01a58351o0487o
48,58351.490845,-22.139,5.526,-5,28,o,0,1.13,330.39379,-17.46255,5847.26,797.58,3.19,3.01,-5.7,-0.441,18.45,19.6,01a58351o0501o
49,58360.479115,22.313,6.5,4,28,o,0,1.02,330.39379,-17.46255,2068.39,9020.23,4.3,3.32,-2.6,-0.375,18.6,19.99,01a58360o0555o
50,58360.489014,-20.022,0.697,-36,25,o,0,1.2,330.39379,-17.46255,2086.01,9058.5,3.44,3.0,-84.5,-0.423,18.74,19.97,01a58360o0576o
51,58360.499064,-20.512,0.917,-23,21,o,0,1.86,330.39379,-17.46255,2028.56,8981.25,3.27,2.75,-82.2,-0.445,18.84,19.93,01a58360o0597o
52,58360.509102,20.486,1.133,23,26,o,0,1.35,330.39379,-17.46255,2009.66,9097.64,3.35,2.84,-83.9,-0.44,18.73,19.89,01a58360o0618o
53,58361.407614,21.515,1.805,9,16,o,0,1.07,330.39379,-17.46255,5952.85,8748.24,2.32,2.13,14.4,-0.458,19.28,20.1,02a58361o0336o
54,58361.416307,21.799,2.068,7,14,o,0,1.64,330.39379,-17.46255,5971.08,8790.08,2.3,2.2,12.7,-0.442,19.3,20.09,02a58361o0355o
55,58361.424886,-21.982,2.698,-6,16,o,0,0.93,330.39379,-17.46255,6007.55,8827.01,2.46,2.43,9.3,-0.434,19.21,20.09,02a58361o0373o
56,58361.430372,22.746,5.304,3,15,o,0,1.13,330.39379,-17.46255,6025.86,8711.38,2.36,2.32,82.4,-0.44,19.19,20.06,02a58361o0385o
57,58362.474517,21.586,1.828,8,15,o,0,0.97,330.39379,-17.46255,6125.18,228.01,2.52,2.1,34.7,-0.487,19.34,20.27,02a58362o0528o
58,58362.485342,-21.267,1.469,-11,17,o,0,0.99,330.39379,-17.46255,6107.79,188.72,2.56,2.24,31.6,-0.468,19.25,20.23,02a58362o0550o
59,58362.495515,21.591,1.924,8,16,o,0,1.02,330.39379,-17.46255,6164.26,267.59,2.42,2.11,35.2,-0.48,19.3,20.14,02a58362o0571o
60,58362.506166,-20.505,0.708,-23,16,o,0,1.44,330.39379,-17.46255,6183.71,150.24,2.63,2.23,32.2,-0.495,19.21,20.11,02a58362o0593o
61,58370.477273,25.192,52.667,0,16,o,0,1.23,330.39379,-17.46255,8117.01,58.42,2.16,1.99,42.7,-0.471,19.43,20.33,02a58370o0537o
62,58372.448042,-19.784,0.373,-44,16,o,0,0.85,330.39379,-17.46255,2963.58,9620.03,3.64,3.43,-23.1,-0.403,19.11,20.85,01a58372o0510o
63,58372.45867,21.647,1.882,8,15,o,0,1.28,330.39379,-17.46255,2981.8,9658.94,3.47,2.98,-82.7,-0.433,19.23,20.78,01a58372o0532o
64,58372.468867,21.065,1.42,14,19,o,0,0.91,330.39379,-17.46255,2905.4,9582.4,3.54,3.39,-37.0,-0.422,19.14,20.82,01a58372o0553o
65,58372.479512,-20.93,1.054,-15,16,o,0,1.46,330.39379,-17.46255,2886.2,9698.4,3.73,3.25,-77.5,-0.417,19.12,20.78,01a58372o0575o
66,58377.417261,-22.124,1.841,-5,9,o,0,1.66,330.39379,-17.46255,7755.78,888.06,2.34,2.14,-76.1,-0.44,19.48,20.76,02a58377o0448o
67,58377.427463,21.787,1.524,7,11,o,0,1.04,330.39379,-17.46255,7737.48,849.02,2.3,2.05,-72.6,-0.448,19.47,20.77,02a58377o0470o
68,58377.437194,21.966,1.904,6,11,o,0,0.97,330.39379,-17.46255,7792.38,926.91,2.26,2.11,-78.9,-0.452,19.48,20.75,02a58377o0491o
69,58377.447372,-23.068,5.0,-2,11,o,0,1.1,330.39379,-17.46255,7811.9,809.44,2.23,2.03,-76.0,-0.446,19.48,20.77,02a58377o0513o
70,58379.404139,-20.13,0.86,-32,28,o,0,0.86,330.39379,-17.46255,3814.01,1139.35,4.47,2.72,-0.2,-0.437,18.45,19.72,01a58379o0420o
71,58379.414393,-21.083,1.896,-13,25,o,0,0.89,330.39379,-17.46255,3833.73,1177.06,3.62,3.23,-0.6,-0.398,18.64,19.83,01a58379o0442o
72,58379.424149,-20.176,0.89,-31,28,o,0,1.3,330.39379,-17.46255,3776.57,1099.23,3.48,3.0,-0.4,-0.429,18.55,19.76,01a58379o0463o
73,58379.434388,-20.586,0.968,-21,20,o,0,1.12,330.39379,-17.46255,3758.48,1216.82,2.92,2.77,10.6,-0.455,18.71,19.9,01a58379o0485o
74,58380.42001,-25.432,90.0,0,22,o,0,1.24,330.39379,-17.46255,1502.18,10396.34,3.4,3.16,-69.9,-0.433,18.76,19.99,01a58380o0459o
75,58380.429935,-21.29,2.923,-11,32,o,0,1.07,330.39379,-17.46255,1518.71,10433.48,3.6,3.38,-64.7,-0.418,18.48,19.68,01a58380o0480o
76,58380.440011,-23.499,26.4,-1,38,o,0,1.34,330.39379,-17.46255,1461.26,10356.69,3.55,3.12,-72.7,-0.435,18.35,19.42,01a58380o0501o
77,58380.450103,19.957,1.122,38,42,o,0,1.19,330.39379,-17.46255,1441.82,10474.0,3.27,2.79,-75.0,-0.456,18.14,18.91,01a58380o0522o
78,58381.381911,20.932,1.432,15,22,o,0,1.66,330.39379,-17.46255,7715.01,8589.46,2.15,2.03,44.7,-0.475,18.98,19.41,02a58381o0268o
79,58381.391581,19.987,0.606,37,22,o,0,1.51,330.39379,-17.46255,7694.34,8553.02,2.12,2.03,64.5,-0.46,18.96,19.4,02a58381o0289o
80,58381.401274,20.116,0.785,33,26,o,0,1.17,330.39379,-17.46255,7750.06,8631.24,2.2,2.08,74.8,-0.434,18.94,19.38,02a58381o0310o
81,58381.410941,-22.063,5.058,-5,28,o,0,1.09,330.39379,-17.46255,7767.63,8515.02,2.19,2.06,87.8,-0.445,18.92,19.34,02a58381o0331o
82,58387.439188,22.23,7.333,5,34,o,0,0.98,330.39379,-17.46255,4401.6,989.85,3.67,3.16,-1.7,-0.416,18.27,19.18,01a58387o0381o
83,58387.44866,20.624,2.04,20,42,o,0,0.86,330.39379,-17.46255,4420.44,1028.22,3.75,3.23,-4.0,-0.418,18.18,19.1,01a58387o0401o
84,58387.457577,19.28,0.49,70,35,o,0,1.38,330.39379,-17.46255,4345.25,950.48,3.65,3.23,-4.4,-0.418,18.21,19.04,01a58387o0420o
85,58387.467034,19.612,0.693,52,36,o,0,1.18,330.39379,-17.46255,4329.2,1067.56,3.36,3.06,-6.6,-0.433,18.14,18.97,01a58387o0440o
86,58389.351303,-21.699,3.286,-8,25,o,0,1.3,330.39379,-17.46255,4988.08,8417.97,2.38,2.33,-10.9,-0.427,18.89,19.47,02a58389o0233o
87,58389.358213,-20.032,0.848,-35,30,o,0,1.74,330.39379,-17.46255,4969.85,8379.86,2.38,2.33,-68.9,-0.439,18.46,19.05,02a58389o0248o
