,MJD,m,dm,uJy,duJy,F,err,chi/N,RA,Dec,x,y,maj,min,phi,apfit,mag5sig,Sky,Obs
0,59214.642223,20.331,0.57,27,15,o,0,1.79,214.24662,32.23513,8148.53,6937.71,2.84,2.11,7.7,-0.371,18.97,19.67,01a59214o0971o
1,59214.647336,22.05,2.978,6,16,o,0,1.36,214.24662,32.23513,8129.44,6898.16,2.85,2.08,12.1,-0.382,18.97,19.69,01a59214o0982o
2,59214.651497,-22.756,5.32,-3,15,o,0,1.08,214.24662,32.23513,8188.06,6976.76,2.71,2.04,9.1,-0.386,19.03,19.7,01a59214o0991o
3,59214.665184,22.215,3.595,5,17,o,0,1.47,214.24662,32.23513,8205.85,6858.46,2.67,2.04,10.8,-0.389,18.93,19.52,01a59214o1019o
4,59216.63572,-21.721,2.837,-7,21,o,0,1.06,214.24662,32.23513,694.56,5812.46,2.73,2.66,10.1,-0.389,18.75,19.67,02a59216o0960o
5,59216.654098,-21.594,2.062,-8,17,o,0,1.04,214.24662,32.23513,715.21,5855.13,2.36,2.3,-36.2,-0.406,18.97,19.76,02a59216o0999o
6,59216.659767,-20.525,0.716,-22,16,o,0,1.35,214.24662,32.23513,655.51,5776.05,2.32,2.05,24.2,-0.403,19.08,19.78,02a59216o1011o
7,59216.668017,-20.711,0.937,-19,18,o,0,1.02,214.24662,32.23513,639.44,5889.08,2.41,2.33,18.0,-0.382,18.91,19.65,02a59216o1028o
8,59217.646233,22.656,5.308,3,17,o,0,0.9,214.24662,32.23513,9847.16,2795.96,2.47,2.33,-76.5,-0.396,19.22,20.05,01a59217o0971o
9,59217.649485,23.4,12.182,2,19,o,0,0.93,214.24662,32.23513,9827.05,2756.42,2.76,2.48,-76.2,-0.396,19.1,20.05,01a59217o0978o
10,59217.654426,-21.102,1.037,-13,14,o,0,1.42,214.24662,32.23513,9885.89,2835.82,2.49,2.31,-73.9,-0.393,19.26,20.06,01a59217o0987o
11,59217.661935,-20.194,0.496,-30,15,o,0,1.2,214.24662,32.23513,9906.91,2720.77,2.49,2.27,-69.9,-0.392,19.24,19.99,01a59217o1001o
12,59221.63339,22.266,2.667,4,12,o,0,1.15,214.24662,32.23513,9844.9,2794.04,2.78,2.63,-69.9,-0.375,19.41,20.97,01a59221o0892o
13,59221.637288,23.324,6.083,2,10,o,0,1.51,214.24662,32.23513,9826.77,2753.59,2.71,2.54,-80.5,-0.383,19.44,20.99,01a59221o0900o
