,MJD,m,dm,uJy,duJy,F,err,chi/N,RA,Dec,x,y,maj,min,phi,apfit,mag5sig,Sky,Obs
0,59777.487336,19.561,0.362,54,20,o,0,1.51,292.75253,48.34868,5647.87,3333.4,3.24,3.16,3.3,-0.436,18.86,20.08,01a59777o0237o
1,59777.492808,19.407,0.291,63,18,o,0,1.93,292.75253,48.34868,5669.95,3371.95,3.04,3.02,25.9,-0.421,18.95,20.08,01a59777o0249o
2,59777.496459,21.109,1.534,13,20,o,0,1.34,292.75253,48.34868,5613.2,3296.84,3.2,3.1,26.6,-0.415,18.91,20.07,01a59777o0257o
3,59777.510577,19.825,0.443,43,19,o,0,1.37,292.75253,48.34868,5600.38,3414.58,3.24,3.18,-31.9,-0.411,18.88,20.04,01a59777o0288o
4,59779.469313,-22.205,3.636,-5,17,o,0,1.17,292.75253,48.34868,2894.17,5317.3,2.58,2.17,25.9,-0.447,19.32,20.42,02a59779o0263o
5,59779.473382,20.869,1.282,16,21,o,0,0.55,292.75253,48.34868,2877.06,5283.03,2.44,1.97,26.1,-0.45,19.36,20.41,02a59779o0272o
6,59779.481105,20.224,0.613,30,18,o,0,1.6,292.75253,48.34868,2934.74,5357.94,2.39,2.02,26.7,-0.441,19.36,20.39,02a59779o0289o
7,59779.493378,20.657,0.897,20,18,o,0,1.51,292.75253,48.34868,2952.46,5238.48,2.39,1.83,26.1,-0.45,19.42,20.39,02a59779o0316o
8,59783.410031,22.136,2.371,5,12,c,0,4.4,292.75253,48.34868,2903.48,5322.98,2.48,2.43,17.6,-0.419,19.64,21.42,02a59783o0371c
9,59783.413194,18.385,0.071,161,11,c,0,16.55,292.75253,48.34868,2883.72,5285.28,2.4,2.28,19.1,-0.424,19.68,21.43,02a59783o0378c
10,59783.419101,21.112,0.99,13,13,c,0,2.93,292.75253,48.34868,2940.47,5360.31,2.38,2.27,18.4,-0.422,19.7,21.44,02a59783o0391c
11,59783.453465,16.761,0.013,717,9,c,0,330.73,292.75253,48.34868,2951.67,5244.19,2.43,2.24,20.2,-0.422,19.7,21.49,02a59783o0466c
12,59785.431931,-20.901,0.807,-16,13,o,0,1.1,292.75253,48.34868,7690.97,6720.38,2.92,2.75,-49.4,-0.457,19.4,21.04,01a59785o0243o
13,59785.436026,-23.172,6.4,-2,12,o,0,2.28,292.75253,48.34868,7713.73,6759.87,2.94,2.8,-53.5,-0.457,19.38,21.0,01a59785o0252o
14,59785.442875,-22.429,3.8,-4,15,o,0,1.35,292.75253,48.34868,7653.37,6685.08,2.93,2.81,-49.2,-0.45,19.38,20.98,01a59785o0267o
15,59785.456574,16.351,0.013,1046,14,o,0,316.88,292.75253,48.34868,7640.33,6803.91,3.06,2.95,-61.2,-0.434,19.3,20.95,01a59785o0297o
16,59787.418988,16.01,0.008,1433,11,c,0,649.44,292.75253,48.34868,2839.59,1734.86,2.64,2.59,87.9,-0.407,19.6,21.58,02a59787o0394c
17,59787.422156,-21.644,1.471,-8,12,c,0,2.67,292.75253,48.34868,2820.13,1696.81,2.6,2.51,89.3,-0.42,19.6,21.57,02a59787o0401c
18,59787.428044,19.325,0.167,68,11,c,0,2.41,292.75253,48.34868,2879.75,1772.37,2.69,2.63,67.2,-0.412,19.57,21.55,02a59787o0414c
19,59787.438907,23.366,8.0,2,13,c,0,1.07,292.75253,48.34868,2899.22,1654.2,2.53,2.47,71.9,-0.415,19.6,21.55,02a59787o0438c
20,59789.351774,20.386,0.497,25,13,o,0,3.94,292.75253,48.34868,2865.33,3820.67,2.71,2.65,43.2,-0.46,19.43,20.98,01a59789o0069o
21,59789.373342,18.098,0.062,209,13,o,0,14.5,292.75253,48.34868,2842.76,3781.6,2.98,2.82,-44.6,-0.443,19.35,20.97,01a59789o0115o
22,59789.375175,-20.547,0.573,-22,13,o,0,2.5,292.75253,48.34868,2904.28,3854.74,2.99,2.84,-37.8,-0.445,19.34,20.97,01a59789o0119o
23,59789.390907,-21.431,1.354,-10,13,o,0,1.27,292.75253,48.34868,7627.49,6797.18,3.05,2.8,-57.2,-0.454,19.32,20.94,01a59789o0153o
24,59791.415623,20.669,0.5,20,10,c,0,2.14,292.75253,48.34868,2836.98,1735.47,2.47,2.29,42.0,-0.414,19.65,21.52,02a59791o0327c
25,59791.419342,-23.761,12.167,-1,14,c,0,0.93,292.75253,48.34868,2817.26,1695.85,2.58,2.3,40.5,-0.408,19.23,21.02,02a59791o0335c
26,59791.425713,21.057,0.771,14,11,c,0,4.34,292.75253,48.34868,2878.13,1771.04,2.52,2.31,42.1,-0.414,19.63,21.53,02a59791o0349c
27,59791.45541,16.86,0.011,655,8,c,0,345.04,292.75253,48.34868,2892.62,1652.08,2.63,2.33,42.2,-0.41,19.58,21.45,02a59791o0413c
28,59793.390885,-21.418,1.375,-10,14,o,0,1.13,292.75253,48.34868,5675.61,4873.17,2.76,2.7,-5.5,-0.451,19.29,20.72,01a59793o0343o
29,59793.39453,-21.332,1.25,-11,13,o,0,1.5,292.75253,48.34868,5696.22,4910.51,2.76,2.72,-38.4,-0.451,19.33,20.75,01a59793o0351o
30,59793.400464,0.0,21.115,0,13,o,0,0.97,292.75253,48.34868,5637.24,4835.45,2.77,2.73,-27.1,-0.451,19.31,20.8,01a59793o0364o
31,59793.41419,-21.236,1.03,-12,12,o,0,2.28,292.75253,48.34868,5626.61,4954.37,2.77,2.67,21.7,-0.447,19.38,20.8,01a59793o0394o
32,59799.417745,0.0,20.315,0,27,o,0,0.82,292.75253,48.34868,8588.43,7573.85,2.29,2.2,49.8,-0.427,18.89,19.58,02a59799o0396o
33,59799.42136,-21.213,2.188,-12,26,o,0,1.11,292.75253,48.34868,8567.89,7532.14,2.37,2.17,36.3,-0.419,18.87,19.58,02a59799o0404o
34,59799.42773,-21.994,3.95,-6,23,o,0,1.53,292.75253,48.34868,8624.43,7614.64,2.42,2.18,31.5,-0.42,18.93,19.58,02a59799o0418o
35,59799.462546,-22.787,7.571,-3,21,o,0,1.33,292.75253,48.34868,8640.71,7497.47,2.41,2.11,29.7,-0.426,19.04,19.87,02a59799o0494o
36,59801.391692,-22.782,13.857,-3,39,o,0,0.86,292.75253,48.34868,9795.76,8535.87,2.91,2.84,-86.7,-0.414,18.52,19.17,01a59801o0353o
37,59801.394897,19.84,1.029,42,43,o,0,1.17,292.75253,48.34868,9818.59,8574.19,2.88,2.8,76.1,-0.416,18.45,19.08,01a59801o0360o
38,59801.401743,21.225,2.35,12,28,o,0,1.75,292.75253,48.34868,9757.41,8502.34,3.01,2.77,39.2,-0.401,18.63,19.35,01a59801o0375o
39,59801.412235,20.275,2.0,28,56,o,0,1.28,292.75253,48.34868,9743.7,8621.25,2.96,2.89,57.6,-0.41,18.2,18.76,01a59801o0398o
40,59803.40093,-20.752,1.413,-18,26,o,0,1.25,292.75253,48.34868,1008.5,7521.01,2.39,2.1,-39.1,-0.462,18.75,19.19,02a59803o0368o
41,59803.404105,-19.904,0.712,-40,28,o,0,0.84,292.75253,48.34868,989.04,7482.48,2.17,2.03,-16.9,-0.454,18.79,19.17,02a59803o0375o
42,59803.409571,19.662,0.635,50,32,o,0,5.3,292.75253,48.34868,1046.34,7556.2,2.34,1.94,-51.7,-0.47,18.81,19.16,02a59803o0387o
43,59803.414559,21.867,5.707,6,37,o,0,2.04,292.75253,48.34868,10502.84,7565.72,2.88,2.19,-69.1,-0.406,18.77,19.14,02a59803o0398o
44,59803.417726,19.361,0.552,65,36,o,0,1.17,292.75253,48.34868,10483.77,7525.7,2.58,2.21,-62.5,-0.434,18.76,19.12,02a59803o0405o
45,59803.419537,-19.846,0.768,-42,32,o,0,0.83,292.75253,48.34868,1068.87,7438.99,2.13,1.88,-37.4,-0.465,18.78,19.12,02a59803o0409o
46,59805.347356,-21.58,2.333,-8,20,o,0,1.53,292.75253,48.34868,9787.92,8530.44,2.93,2.84,57.3,-0.407,19.03,19.92,01a59805o0264o
47,59805.350541,-21.296,1.984,-11,22,o,0,1.35,292.75253,48.34868,9810.45,8568.74,2.88,2.76,66.4,-0.412,19.01,19.91,01a59805o0271o
48,59805.356464,-21.493,1.98,-9,18,o,0,1.57,292.75253,48.34868,9747.97,8495.13,2.88,2.79,67.2,-0.416,19.01,19.9,01a59805o0284o
49,59805.387666,-20.667,1.057,-20,21,o,0,1.14,292.75253,48.34868,9740.48,8616.53,2.94,2.78,52.5,-0.409,19.01,19.81,01a59805o0351o
50,59807.339932,-21.519,1.735,-9,16,o,0,5.78,292.75253,48.34868,1022.5,7526.97,2.17,1.85,-53.0,-0.479,19.5,20.64,02a59807o0245o
51,59807.343098,-22.731,5.111,-3,15,o,0,9.36,292.75253,48.34868,1003.78,7488.98,2.22,1.82,-57.8,-0.479,19.46,20.59,02a59807o0252o
52,59807.37496,-21.364,1.656,-10,17,o,0,2.55,292.75253,48.34868,1052.76,7558.32,2.25,1.93,-56.0,-0.465,19.33,20.27,02a59807o0321o
