,MJD,m,dm,uJy,duJy,F,err,chi/N,RA,Dec,x,y,maj,min,phi,apfit,mag5sig,Sky,Obs
0,58295.596972,-20.47,1.0,-24,24,o,0,1.27,14.08623,-9.58332,699.69,6030.38,3.15,2.79,-87.3,-0.439,18.73,19.8,01a58295o0742o
1,58295.599252,-20.15,0.961,-32,30,o,0,1.06,14.08623,-9.58332,10431.17,5947.24,4.56,2.99,-84.0,-0.426,18.68,19.73,01a58295o0746o
2,58295.607355,-21.031,1.471,-14,21,o,0,1.02,14.08623,-9.58332,679.1,5989.66,3.24,2.79,-89.1,-0.428,18.83,19.95,01a58295o0760o
3,58295.609709,-19.277,0.393,-71,28,o,0,1.17,14.08623,-9.58332,10411.1,5906.57,4.86,3.37,-84.5,-0.379,18.76,19.86,01a58295o0764o
4,58295.618331,-19.48,0.763,-59,45,o,0,1.29,14.08623,-9.58332,738.09,6068.21,3.14,2.74,-88.2,-0.44,18.22,18.98,01a58295o0779o
5,58295.620649,19.912,3.306,39,130,o,0,0.94,14.08623,-9.58332,10470.33,5981.75,4.79,3.05,-84.9,-0.43,17.73,18.33,01a58295o0783o
6,58298.574549,-20.435,0.913,-24,22,o,0,1.13,14.08623,-9.58332,8117.13,3249.49,2.14,2.05,42.8,-0.445,18.77,19.21,02a58298o0526o
7,58298.582494,20.855,1.238,16,20,o,0,1.12,14.08623,-9.58332,8135.5,3288.48,2.16,2.13,70.5,-0.445,18.76,19.28,02a58298o0543o
8,58298.59032,-19.928,0.51,-39,20,o,0,1.21,14.08623,-9.58332,8077.66,3211.08,2.24,2.19,-42.5,-0.43,18.8,19.34,02a58298o0560o
9,58298.598413,20.273,0.627,28,18,o,0,1.9,14.08623,-9.58332,8058.67,3327.62,2.32,2.24,-67.7,-0.436,18.77,19.37,02a58298o0577o
10,58323.576772,-22.018,2.464,-6,14,o,0,1.16,14.08623,-9.58332,838.29,6307.18,2.87,2.67,-13.1,-0.458,19.1,20.66,01a58323o0701o
11,58323.585069,-20.126,0.602,-32,20,o,0,1.44,14.08623,-9.58332,816.16,6268.99,2.72,2.65,-48.6,-0.47,18.67,20.07,01a58323o0719o
12,58323.596606,-19.82,4.969,-43,213,o,0,1.33,14.08623,-9.58332,872.38,6346.47,2.96,2.86,-58.3,-0.458,16.85,18.18,01a58323o0744o
13,58323.597996,-18.19,1.068,-192,205,o,0,0.93,14.08623,-9.58332,890.93,6229.22,4.5,2.72,-2.4,-0.441,16.43,17.92,01a58323o0747o
14,58324.612293,-20.021,0.565,-36,20,o,0,1.17,14.08623,-9.58332,4141.52,4423.93,3.09,3.07,13.2,-0.43,18.78,20.49,01a58324o0782o
15,58324.621077,-21.181,1.622,-12,20,o,0,1.08,14.08623,-9.58332,6415.81,6180.53,3.97,3.61,-12.2,-0.379,18.86,20.49,01a58324o0798o
16,58324.634839,-20.303,8.538,-28,234,o,0,1.94,14.08623,-9.58332,6355.3,6100.94,3.35,2.97,-82.7,-0.531,16.57,17.0,01a58324o0824o
17,58325.534229,-22.275,4.244,-4,19,o,0,1.5,14.08623,-9.58332,6348.75,3636.91,2.28,1.9,-48.9,-0.483,18.86,19.31,02a58325o0569o
18,58325.541732,21.87,3.418,6,22,o,0,0.87,14.08623,-9.58332,6367.43,3676.45,2.36,1.92,-49.7,-0.53,18.97,19.38,02a58325o0584o
19,58325.549871,-20.86,1.02,-16,17,o,0,1.46,14.08623,-9.58332,6313.79,3599.04,2.34,1.93,-47.9,-0.493,18.97,19.42,02a58325o0600o
20,58325.561289,26.329,143.0,0,15,o,0,1.8,14.08623,-9.58332,6294.38,3716.01,2.29,1.89,-47.5,-0.477,19.05,19.52,02a58325o0617o
21,58326.560326,-18.937,0.321,-97,31,o,0,1.26,14.08623,-9.58332,8674.76,5893.94,2.18,2.04,-31.8,-0.462,18.52,18.8,02a58326o0663o
22,58326.568903,18.239,1.183,184,218,o,0,1.63,14.08623,-9.58332,8691.93,5932.85,2.36,2.08,35.2,-0.357,16.49,16.58,02a58326o0681o
23,58326.57683,-18.965,1.115,-94,105,o,0,1.1,14.08623,-9.58332,8632.56,5855.16,2.15,2.11,-52.6,-0.452,17.16,17.16,02a58326o0698o
24,58326.585186,17.98,0.767,233,179,o,0,1.56,14.08623,-9.58332,8611.41,5971.53,2.21,2.15,-65.9,-0.502,16.88,17.12,02a58326o0716o
25,58327.600329,-21.436,3.103,-10,30,o,0,1.12,14.08623,-9.58332,2576.17,6703.13,2.74,2.67,-54.6,-0.48,18.62,19.58,01a58327o0748o
26,58327.612356,21.021,1.936,14,28,o,0,1.08,14.08623,-9.58332,7972.01,3895.37,4.35,3.34,-2.7,-0.372,18.45,19.61,01a58327o0770o
27,58327.62433,-21.136,2.239,-13,28,o,0,0.94,14.08623,-9.58332,7910.68,3814.52,3.14,2.73,-82.3,-0.438,18.44,19.32,01a58327o0793o
28,58327.635919,17.755,0.506,287,145,o,0,1.25,14.08623,-9.58332,7889.68,3928.38,5.83,4.42,-90.0,-0.254,16.34,17.39,01a58327o0815o
29,58328.527707,20.88,15.196,16,245,o,0,1.0,14.08623,-9.58332,4388.81,5645.06,2.93,2.75,-8.3,-0.458,16.91,17.49,01a58328o0589o
30,58328.535879,20.901,23.0,16,364,o,0,1.24,14.08623,-9.58332,4367.8,5606.7,2.91,2.84,-80.2,-0.471,16.57,17.11,01a58328o0606o
31,58328.543925,-18.484,2.093,-147,307,o,0,1.73,14.08623,-9.58332,4425.2,5683.17,2.84,2.79,-12.7,-0.517,16.45,16.9,01a58328o0623o
32,58328.552083,19.276,4.399,71,311,o,0,1.71,14.08623,-9.58332,4442.89,5567.52,2.86,2.75,-65.1,-0.44,16.61,17.04,01a58328o0640o
33,58329.519864,-20.142,2.443,-32,78,o,0,0.96,14.08623,-9.58332,8305.27,6165.88,2.42,2.24,-41.1,-0.42,17.73,17.92,02a58329o0435o
34,58329.528907,20.033,1.536,35,54,o,0,0.88,14.08623,-9.58332,8321.26,6205.86,2.53,2.35,-32.9,-0.402,17.84,18.11,02a58329o0452o
35,58329.537634,-18.68,0.4,-122,49,o,0,1.44,14.08623,-9.58332,8264.71,6126.92,2.49,2.26,-37.4,-0.4,17.73,18.09,02a58329o0469o
36,58330.587936,-20.545,2.027,-22,44,o,0,1.37,14.08623,-9.58332,6697.68,3312.14,2.2,2.11,-52.1,-0.452,17.87,17.94,02a58330o0239o
37,58330.59635,-20.594,1.469,-21,31,o,0,1.21,14.08623,-9.58332,6717.14,3352.33,2.08,2.02,-65.7,-0.443,18.24,18.44,02a58330o0256o
38,58330.61181,-16.886,0.869,-639,555,o,0,1.12,14.08623,-9.58332,3931.15,7282.67,9.62,3.28,0.0,-0.158,16.14,16.27,02a58330o0287o
39,58330.627658,-19.079,0.62,-85,53,o,0,0.89,14.08623,-9.58332,3946.72,7164.91,2.31,2.17,-53.3,-0.489,18.02,18.19,02a58330o0318o
40,58336.63485,18.776,0.679,112,76,o,0,0.88,14.08623,-9.58332,6889.77,3373.3,3.34,3.22,-11.5,-0.407,17.39,17.99,01a58336o0714o
41,58340.625284,19.061,0.909,86,78,o,0,1.23,14.08623,-9.58332,9010.13,4257.32,3.98,3.81,-34.9,-0.383,17.31,18.69,01a58340o0493o
42,58340.635922,-17.456,0.925,-378,350,o,0,1.03,14.08623,-9.58332,9027.28,4293.59,3.88,2.81,-86.2,-0.412,15.72,16.29,01a58340o0515o
43,58342.62573,-24.211,13.167,-1,10,c,0,1.13,14.08623,-9.58332,1008.67,4687.22,2.47,2.39,42.3,-0.439,19.56,21.19,02a58342o0843c
44,58342.636682,20.306,1.602,27,44,c,0,1.44,14.08623,-9.58332,988.33,4648.5,2.42,2.34,26.4,-0.468,17.73,18.72,02a58342o0866c
45,58344.612549,20.879,1.76,16,28,o,0,1.06,14.08623,-9.58332,7534.7,5706.66,3.77,3.64,-49.8,-0.367,18.39,20.35,01a58344o0813o
46,58344.623254,20.853,3.0,17,50,o,0,1.04,14.08623,-9.58332,7552.69,5743.74,3.9,3.71,-20.5,-0.371,17.85,19.66,01a58344o0835o
47,58344.634561,-18.564,1.004,-136,137,o,0,1.24,14.08623,-9.58332,7493.56,5665.32,3.7,2.79,-83.7,-0.425,17.19,17.91,01a58344o0858o
48,58348.591344,20.645,0.661,20,13,o,0,1.4,14.08623,-9.58332,8358.79,5814.73,4.06,3.91,-50.4,-0.346,19.14,21.01,01a58348o0765o
49,58348.60488,20.648,0.754,20,15,o,0,1.33,14.08623,-9.58332,8377.45,5851.38,4.44,3.95,-8.9,-0.325,19.08,20.95,01a58348o0790o
50,58348.617729,19.793,0.342,44,15,o,0,1.11,14.08623,-9.58332,8299.0,5773.64,3.81,2.77,-83.9,-0.434,19.29,20.91,01a58348o0814o
51,58348.628679,21.426,1.667,10,16,o,0,1.61,14.08623,-9.58332,8279.14,5887.82,3.9,2.91,-84.1,-0.429,19.11,20.48,01a58348o0836o
52,58349.587325,19.754,0.21,46,10,o,0,1.23,14.08623,-9.58332,3725.05,6949.35,2.33,2.2,-56.2,-0.453,19.68,21.22,02a58349o0079o
53,58349.597475,19.492,0.18,58,10,o,0,0.98,14.08623,-9.58332,3704.85,6913.87,2.49,2.23,-59.5,-0.427,19.63,21.22,02a58349o0101o
54,58349.608116,19.93,0.261,39,10,o,0,0.99,14.08623,-9.58332,3761.23,6992.22,2.38,2.15,-65.8,-0.433,19.69,21.25,02a58349o0124o
55,58349.618264,19.958,0.273,38,10,o,0,0.97,14.08623,-9.58332,3780.6,6876.71,2.49,2.15,-61.4,-0.423,19.65,21.16,02a58349o0146o
56,58350.593701,19.626,0.202,51,10,o,0,1.46,14.08623,-9.58332,2758.64,5144.09,2.38,2.3,-49.2,-0.444,19.43,20.93,02a58350o0752o
57,58350.604603,19.811,0.292,43,13,o,0,1.22,14.08623,-9.58332,2739.09,5105.65,2.33,2.23,-58.1,-0.43,19.3,20.79,02a58350o0774o
58,58350.614694,19.657,0.199,50,10,o,0,1.35,14.08623,-9.58332,2797.32,5183.52,2.23,2.12,-66.0,-0.452,19.55,20.99,02a58350o0795o
59,58350.625526,19.721,0.226,47,11,o,0,1.33,14.08623,-9.58332,2817.11,5068.34,2.22,2.13,-72.3,-0.46,19.5,20.82,02a58350o0817o
60,58351.568904,19.796,0.336,44,15,o,0,1.12,14.08623,-9.58332,9509.15,4837.07,3.71,3.55,-34.3,-0.396,19.25,21.26,01a58351o0668o
61,58351.579113,19.496,0.339,58,20,o,0,1.27,14.08623,-9.58332,9528.05,4874.26,5.12,3.76,-3.0,-0.369,18.85,21.06,01a58351o0690o
62,58351.588831,19.832,0.409,42,17,o,0,1.18,14.08623,-9.58332,9469.57,4796.38,3.84,3.59,-12.0,-0.398,19.01,21.04,01a58351o0711o
63,58351.599014,20.491,0.7,23,16,o,0,1.26,14.08623,-9.58332,9450.87,4911.91,4.12,3.01,-83.6,-0.424,19.2,21.2,01a58351o0733o
