,MJD,m,dm,uJy,duJy,F,err,chi/N,RA,Dec,x,y,maj,min,phi,apfit,mag5sig,Sky,Obs
0,57928.614821,-17.406,0.062,-396,25,o,0,1.08,25.71604,31.48238,6893.19,2921.44,2.96,2.92,-73.7,-0.455,18.62,19.31,01a57928o0704o
1,57932.618746,-17.762,0.12,-285,34,o,0,0.82,25.71604,31.48238,8057.64,3956.51,3.07,2.99,47.2,-0.437,18.38,19.01,01a57932o0700o
2,57952.627268,-17.29,0.199,-441,88,o,0,1.05,25.71604,31.48238,7452.3,2606.38,3.16,2.97,-64.0,-0.438,17.21,17.5,01a57952o0712o
3,57956.621037,-17.483,0.046,-369,17,o,0,1.25,25.71604,31.48238,7130.54,3036.29,4.29,3.75,-83.7,-0.386,18.83,20.45,01a57956o0704o
4,57956.63182,-17.32,0.152,-428,65,o,0,1.08,25.71604,31.48238,7125.94,2956.56,3.63,3.06,-88.7,-0.441,17.56,17.95,01a57956o0721o
5,57958.627278,-17.618,0.049,-326,16,o,0,1.57,25.71604,31.48238,4429.29,7117.3,2.01,1.95,-21.2,-0.5,18.95,19.46,02a57958o0353o
6,57964.603823,-17.569,0.03,-341,10,o,0,1.0,25.71604,31.48238,5846.34,3187.78,2.95,2.79,-80.7,-0.448,19.49,21.16,01a57964o0698o
7,57964.614047,-17.475,0.018,-372,7,o,0,1.45,25.71604,31.48238,5842.03,3112.12,2.97,2.82,-84.1,-0.444,19.45,21.12,01a57964o0715o
8,57964.623761,-17.514,0.04,-358,14,o,0,1.27,25.71604,31.48238,5900.42,3152.84,2.93,2.77,89.5,-0.452,19.2,20.36,01a57964o0732o
9,57964.634164,-17.124,0.141,-513,72,o,0,1.1,25.71604,31.48238,5924.14,2996.42,2.99,2.92,-74.9,-0.455,17.53,17.7,01a57964o0749o
10,57966.616203,-17.512,0.017,-359,6,o,0,1.42,25.71604,31.48238,5387.09,8658.31,2.23,2.1,-37.4,-0.445,19.72,21.08,02a57966o0687o
11,57966.627985,-17.516,0.055,-358,20,o,0,1.62,25.71604,31.48238,5422.19,8701.3,2.23,2.06,-32.6,-0.444,19.1,19.66,02a57966o0704o
12,57968.601066,-17.493,0.025,-365,9,o,0,1.15,25.71604,31.48238,5808.24,2110.92,3.1,2.93,-89.8,-0.439,19.38,21.29,01a57968o0533o
13,57968.610326,-17.47,0.023,-373,9,o,0,1.13,25.71604,31.48238,5794.54,2036.15,3.27,3.04,-85.9,-0.425,19.46,21.5,01a57968o0550o
14,57968.620137,-17.505,0.029,-362,10,o,0,1.02,25.71604,31.48238,5852.88,2076.77,3.06,2.87,-83.4,-0.439,19.45,21.19,01a57968o0567o
15,57968.630289,-17.517,0.071,-357,25,o,0,1.06,25.71604,31.48238,5875.0,1919.54,3.02,2.86,-69.5,-0.454,18.59,19.29,01a57968o0584o
16,57973.577129,-17.509,0.055,-360,20,o,0,1.41,25.71604,31.48238,8980.47,2128.38,3.14,2.71,-78.7,-0.45,18.82,19.72,01a57973o0647o
17,57973.586088,-17.429,0.054,-388,21,o,0,1.08,25.71604,31.48238,8974.39,2056.7,3.32,2.96,-80.2,-0.429,18.83,19.78,01a57973o0662o
18,57973.595185,-17.464,0.061,-375,23,o,0,1.4,25.71604,31.48238,9051.24,2121.19,3.16,2.83,-70.3,-0.439,18.71,19.58,01a57973o0677o
19,57973.603609,-17.545,0.108,-348,38,o,0,1.13,25.71604,31.48238,9076.5,1972.45,3.27,2.9,-76.6,-0.433,18.15,18.77,01a57973o0692o
20,57975.610245,-17.502,0.033,-362,12,o,0,1.59,25.71604,31.48238,5539.65,2648.57,2.1,1.95,-54.4,-0.45,19.22,19.83,02a57975o0675o
21,57975.619768,-17.526,0.044,-354,16,o,0,0.78,25.71604,31.48238,5524.66,2611.64,2.13,2.01,-59.6,-0.437,19.2,19.85,02a57975o0692o
22,57975.63144,-17.344,0.041,-419,17,o,0,1.14,25.71604,31.48238,5586.21,2683.81,2.09,1.97,-52.9,-0.455,18.77,19.08,02a57975o0709o
23,57977.590036,-17.507,0.049,-361,18,o,0,1.12,25.71604,31.48238,8352.35,4251.14,3.0,2.93,-79.3,-0.435,18.97,20.06,01a57977o0649o
24,57977.601134,-17.593,0.06,-333,20,o,0,1.18,25.71604,31.48238,8343.08,4169.36,2.98,2.93,-37.4,-0.437,18.97,20.08,01a57977o0666o
25,57977.612237,-17.457,0.046,-378,17,o,0,0.97,25.71604,31.48238,8399.29,4205.2,3.05,2.97,-47.8,-0.427,18.97,20.09,01a57977o0683o
26,57977.621804,-17.374,0.043,-408,18,o,0,1.36,25.71604,31.48238,8435.51,4051.24,3.05,2.95,-54.1,-0.432,18.94,20.06,01a57977o0700o
